protein_id,protein_name,organism,sequence_length,domain_start,domain_end,domain_score,signature_name
A0A2Y9HM06,UPAR/Ly6 domain-containing protein,Neomonachus schauinslandi (Hawaiian monk seal),195,1,195,,InterPro:IPR038773
A0A2Y9JYL4,UPAR/Ly6 domain-containing protein,Enhydra lutris kenyoni (northern sea otter),221,23,221,,InterPro:IPR038773
A0A2Y9MLT1,Casein kinase II subunit beta,Delphinapterus leucas (Beluga whale),299,123,298,,InterPro:IPR038773
A0A340XK39,UPAR/Ly6 domain-containing protein,Lipotes vexillifer (Yangtze river dolphin),218,23,217,,InterPro:IPR038773
A0A341AWP2,UPAR/Ly6 domain-containing protein,Neophocaena asiaeorientalis asiaeorientalis (Yangtze finless porpoise),197,2,196,,InterPro:IPR038773
A0A384B2R5,UPAR/Ly6 domain-containing protein,Balaenoptera acutorostrata scammoni (North Pacific minke whale),218,23,217,,InterPro:IPR038773
A0A384DSU0,UPAR/Ly6 domain-containing protein,Ursus maritimus (Polar bear),217,24,217,,InterPro:IPR038773
A0A387L9N6,UPAR/Ly6 domain-containing protein,Pseudorca crassidens (False killer whale),196,1,195,,InterPro:IPR038773
A0A3Q7N984,UPAR/Ly6 domain-containing protein,Callorhinus ursinus (Northern fur seal),217,23,217,,InterPro:IPR038773
A0A3Q7NDC8,UPAR/Ly6 domain-containing protein,Callorhinus ursinus (Northern fur seal),191,1,191,,InterPro:IPR038773
A0A3Q7RKQ3,UPAR/Ly6 domain-containing protein,Vulpes vulpes (Red fox),217,23,217,,InterPro:IPR038773
A0A452F0N3,UPAR/Ly6 domain-containing protein,Capra hircus (Goat),196,1,196,,InterPro:IPR038773
A0A452RA37,Casein kinase II subunit beta,Ursus americanus (American black bear),297,122,297,,InterPro:IPR038773
A0A452RA57,Casein kinase II subunit beta,Ursus americanus (American black bear),159,89,159,,InterPro:IPR038773
A0A485PHV2,UPAR/Ly6 domain-containing protein,Lynx pardinus (Iberian lynx),218,1,194,,InterPro:IPR038773
A0A4W2DVB9,UPAR/Ly6 domain-containing protein,Bos indicus x Bos taurus (Hybrid cattle),200,1,193,,InterPro:IPR038773
A0A4W2G8U5,UPAR/Ly6 domain-containing protein,Bos indicus x Bos taurus (Hybrid cattle),216,21,216,,InterPro:IPR038773
A0A4X1VEI8,UPAR/Ly6 domain-containing protein,Sus scrofa (Pig),201,2,194,,InterPro:IPR038773
A0A4X1VH68,Casein kinase II subunit beta,Sus scrofa (Pig),298,123,298,,InterPro:IPR038773
A0A4X2JTX9,UPAR/Ly6 domain-containing protein,Vombatus ursinus (Common wombat),191,1,191,,InterPro:IPR038773
A0A5E4C1K9,UPAR/Ly6 domain-containing protein,Marmota monax (Woodchuck),195,1,195,,InterPro:IPR038773
A0A5F9C9U2,UPAR/Ly6 domain-containing protein,Oryctolagus cuniculus (Rabbit),198,3,191,,InterPro:IPR038773
A0A5K1V609,UPAR/Ly6 domain-containing protein,Sus scrofa (Pig),196,3,196,,InterPro:IPR038773
A0A5N3W0I8,Casein kinase II subunit beta,Muntiacus reevesi (Reeves' muntjac),299,123,299,,InterPro:IPR038773
A0A5N3W7I0,Casein kinase II subunit beta,Muntiacus muntjak (Barking deer),299,123,299,,InterPro:IPR038773
A0A5N4CR23,Casein kinase II subunit beta,Camelus dromedarius (Dromedary),408,214,408,,InterPro:IPR038773
A0A643C9H7,Casein kinase II subunit beta,Balaenoptera physalus (Fin whale),405,210,404,,InterPro:IPR038773
A0A667GFX9,UPAR/Ly6 domain-containing protein,Lynx canadensis (Canada lynx),216,22,216,,InterPro:IPR038773
A0A671DNU3,UPAR/Ly6 domain-containing protein,Rhinolophus ferrumequinum (Greater horseshoe bat),200,1,194,,InterPro:IPR038773
A0A673TAJ4,UPAR/Ly6 domain-containing protein,Suricata suricatta (Meerkat),201,1,194,,InterPro:IPR038773
A0A6B0SBI0,Lymphocyte antigen 6 complex locus protein G5c,Bos mutus (wild yak),101,2,101,,InterPro:IPR038773
A0A6G1B2J5,Casein kinase II subunit beta,Crocuta crocuta (Spotted hyena),297,123,297,,InterPro:IPR038773
A0A6I9IPF1,UPAR/Ly6 domain-containing protein,Vicugna pacos (Alpaca),217,23,217,,InterPro:IPR038773
A0A6I9MEH3,LOW QUALITY PROTEIN: lymphocyte antigen 6 complex locus protein G5b,Peromyscus maniculatus bairdii (Prairie deer mouse),149,19,122,,InterPro:IPR038773
A0A6J0A5C8,UPAR/Ly6 domain-containing protein,Acinonyx jubatus (Cheetah),216,22,216,,InterPro:IPR038773
A0A6J2DTR2,UPAR/Ly6 domain-containing protein,Zalophus californianus (California sealion),191,1,191,,InterPro:IPR038773
A0A6J2E0H9,UPAR/Ly6 domain-containing protein,Zalophus californianus (California sealion),217,23,217,,InterPro:IPR038773
A0A6J2LIT5,UPAR/Ly6 domain-containing protein,Phyllostomus discolor (pale spear-nosed bat),221,23,221,,InterPro:IPR038773
A0A6J3H485,UPAR/Ly6 domain-containing protein,Sapajus apella (Brown-capped capuchin),201,1,194,,InterPro:IPR038773
A0A6J3H4V4,UPAR/Ly6 domain-containing protein,Sapajus apella (Brown-capped capuchin),251,69,244,,InterPro:IPR038773
A0A6P3EVA9,UPAR/Ly6 domain-containing protein,Octodon degus (Degu),216,24,215,,InterPro:IPR038773
A0A6P3GY35,UPAR/Ly6 domain-containing protein,Bison bison bison (North American plains bison),141,1,141,,InterPro:IPR038773
A0A6P3RQY8,UPAR/Ly6 domain-containing protein,Pteropus vampyrus (Large flying fox),195,1,195,,InterPro:IPR038773
A0A6P5JFZ1,UPAR/Ly6 domain-containing protein,Phascolarctos cinereus (Koala),154,2,154,,InterPro:IPR038773
A0A6P5NXS7,UPAR/Ly6 domain-containing protein,Mus caroli (Ryukyu mouse),194,1,194,,InterPro:IPR038773
A0A6P6BUV0,UPAR/Ly6 domain-containing protein,Pteropus vampyrus (Large flying fox),198,22,198,,InterPro:IPR038773
A0A6P6HBH6,UPAR/Ly6 domain-containing protein,Puma concolor (Mountain lion),216,22,216,,InterPro:IPR038773
A0A7J7EJE5,UPAR/Ly6 domain-containing protein,Diceros bicornis minor (South-central black rhinoceros),195,1,195,,InterPro:IPR038773
A0A7J7RKK3,UPAR/Ly6 domain-containing protein,Myotis myotis (Greater mouse-eared bat),195,1,195,,InterPro:IPR038773
A0A7J7YMK6,Casein kinase II subunit beta,Pipistrellus kuhlii (Kuhl's pipistrelle),298,123,298,,InterPro:IPR038773
A0A7J7YN00,UPAR/Ly6 domain-containing protein,Pipistrellus kuhlii (Kuhl's pipistrelle),217,23,217,,InterPro:IPR038773
A0A7J7YNW4,UPAR/Ly6 domain-containing protein,Pipistrellus kuhlii (Kuhl's pipistrelle),140,1,140,,InterPro:IPR038773
A0A7J7YSJ2,UPAR/Ly6 domain-containing protein,Rhinolophus ferrumequinum (Greater horseshoe bat),195,1,194,,InterPro:IPR038773
A0A7J7YTJ8,Casein kinase II subunit beta,Rhinolophus ferrumequinum (Greater horseshoe bat),298,123,297,,InterPro:IPR038773
A0A7J8GQK3,Casein kinase II subunit beta,Molossus molossus (Pallas' mastiff bat),298,123,298,,InterPro:IPR038773
A0A7J8GR39,UPAR/Ly6 domain-containing protein,Molossus molossus (Pallas' mastiff bat),195,1,195,,InterPro:IPR038773
A0A7J8GRX0,UPAR/Ly6 domain-containing protein,Molossus molossus (Pallas' mastiff bat),140,1,140,,InterPro:IPR038773
A0A7J8KBV7,UPAR/Ly6 domain-containing protein,Rousettus aegyptiacus (Egyptian fruit bat),195,1,195,,InterPro:IPR038773
A0A7J8KBW7,Casein kinase II subunit beta,Rousettus aegyptiacus (Egyptian fruit bat),298,123,298,,InterPro:IPR038773
A0A7J8KBZ5,UPAR/Ly6 domain-containing protein,Rousettus aegyptiacus (Egyptian fruit bat),140,1,140,,InterPro:IPR038773
A0A7N5JYB1,UPAR/Ly6 domain-containing protein,Ailuropoda melanoleuca (Giant panda),319,124,319,,InterPro:IPR038773
A0A811YQU9,UPAR/Ly6 domain-containing protein,Nyctereutes procyonoides (Raccoon dog),217,23,217,,InterPro:IPR038773
A0A834AI29,Casein kinase II subunit beta,Phyllostomus discolor (pale spear-nosed bat),302,123,302,,InterPro:IPR038773
A0A834EF51,UPAR/Ly6 domain-containing protein,Phyllostomus discolor (pale spear-nosed bat),199,1,199,,InterPro:IPR038773
A0A835ZW53,Lymphocyte antigen 6 complex locus protein G5b,Ovis aries (Sheep),169,63,169,,InterPro:IPR038773
A0A8B7AP85,UPAR/Ly6 domain-containing protein,Orycteropus afer afer,195,1,195,,InterPro:IPR038773
A0A8B7Q0H1,UPAR/Ly6 domain-containing protein,Hipposideros armiger (Great Himalayan leaf-nosed bat),340,146,340,,InterPro:IPR038773
A0A8B8RKW9,UPAR/Ly6 domain-containing protein,Camelus ferus (Wild bactrian camel),205,11,205,,InterPro:IPR038773
A0A8B8YQH3,UPAR/Ly6 domain-containing protein,Balaenoptera musculus (Blue whale),150,23,134,,InterPro:IPR038773
A0A8C0AD38,UPAR/Ly6 domain-containing protein,Bos mutus grunniens (Wild yak),202,1,195,,InterPro:IPR038773
A0A8C0DMQ4,UPAR/Ly6 domain-containing protein,Balaenoptera musculus (Blue whale),218,23,217,,InterPro:IPR038773
A0A8C0G0D2,Uncharacterized protein,Chelonoidis abingdonii (Abingdon island giant tortoise),186,32,127,,InterPro:IPR038773
A0A8C0L7M7,UPAR/Ly6 domain-containing protein,Canis lupus dingo (dingo),198,1,198,,InterPro:IPR038773
A0A8C0MAF0,UPAR/Ly6 domain-containing protein,Canis lupus familiaris (Dog),200,1,194,,InterPro:IPR038773
A0A8C0WHJ7,UPAR/Ly6 domain-containing protein,Castor canadensis (American beaver),183,1,183,,InterPro:IPR038773
A0A8C2RT18,UPAR/Ly6 domain-containing protein,Capra hircus (Goat),241,64,241,,InterPro:IPR038773
A0A8C2VU30,UPAR/Ly6 domain-containing protein,Chinchilla lanigera (Long-tailed chinchilla),219,22,218,,InterPro:IPR038773
A0A8C3W0G1,UPAR/Ly6 domain-containing protein,Catagonus wagneri (Chacoan peccary),201,1,194,,InterPro:IPR038773
A0A8C4PR73,Casein kinase II subunit beta,Equus asinus asinus,299,123,299,,InterPro:IPR038773
A0A8C5VFJ4,UPAR/Ly6 domain-containing protein,Microcebus murinus (Gray mouse lemur),201,2,194,,InterPro:IPR038773
A0A8C5Z7X2,UPAR/Ly6 domain-containing protein,Marmota marmota marmota (Alpine marmot),195,1,195,,InterPro:IPR038773
A0A8C6BKD1,UPAR/Ly6 domain-containing protein,Monodon monoceros (Narwhal),202,1,195,,InterPro:IPR038773
A0A8C6DW77,UPAR/Ly6 domain-containing protein,Moschus moschiferus (Siberian musk deer),218,23,218,,InterPro:IPR038773
A0A8C6GIG4,UPAR/Ly6 domain-containing protein,Mus spicilegus (Steppe mouse),250,57,250,,InterPro:IPR038773
A0A8C6QX30,UPAR/Ly6 domain-containing protein,Nannospalax galili (Northern Israeli blind subterranean mole rat),195,1,195,,InterPro:IPR038773
A0A8C7BE03,UPAR/Ly6 domain-containing protein,Neovison vison (American mink),201,1,201,,InterPro:IPR038773
A0A8C8WXK0,UPAR/Ly6 domain-containing protein,Panthera leo (Lion),201,1,194,,InterPro:IPR038773
A0A8C9A8A4,Casein kinase II subunit beta,Prolemur simus (Greater bamboo lemur),298,123,297,,InterPro:IPR038773
A0A8C9ACI9,UPAR/Ly6 domain-containing protein,Prolemur simus (Greater bamboo lemur),213,21,212,,InterPro:IPR038773
A0A8C9EGB8,UPAR/Ly6 domain-containing protein,Phocoena sinus (Vaquita),202,1,195,,InterPro:IPR038773
A0A8C9INN9,UPAR/Ly6 domain-containing protein,Piliocolobus tephrosceles (Ugandan red Colobus),201,1,194,,InterPro:IPR038773
A0A8C9M807,UPAR/Ly6 domain-containing protein,Panthera tigris altaica (Siberian tiger),216,22,216,,InterPro:IPR038773
A0A8C9PEY5,UPAR/Ly6 domain-containing protein,Spermophilus dauricus (Daurian ground squirrel),195,1,195,,InterPro:IPR038773
A0A8D0YWC4,UPAR/Ly6 domain-containing protein,Sus scrofa (Pig),202,3,195,,InterPro:IPR038773
A0A8D2BNL4,Casein kinase II subunit beta,Sus scrofa (Pig),298,123,298,,InterPro:IPR038773
A0A8D2DHJ0,UPAR/Ly6 domain-containing protein,Sciurus vulgaris (Eurasian red squirrel),201,1,194,,InterPro:IPR038773
A0A8D2GLM1,UPAR/Ly6 domain-containing protein,Theropithecus gelada (Gelada baboon),200,1,193,,InterPro:IPR038773
A0A8D2II07,UPAR/Ly6 domain-containing protein,Urocitellus parryii (Arctic ground squirrel),195,1,195,,InterPro:IPR038773
A0A8I3NDT8,UPAR/Ly6 domain-containing protein,Canis lupus familiaris (Dog),145,1,139,,InterPro:IPR038773
A0A8I3NJX2,UPAR/Ly6 domain-containing protein,Canis lupus familiaris (Dog),217,23,217,,InterPro:IPR038773
A0A8J6DHC9,Casein kinase II subunit beta,Galemys pyrenaicus (Iberian desman),443,251,443,,InterPro:IPR038773
A0A8P0N3T0,UPAR/Ly6 domain-containing protein,Canis lupus familiaris (Dog),217,23,217,,InterPro:IPR038773
A0A8P0TTE2,UPAR/Ly6 domain-containing protein,Canis lupus familiaris (Dog),145,1,139,,InterPro:IPR038773
A0A8U0NG55,UPAR/Ly6 domain-containing protein,Mustela putorius furo (European domestic ferret),223,23,223,,InterPro:IPR038773
A0A9B0X1H0,UPAR/Ly6 domain-containing protein,Chrysochloris asiatica (Cape golden mole),209,1,192,,InterPro:IPR038773
A0A9J7HAX0,Lymphocyte antigen 6 complex locus protein G5b,Cricetulus griseus (Chinese hamster),185,34,166,,InterPro:IPR038773
A0A9L0JBW9,UPAR/Ly6 domain-containing protein,Equus asinus (Donkey),196,1,196,,InterPro:IPR038773
A0A9L0S8V2,Casein kinase II subunit beta,Equus caballus (Horse),299,123,299,,InterPro:IPR038773
A0A9L0SFK4,UPAR/Ly6 domain-containing protein,Equus caballus (Horse),202,24,202,,InterPro:IPR038773
A0A9V1F2U1,UPAR/Ly6 domain-containing protein,Panthera pardus (Leopard),216,22,216,,InterPro:IPR038773
A0A9W3HMS0,UPAR/Ly6 domain-containing protein,Camelus bactrianus (Bactrian camel),205,11,205,,InterPro:IPR038773
A0AA40HAH7,UPAR/Ly6 domain-containing protein,Cnephaeus nilssonii (Northern bat),245,23,217,,InterPro:IPR038773
A0AA41SRL3,UPAR/Ly6 domain-containing protein,Sciurus carolinensis (Eastern gray squirrel),195,1,195,,InterPro:IPR038773
A0AAD4XYN7,Lymphocyte antigen 6 complex locus protein G5b,Ovis ammon polii,169,63,169,,InterPro:IPR038773
A0AAX6P9W6,UPAR/Ly6 domain-containing protein,Heterocephalus glaber (Naked mole rat),222,22,222,,InterPro:IPR038773
A0AB34HIH1,UPAR/Ly6 domain-containing protein,Eschrichtius robustus (California gray whale),218,23,217,,InterPro:IPR038773
A0ABB5UR29,Lymphocyte antigen 6 family member G5B,Sus scrofa (Pig),184,3,184,,InterPro:IPR038773
A6KTU0,UPAR/Ly6 domain-containing protein,Rattus norvegicus (Rat),139,1,139,,InterPro:IPR038773
B9TSR1,UPAR/Ly6 domain-containing protein,Sus scrofa (Pig),166,1,166,,InterPro:IPR038773
E1BBA8,UPAR/Ly6 domain-containing protein,Bos taurus (Bovine),216,21,216,,InterPro:IPR038773
F6U5M8,Casein kinase II subunit beta,Equus caballus (Horse),311,117,311,,InterPro:IPR038773
F7BB46,Casein kinase II subunit beta,Macaca mulatta (Rhesus macaque),298,123,296,,InterPro:IPR038773
F7I0R6,UPAR/Ly6 domain-containing protein,Callithrix jacchus (White-tufted-ear marmoset),200,1,194,,InterPro:IPR038773
G1Q4G7,UPAR/Ly6 domain-containing protein,Myotis lucifugus (Little brown bat),195,1,195,,InterPro:IPR038773
G1Q5C8,UPAR/Ly6 domain-containing protein,Myotis lucifugus (Little brown bat),149,54,149,,InterPro:IPR038773
G1QB29,UPAR/Ly6 domain-containing protein,Myotis lucifugus (Little brown bat),127,19,127,,InterPro:IPR038773
G1R2X3,UPAR/Ly6 domain-containing protein,Nomascus leucogenys (Northern white-cheeked gibbon),186,1,185,,InterPro:IPR038773
G3RQ30,Casein kinase II subunit beta,Gorilla gorilla gorilla (Western lowland gorilla),298,123,297,,InterPro:IPR038773
G3RQY9,UPAR/Ly6 domain-containing protein,Gorilla gorilla gorilla (Western lowland gorilla),200,1,194,,InterPro:IPR038773
G3UFM9,UPAR/Ly6 domain-containing protein,Loxodonta africana (African elephant),194,1,194,,InterPro:IPR038773
G5C3F3,Lymphocyte antigen 6 complex locus protein G5b,Heterocephalus glaber (Naked mole rat),175,63,175,,InterPro:IPR038773
G7MRJ3,UPAR/Ly6 domain-containing protein,Macaca mulatta (Rhesus macaque),195,1,193,,InterPro:IPR038773
G7P4Q3,UPAR/Ly6 domain-containing protein,Macaca fascicularis (Crab-eating macaque),195,1,193,,InterPro:IPR038773
G9K904,UPAR/Ly6 domain-containing protein,Mustela putorius furo (European domestic ferret),200,4,200,,InterPro:IPR038773
H0Y1Q9,UPAR/Ly6 domain-containing protein,Otolemur garnettii (Small-eared galago),195,1,194,,InterPro:IPR038773
H0Y6P8,UPAR/Ly6 domain-containing protein,Homo sapiens (Human),212,13,205,,InterPro:IPR038773
H2R7H1,UPAR/Ly6 domain-containing protein,Pan troglodytes (Chimpanzee),200,1,194,,InterPro:IPR038773
L5L5D5,UPAR/Ly6 domain-containing protein,Pteropus alecto (Black flying fox),195,1,195,,InterPro:IPR038773
L5LBY0,UPAR/Ly6 domain-containing protein,Myotis davidii (David's myotis),205,1,205,,InterPro:IPR038773
L8I269,UPAR/Ly6 domain-containing protein,Bos mutus (wild yak),196,1,196,,InterPro:IPR038773
L9KG17,UPAR/Ly6 domain-containing protein,Tupaia chinensis (Chinese tree shrew),195,1,195,,InterPro:IPR038773
M3X815,UPAR/Ly6 domain-containing protein,Felis catus (Cat),216,22,216,,InterPro:IPR038773
N0E452,Chimera Csnk2b-Ly6g5b splicing isoform 368,Bos taurus (Bovine),110,4,110,,InterPro:IPR038773
N0E472,Casein kinase II subunit beta,Homo sapiens (Human),304,123,297,,InterPro:IPR038773
N0E484,Lymphocyte antigen-6 G5B splicing isoform 219,Sus scrofa (Pig),73,3,64,,InterPro:IPR038773
N0E4A8,Casein kinase II subunit beta,Bos taurus (Bovine),233,57,233,,InterPro:IPR038773
N0E630,Casein kinase II subunit beta,Bos taurus (Bovine),229,75,229,,InterPro:IPR038773
N0E641,UPAR/Ly6 domain-containing protein,Homo sapiens (Human),201,1,194,,InterPro:IPR038773
N0E642,UPAR/Ly6 domain-containing protein,Rattus norvegicus (Rat),194,1,194,,InterPro:IPR038773
N0E6I5,UPAR/Ly6 domain-containing protein,Rattus norvegicus (Rat),151,19,151,,InterPro:IPR038773
N0E6I7,UPAR/Ly6 domain-containing protein,Mus musculus (Mouse),194,1,194,,InterPro:IPR038773
N0E6I9,Lymphocyte antigen-6 G5B splicing isoform 288,Homo sapiens (Human),67,9,60,,InterPro:IPR038773
N0E6J7,Lymphocyte antigen-6 G5B splicing isoform 178,Bos taurus (Bovine),45,9,45,,InterPro:IPR038773
Q6MG53,Lymphocyte antigen 6 complex locus protein G5b,Rattus norvegicus (Rat),194,1,194,,InterPro:IPR038773
Q8K1T4,Lymphocyte antigen 6 complex locus protein G5b,Mus musculus (Mouse),194,1,194,,InterPro:IPR038773
Q8NDX9,Lymphocyte antigen 6 complex locus protein G5b,Homo sapiens (Human),201,1,194,,InterPro:IPR038773
S7P176,UPAR/Ly6 domain-containing protein,Myotis brandtii (Brandt's bat),195,1,195,,InterPro:IPR038773
U3FFR1,UPAR/Ly6 domain-containing protein,Callithrix jacchus (White-tufted-ear marmoset),195,1,194,,InterPro:IPR038773
U6DH15,UPAR/Ly6 domain-containing protein,Neovison vison (American mink),146,8,146,,InterPro:IPR038773
W5P9S9,UPAR/Ly6 domain-containing protein,Ovis aries (Sheep),196,1,196,,InterPro:IPR038773
