protein_id,protein_name,organism,sequence_length,domain_start,domain_end,domain_score,signature_name
A0A286XL11,Lymphocyte antigen 6H,Cavia porcellus (Guinea pig),149,1,139,,InterPro:IPR051445
A0A287BFQ5,Lymphocyte antigen 6H,Sus scrofa (Pig),160,19,160,,InterPro:IPR051445
A0A2I2Y2E4,Lymphocyte antigen 6H,Gorilla gorilla gorilla (Western lowland gorilla),206,65,206,,InterPro:IPR051445
A0A2I3HLI7,UPAR/Ly6 domain-containing protein,Nomascus leucogenys (Northern white-cheeked gibbon),138,1,138,,InterPro:IPR051445
A0A2I3LZX1,Lymphocyte antigen 6H,Papio anubis (Olive baboon),161,20,161,,InterPro:IPR051445
A0A2I3S7S9,UPAR/Ly6 domain-containing protein,Pan troglodytes (Chimpanzee),138,1,138,,InterPro:IPR051445
A0A2J8LFM8,Lymphocyte antigen 6H,Pan troglodytes (Chimpanzee),140,1,140,,InterPro:IPR051445
A0A2J8R6X0,Lymphocyte antigen 6H,Pongo abelii (Sumatran orangutan),161,20,161,,InterPro:IPR051445
A0A2J8R6X9,Lymphocyte antigen 6H,Pongo abelii (Sumatran orangutan),140,1,140,,InterPro:IPR051445
A0A2J8R6Z1,UPAR/Ly6 domain-containing protein,Pongo abelii (Sumatran orangutan),138,1,138,,InterPro:IPR051445
A0A2K5DPA7,UPAR/Ly6 domain-containing protein,Aotus nancymaae (Ma's night monkey),114,2,114,,InterPro:IPR051445
A0A2K5DSV2,Lymphocyte antigen 6H,Aotus nancymaae (Ma's night monkey),140,1,140,,InterPro:IPR051445
A0A2K5DSV7,Lymphocyte antigen 6H,Aotus nancymaae (Ma's night monkey),161,20,161,,InterPro:IPR051445
A0A2K5I8T8,Lymphocyte antigen 6H,Colobus angolensis palliatus (Peters' Angolan colobus),162,21,162,,InterPro:IPR051445
A0A2K5I8Y8,Lymphocyte antigen 6H,Colobus angolensis palliatus (Peters' Angolan colobus),160,19,160,,InterPro:IPR051445
A0A2K5IV73,UPAR/Ly6 domain-containing protein,Colobus angolensis palliatus (Peters' Angolan colobus),138,1,138,,InterPro:IPR051445
A0A2K5LHS8,Lymphocyte antigen 6H,Cercocebus atys (Sooty mangabey),162,21,162,,InterPro:IPR051445
A0A2K5LHZ2,Lymphocyte antigen 6H,Cercocebus atys (Sooty mangabey),161,20,161,,InterPro:IPR051445
A0A2K5N6U5,UPAR/Ly6 domain-containing protein,Cercocebus atys (Sooty mangabey),138,1,138,,InterPro:IPR051445
A0A2K5PC97,UPAR/Ly6 domain-containing protein,Cebus imitator (Panamanian white-faced capuchin),139,1,139,,InterPro:IPR051445
A0A2K5RGC6,Lymphocyte antigen 6H,Cebus imitator (Panamanian white-faced capuchin),140,1,140,,InterPro:IPR051445
A0A2K5WQ84,Lymphocyte antigen 6H,Macaca fascicularis (Crab-eating macaque),158,20,158,,InterPro:IPR051445
A0A2K6A670,Lymphocyte antigen 6H,Mandrillus leucophaeus (Drill),160,19,160,,InterPro:IPR051445
A0A2K6A677,Lymphocyte antigen 6H,Mandrillus leucophaeus (Drill),161,20,161,,InterPro:IPR051445
A0A2K6AE78,UPAR/Ly6 domain-containing protein,Mandrillus leucophaeus (Drill),138,1,138,,InterPro:IPR051445
A0A2K6BPP5,Lymphocyte antigen 6H,Macaca nemestrina (Pig-tailed macaque),161,20,161,,InterPro:IPR051445
A0A2K6CAX4,UPAR/Ly6 domain-containing protein,Macaca nemestrina (Pig-tailed macaque),138,1,138,,InterPro:IPR051445
A0A2K6EEV8,Lymphocyte antigen 6H,Propithecus coquereli (Coquerel's sifaka),140,1,140,,InterPro:IPR051445
A0A2K6EEX7,Lymphocyte antigen 6H,Propithecus coquereli (Coquerel's sifaka),161,21,161,,InterPro:IPR051445
A0A2K6GEK2,UPAR/Ly6 domain-containing protein,Propithecus coquereli (Coquerel's sifaka),138,3,138,,InterPro:IPR051445
A0A2K6L863,UPAR/Ly6 domain-containing protein,Rhinopithecus bieti (Black snub-nosed monkey),138,1,138,,InterPro:IPR051445
A0A2K6LIU7,Lymphocyte antigen 6H,Rhinopithecus bieti (Black snub-nosed monkey),161,20,161,,InterPro:IPR051445
A0A2K6NT10,Lymphocyte antigen 6H,Rhinopithecus roxellana (Golden snub-nosed monkey),161,20,161,,InterPro:IPR051445
A0A2K6PYJ9,UPAR/Ly6 domain-containing protein,Rhinopithecus roxellana (Golden snub-nosed monkey),138,1,138,,InterPro:IPR051445
A0A2K6SL67,Lymphocyte antigen 6H,Saimiri boliviensis boliviensis (Bolivian squirrel monkey),160,19,160,,InterPro:IPR051445
A0A2K6SL85,Lymphocyte antigen 6H,Saimiri boliviensis boliviensis (Bolivian squirrel monkey),140,1,140,,InterPro:IPR051445
A0A2K6TVK7,UPAR/Ly6 domain-containing protein,Saimiri boliviensis boliviensis (Bolivian squirrel monkey),103,30,103,,InterPro:IPR051445
A0A2R9AU83,UPAR/Ly6 domain-containing protein,Pan paniscus (Pygmy chimpanzee),138,1,138,,InterPro:IPR051445
A0A2R9CGW4,Lymphocyte antigen 6H,Pan paniscus (Pygmy chimpanzee),166,25,166,,InterPro:IPR051445
A0A2R9CQV7,Lymphocyte antigen 6H,Pan paniscus (Pygmy chimpanzee),161,20,161,,InterPro:IPR051445
A0A2U3VYV4,Lymphocyte antigen 6H,Odobenus rosmarus divergens (Pacific walrus),140,1,140,,InterPro:IPR051445
A0A2U3YYD6,Lymphocyte antigen 6H,Leptonychotes weddellii (Weddell seal),140,1,140,,InterPro:IPR051445
A0A2Y9E590,Lymphocyte antigen 6H,Trichechus manatus latirostris (Florida manatee),140,1,140,,InterPro:IPR051445
A0A2Y9E5R9,UPAR/Ly6 domain-containing protein,Trichechus manatus latirostris (Florida manatee),157,32,156,,InterPro:IPR051445
A0A2Y9GYG6,Lymphocyte antigen 6H,Neomonachus schauinslandi (Hawaiian monk seal),140,1,140,,InterPro:IPR051445
A0A2Y9JAM8,UPAR/Ly6 domain-containing protein,Enhydra lutris kenyoni (northern sea otter),141,1,141,,InterPro:IPR051445
A0A2Y9JC76,Lymphocyte antigen 6H,Enhydra lutris kenyoni (northern sea otter),140,2,140,,InterPro:IPR051445
A0A2Y9LR57,Lymphocyte antigen 6H,Delphinapterus leucas (Beluga whale),285,144,285,,InterPro:IPR051445
A0A2Y9LVV1,Lymphocyte antigen 6H,Delphinapterus leucas (Beluga whale),161,20,161,,InterPro:IPR051445
A0A2Y9M1C4,Lymphocyte antigen 6H,Delphinapterus leucas (Beluga whale),140,1,140,,InterPro:IPR051445
A0A2Y9RUW6,UPAR/Ly6 domain-containing protein,Trichechus manatus latirostris (Florida manatee),214,136,199,,InterPro:IPR051445
A0A2Y9T4G6,Lymphocyte antigen 6H,Physeter macrocephalus (Sperm whale),140,1,140,,InterPro:IPR051445
A0A337SU40,UPAR/Ly6 domain-containing protein,Felis catus (Cat),131,2,131,,InterPro:IPR051445
A0A340XWN8,Lymphocyte antigen 6H,Lipotes vexillifer (Yangtze river dolphin),140,1,140,,InterPro:IPR051445
A0A341B2L7,Lymphocyte antigen 6H,Neophocaena asiaeorientalis asiaeorientalis (Yangtze finless porpoise),140,1,140,,InterPro:IPR051445
A0A383YVM6,Lymphocyte antigen 6H,Balaenoptera acutorostrata scammoni (North Pacific minke whale),161,20,161,,InterPro:IPR051445
A0A383YW71,Lymphocyte antigen 6H,Balaenoptera acutorostrata scammoni (North Pacific minke whale),140,1,140,,InterPro:IPR051445
A0A384BJL5,Lymphocyte antigen 6H,Ursus maritimus (Polar bear),126,3,126,,InterPro:IPR051445
A0A384DMP5,UPAR/Ly6 domain-containing protein,Ursus maritimus (Polar bear),138,2,138,,InterPro:IPR051445
A0A384DMP9,UPAR/Ly6 domain-containing protein,Ursus maritimus (Polar bear),157,18,156,,InterPro:IPR051445
A0A3Q2HN43,Lymphocyte antigen 6H,Equus caballus (Horse),260,119,260,,InterPro:IPR051445
A0A3Q2KQR9,Lymphocyte antigen 6H,Equus caballus (Horse),270,129,270,,InterPro:IPR051445
A0A3Q7NZ84,UPAR/Ly6 domain-containing protein,Callorhinus ursinus (Northern fur seal),137,1,137,,InterPro:IPR051445
A0A3Q7P7S8,Lymphocyte antigen 6H,Callorhinus ursinus (Northern fur seal),254,113,254,,InterPro:IPR051445
A0A3Q7RBU9,Lymphocyte antigen 6H,Vulpes vulpes (Red fox),206,79,206,,InterPro:IPR051445
A0A3Q7SMW4,UPAR/Ly6 domain-containing protein,Vulpes vulpes (Red fox),140,6,140,,InterPro:IPR051445
A0A452CQ28,UPAR/Ly6 domain-containing protein,Balaenoptera acutorostrata scammoni (North Pacific minke whale),169,36,169,,InterPro:IPR051445
A0A452ETU0,Lymphocyte antigen 6H,Capra hircus (Goat),140,1,140,,InterPro:IPR051445
A0A452SJ92,Lymphocyte antigen 6H,Ursus americanus (American black bear),213,85,213,,InterPro:IPR051445
A0A452SJ95,Lymphocyte antigen 6H,Ursus americanus (American black bear),140,1,140,,InterPro:IPR051445
A0A484GQR5,Lymphocyte antigen 6H,Sousa chinensis (Indo-pacific humpbacked dolphin),148,21,148,,InterPro:IPR051445
A0A485MYW5,UPAR/Ly6 domain-containing protein,Lynx pardinus (Iberian lynx),136,2,136,,InterPro:IPR051445
A0A485N0B6,Lymphocyte antigen 6H,Lynx pardinus (Iberian lynx),182,41,182,,InterPro:IPR051445
A0A485N0I0,UPAR/Ly6 domain-containing protein,Lynx pardinus (Iberian lynx),255,111,255,,InterPro:IPR051445
A0A4U1F4L5,Lymphocyte antigen 6H,Monodon monoceros (Narwhal),267,126,267,,InterPro:IPR051445
A0A4U1F4P4,UPAR/Ly6 domain-containing protein,Monodon monoceros (Narwhal),144,16,144,,InterPro:IPR051445
A0A4W2DW44,UPAR/Ly6 domain-containing protein,Bos indicus x Bos taurus (Hybrid cattle),138,2,138,,InterPro:IPR051445
A0A4W2E290,UPAR/Ly6 domain-containing protein,Bos indicus x Bos taurus (Hybrid cattle),146,1,105,,InterPro:IPR051445
A0A4W2F567,Lymphocyte antigen 6H,Bos indicus x Bos taurus (Hybrid cattle),140,1,140,,InterPro:IPR051445
A0A4W2F6S0,UPAR/Ly6 domain-containing protein,Bos indicus x Bos taurus (Hybrid cattle),138,2,138,,InterPro:IPR051445
A0A4X1UV07,UPAR/Ly6 domain-containing protein,Sus scrofa (Pig),130,3,129,,InterPro:IPR051445
A0A4X1UWX6,Lymphocyte antigen 6 family member H,Sus scrofa (Pig),235,146,235,,InterPro:IPR051445
A0A4X1UWZ1,UPAR/Ly6 domain-containing protein,Sus scrofa (Pig),137,3,136,,InterPro:IPR051445
A0A5F5PF29,UPAR/Ly6 domain-containing protein,Equus caballus (Horse),137,1,137,,InterPro:IPR051445
A0A5F5XZ26,UPAR/Ly6 domain-containing protein,Felis catus (Cat),142,1,142,,InterPro:IPR051445
A0A5F8A8V3,UPAR/Ly6 domain-containing protein,Macaca mulatta (Rhesus macaque),138,1,138,,InterPro:IPR051445
A0A5F8GC22,UPAR/Ly6 domain-containing protein,Monodelphis domestica (Gray short-tailed opossum),137,2,137,,InterPro:IPR051445
A0A5G2QVJ9,Lymphocyte antigen 6 family member L,Sus scrofa (Pig),138,3,137,,InterPro:IPR051445
A0A5N3WBZ9,Lymphocyte antigen 6H,Muntiacus muntjak (Barking deer),160,19,160,,InterPro:IPR051445
A0A5N3WFD2,UPAR/Ly6 domain-containing protein,Muntiacus muntjak (Barking deer),124,7,124,,InterPro:IPR051445
A0A5N3XBR1,Lymphocyte antigen 6H,Muntiacus reevesi (Reeves' muntjac),140,1,140,,InterPro:IPR051445
A0A5N3XER8,UPAR/Ly6 domain-containing protein,Muntiacus reevesi (Reeves' muntjac),124,7,124,,InterPro:IPR051445
A0A5N4CGH6,Lymphocyte antigen 6L,Camelus dromedarius (Dromedary),75,2,69,,InterPro:IPR051445
A0A5N4CGK7,Lymphocyte antigen 6H,Camelus dromedarius (Dromedary),140,1,140,,InterPro:IPR051445
A0A643BK53,UPAR/Ly6 domain-containing protein,Balaenoptera physalus (Fin whale),127,9,127,,InterPro:IPR051445
A0A667HS19,Lymphocyte antigen 6H,Lynx canadensis (Canada lynx),183,42,183,,InterPro:IPR051445
A0A667HSB7,Lymphocyte antigen 6H,Lynx canadensis (Canada lynx),140,2,140,,InterPro:IPR051445
A0A667HSE1,UPAR/Ly6 domain-containing protein,Lynx canadensis (Canada lynx),255,111,255,,InterPro:IPR051445
A0A667IVM2,UPAR/Ly6 domain-containing protein,Lynx canadensis (Canada lynx),131,2,131,,InterPro:IPR051445
A0A668H4Q1,UPAR/Ly6 domain-containing protein,Mus musculus (Mouse),111,1,110,,InterPro:IPR051445
A0A671FB30,UPAR/Ly6 domain-containing protein,Rhinolophus ferrumequinum (Greater horseshoe bat),138,1,138,,InterPro:IPR051445
A0A671FGE7,Lymphocyte antigen 6H,Rhinolophus ferrumequinum (Greater horseshoe bat),140,1,140,,InterPro:IPR051445
A0A673UJS8,UPAR/Ly6 domain-containing protein,Suricata suricatta (Meerkat),142,17,142,,InterPro:IPR051445
A0A673UL26,Lymphocyte antigen 6H,Suricata suricatta (Meerkat),160,19,160,,InterPro:IPR051445
A0A6A1Q7Y6,Lymphocyte antigen 6H,Balaenoptera physalus (Fin whale),140,50,140,,InterPro:IPR051445
A0A6B0RXY2,Lymphocyte antigen 6H,Bos mutus (wild yak),135,1,135,,InterPro:IPR051445
A0A6D2XM45,Lymphocyte antigen 6H,Pan troglodytes (Chimpanzee),161,20,161,,InterPro:IPR051445
A0A6D2Y6F6,UPAR/Ly6 domain-containing protein,Pan troglodytes (Chimpanzee),138,1,138,,InterPro:IPR051445
A0A6G1B5E2,Lymphocyte antigen 6H,Crocuta crocuta (Spotted hyena),128,1,128,,InterPro:IPR051445
A0A6I9LWI1,Lymphocyte antigen 6H,Peromyscus maniculatus bairdii (Prairie deer mouse),140,1,140,,InterPro:IPR051445
A0A6I9LWR2,UPAR/Ly6 domain-containing protein,Peromyscus maniculatus bairdii (Prairie deer mouse),139,1,139,,InterPro:IPR051445
A0A6I9M4A3,Lymphocyte antigen 6H,Peromyscus maniculatus bairdii (Prairie deer mouse),161,21,161,,InterPro:IPR051445
A0A6I9M8A5,UPAR/Ly6 domain-containing protein,Peromyscus maniculatus bairdii (Prairie deer mouse),141,2,141,,InterPro:IPR051445
A0A6J0AQV8,Lymphocyte antigen 6H,Vicugna pacos (Alpaca),210,76,210,,InterPro:IPR051445
A0A6J0E4J5,Lymphocyte antigen 6H,Peromyscus maniculatus bairdii (Prairie deer mouse),166,21,166,,InterPro:IPR051445
A0A6J0E814,Lymphocyte antigen 6H,Peromyscus maniculatus bairdii (Prairie deer mouse),145,1,145,,InterPro:IPR051445
A0A6J0WG75,Lymphocyte antigen 6H,Odocoileus virginianus texanus,140,1,140,,InterPro:IPR051445
A0A6J0WIK8,Lymphocyte antigen 6H,Odocoileus virginianus texanus,161,20,161,,InterPro:IPR051445
A0A6J1ZPU6,Lymphocyte antigen 6H,Acinonyx jubatus (Cheetah),140,2,140,,InterPro:IPR051445
A0A6J1ZQ58,UPAR/Ly6 domain-containing protein,Acinonyx jubatus (Cheetah),142,1,142,,InterPro:IPR051445
A0A6J1ZSF3,Lymphocyte antigen 6L isoform X1,Acinonyx jubatus (Cheetah),178,2,70,,InterPro:IPR051445
A0A6J1ZTQ5,UPAR/Ly6 domain-containing protein,Acinonyx jubatus (Cheetah),136,2,136,,InterPro:IPR051445
A0A6J2BHG1,UPAR/Ly6 domain-containing protein,Zalophus californianus (California sealion),137,1,137,,InterPro:IPR051445
A0A6J2C9V8,Lymphocyte antigen 6H,Zalophus californianus (California sealion),140,1,140,,InterPro:IPR051445
A0A6J2F7W0,UPAR/Ly6 domain-containing protein,Zalophus californianus (California sealion),196,30,194,,InterPro:IPR051445
A0A6J2NAT3,UPAR/Ly6 domain-containing protein,Phyllostomus discolor (pale spear-nosed bat),150,1,150,,InterPro:IPR051445
A0A6J2NCS1,UPAR/Ly6 domain-containing protein,Phyllostomus discolor (pale spear-nosed bat),150,1,150,,InterPro:IPR051445
A0A6J2NHN2,UPAR/Ly6 domain-containing protein,Phyllostomus discolor (pale spear-nosed bat),150,1,150,,InterPro:IPR051445
A0A6J2NI95,UPAR/Ly6 domain-containing protein,Phyllostomus discolor (pale spear-nosed bat),150,1,150,,InterPro:IPR051445
A0A6J3BLR5,UPAR/Ly6 domain-containing protein,Vicugna pacos (Alpaca),138,2,138,,InterPro:IPR051445
A0A6J3FY28,UPAR/Ly6 domain-containing protein,Sapajus apella (Brown-capped capuchin),146,7,146,,InterPro:IPR051445
A0A6J3FY82,Lymphocyte antigen 6H,Sapajus apella (Brown-capped capuchin),140,1,140,,InterPro:IPR051445
A0A6J3FZJ0,UPAR/Ly6 domain-containing protein,Sapajus apella (Brown-capped capuchin),141,1,139,,InterPro:IPR051445
A0A6J3FZR5,Lymphocyte antigen 6H,Sapajus apella (Brown-capped capuchin),161,20,161,,InterPro:IPR051445
A0A6J3G561,UPAR/Ly6 domain-containing protein,Sapajus apella (Brown-capped capuchin),255,113,255,,InterPro:IPR051445
A0A6J3Q990,UPAR/Ly6 domain-containing protein,Tursiops truncatus (Atlantic bottle-nosed dolphin),138,10,138,,InterPro:IPR051445
A0A6J3QAA6,Lymphocyte antigen 6H,Tursiops truncatus (Atlantic bottle-nosed dolphin),140,1,140,,InterPro:IPR051445
A0A6P3FJN0,UPAR/Ly6 domain-containing protein,Octodon degus (Degu),139,3,138,,InterPro:IPR051445
A0A6P3H7F7,Lymphocyte antigen 6H,Bison bison bison (North American plains bison),140,1,140,,InterPro:IPR051445
A0A6P3RFG7,Lymphocyte antigen 6H,Pteropus vampyrus (Large flying fox),140,2,140,,InterPro:IPR051445
A0A6P3VCC4,UPAR/Ly6 domain-containing protein,Octodon degus (Degu),151,16,151,,InterPro:IPR051445
A0A6P5CT57,UPAR/Ly6 domain-containing protein,Bos indicus (Zebu),138,2,138,,InterPro:IPR051445
A0A6P5CU65,Lymphocyte antigen 6H,Bos indicus (Zebu),140,1,140,,InterPro:IPR051445
A0A6P5KXK3,UPAR/Ly6 domain-containing protein,Phascolarctos cinereus (Koala),138,3,135,,InterPro:IPR051445
A0A6P5L1I1,UPAR/Ly6 domain-containing protein,Phascolarctos cinereus (Koala),127,1,126,,InterPro:IPR051445
A0A6P5P5W3,UPAR/Ly6 domain-containing protein,Mus caroli (Ryukyu mouse),113,2,112,,InterPro:IPR051445
A0A6P5P7U0,UPAR/Ly6 domain-containing protein,Mus caroli (Ryukyu mouse),140,2,140,,InterPro:IPR051445
A0A6P5P9V9,UPAR/Ly6 domain-containing protein,Mus caroli (Ryukyu mouse),140,1,140,,InterPro:IPR051445
A0A6P5PDE4,UPAR/Ly6 domain-containing protein,Mus caroli (Ryukyu mouse),140,2,140,,InterPro:IPR051445
A0A6P5QWT9,UPAR/Ly6 domain-containing protein,Mus caroli (Ryukyu mouse),134,2,134,,InterPro:IPR051445
A0A6P5QXH6,UPAR/Ly6 domain-containing protein,Mus caroli (Ryukyu mouse),81,2,67,,InterPro:IPR051445
A0A6P5R562,UPAR/Ly6 domain-containing protein,Mus caroli (Ryukyu mouse),134,3,134,,InterPro:IPR051445
A0A6P5R5A5,UPAR/Ly6 domain-containing protein,Mus caroli (Ryukyu mouse),134,3,133,,InterPro:IPR051445
A0A6P5R5I0,Lymphocyte antigen 6H,Mus caroli (Ryukyu mouse),160,20,160,,InterPro:IPR051445
A0A6P6BM13,UPAR/Ly6 domain-containing protein,Pteropus vampyrus (Large flying fox),128,2,128,,InterPro:IPR051445
A0A6P6HSF0,Lymphocyte antigen 6H,Puma concolor (Mountain lion),219,78,219,,InterPro:IPR051445
A0A6P6HSN2,UPAR/Ly6 domain-containing protein,Puma concolor (Mountain lion),136,2,136,,InterPro:IPR051445
A0A6P6HTI3,UPAR/Ly6 domain-containing protein,Puma concolor (Mountain lion),241,118,241,,InterPro:IPR051445
A0A6P7QH45,UPAR/Ly6 domain-containing protein,Mus caroli (Ryukyu mouse),134,2,134,,InterPro:IPR051445
A0A6P7QH69,Lymphocyte antigen 6H,Mus caroli (Ryukyu mouse),139,1,139,,InterPro:IPR051445
A0A6P7QJG9,UPAR/Ly6 domain-containing protein,Mus caroli (Ryukyu mouse),134,2,134,,InterPro:IPR051445
A0A6P7QVU8,UPAR/Ly6 domain-containing protein,Mus caroli (Ryukyu mouse),134,2,134,,InterPro:IPR051445
A0A7E6E7W0,Lymphocyte antigen 6H,Phyllostomus discolor (pale spear-nosed bat),140,2,140,,InterPro:IPR051445
A0A7E6E8E8,UPAR/Ly6 domain-containing protein,Phyllostomus discolor (pale spear-nosed bat),152,36,151,,InterPro:IPR051445
A0A7F8PWD7,UPAR/Ly6 domain-containing protein,Leptonychotes weddellii (Weddell seal),137,1,137,,InterPro:IPR051445
A0A7F8Q4Y3,UPAR/Ly6 domain-containing protein,Leptonychotes weddellii (Weddell seal),136,1,134,,InterPro:IPR051445
A0A7J7F9L7,UPAR/Ly6 domain-containing protein,Diceros bicornis minor (South-central black rhinoceros),235,97,235,,InterPro:IPR051445
A0A7J7F9P4,Lymphocyte antigen 6H,Diceros bicornis minor (South-central black rhinoceros),154,1,154,,InterPro:IPR051445
A0A7J7F9T1,Uncharacterized protein,Diceros bicornis minor (South-central black rhinoceros),122,46,122,,InterPro:IPR051445
A0A7J7TIY3,Lymphocyte antigen 6H,Myotis myotis (Greater mouse-eared bat),140,1,140,,InterPro:IPR051445
A0A7J7TJD2,UPAR/Ly6 domain-containing protein,Myotis myotis (Greater mouse-eared bat),147,16,143,,InterPro:IPR051445
A0A7J7TJV8,UPAR/Ly6 domain-containing protein,Myotis myotis (Greater mouse-eared bat),152,37,152,,InterPro:IPR051445
A0A7J7VE36,Lymphocyte antigen 6H,Rhinolophus ferrumequinum (Greater horseshoe bat),220,79,220,,InterPro:IPR051445
A0A7J7VE40,UPAR/Ly6 domain-containing protein,Rhinolophus ferrumequinum (Greater horseshoe bat),139,1,139,,InterPro:IPR051445
A0A7J7VE92,Lymphocyte antigen 6H,Rhinolophus ferrumequinum (Greater horseshoe bat),161,20,161,,InterPro:IPR051445
A0A7J7VE96,Lymphocyte antigen 6H,Rhinolophus ferrumequinum (Greater horseshoe bat),227,100,227,,InterPro:IPR051445
A0A7J7VMK2,Lymphocyte antigen 6H,Pipistrellus kuhlii (Kuhl's pipistrelle),140,1,140,,InterPro:IPR051445
A0A7J7VN73,UPAR/Ly6 domain-containing protein,Pipistrellus kuhlii (Kuhl's pipistrelle),142,25,141,,InterPro:IPR051445
A0A7J8BAF3,UPAR/Ly6 domain-containing protein,Molossus molossus (Pallas' mastiff bat),168,20,168,,InterPro:IPR051445
A0A7J8BAJ1,Lymphocyte antigen 6 family member G6E,Molossus molossus (Pallas' mastiff bat),141,1,141,,InterPro:IPR051445
A0A7J8BAV1,UPAR/Ly6 domain-containing protein,Molossus molossus (Pallas' mastiff bat),141,1,141,,InterPro:IPR051445
A0A7J8BAY1,UPAR/Ly6 domain-containing protein,Molossus molossus (Pallas' mastiff bat),121,45,121,,InterPro:IPR051445
A0A7J8BB03,UPAR/Ly6 domain-containing protein,Molossus molossus (Pallas' mastiff bat),122,24,122,,InterPro:IPR051445
A0A7J8BBF3,Lymphocyte antigen 6H,Molossus molossus (Pallas' mastiff bat),140,1,140,,InterPro:IPR051445
A0A7J8BBI1,UPAR/Ly6 domain-containing protein,Molossus molossus (Pallas' mastiff bat),152,1,152,,InterPro:IPR051445
A0A7J8BBL2,Lymphocyte antigen 6H,Molossus molossus (Pallas' mastiff bat),170,29,170,,InterPro:IPR051445
A0A7J8BBL3,Lymphocyte antigen 6H,Molossus molossus (Pallas' mastiff bat),161,20,161,,InterPro:IPR051445
A0A7J8C2X2,UPAR/Ly6 domain-containing protein,Rousettus aegyptiacus (Egyptian fruit bat),253,138,253,,InterPro:IPR051445
