protein_id,protein_name,tax_id,scientific_name,sequence_length,domain_start,domain_end,signature_name,interpro_domain_name
R4G2G7,3FTx-Fur-55,529697,Furina ornata,81,27,80,IPR003571,Snake three-finger toxin
R4G2G7,3FTx-Fur-55,529697,Furina ornata,81,12,81,IPR045860,Snake toxin-like superfamily
R4G2G7,3FTx-Fur-55,529697,Furina ornata,81,33,80,IPR054131,Snake toxin cobra-type
A0A8I3NQV0,UPAR/Ly6 domain-containing protein,9615,Canis lupus familiaris,156,28,122,IPR016054,Ly-6 antigen/uPA receptor-like
A0A8I3NQV0,UPAR/Ly6 domain-containing protein,9615,Canis lupus familiaris,156,25,111,IPR045860,Snake toxin-like superfamily
A0A8I3NQV0,UPAR/Ly6 domain-containing protein,9615,Canis lupus familiaris,156,1,156,IPR052874,Sperm-binding zona pellucida regulatory protein
M7BKM9,Uncharacterized protein,8469,Chelonia mydas,52,6,51,IPR045860,Snake toxin-like superfamily
A0A8C7B833,MAC-inhibitory protein,452646,Neovison vison,117,23,105,IPR016054,Ly-6 antigen/uPA receptor-like
A0A8C7B833,MAC-inhibitory protein,452646,Neovison vison,117,22,99,IPR045860,Snake toxin-like superfamily
A0A8C7B833,MAC-inhibitory protein,452646,Neovison vison,117,1,117,IPR056949,CD59 glycoprotein
A0A6P8U511,UPAR/Ly6 domain-containing protein,8218,Gymnodraco acuticeps,125,21,101,IPR016054,Ly-6 antigen/uPA receptor-like
A0A6P8U511,UPAR/Ly6 domain-containing protein,8218,Gymnodraco acuticeps,125,17,105,IPR045860,Snake toxin-like superfamily
A0A6P8U511,UPAR/Ly6 domain-containing protein,8218,Gymnodraco acuticeps,125,9,118,IPR046354,Sperm acrosome membrane-associated protein 4/Protein Bouncer
A0A3P7NE95,GS domain-containing protein,71465,Cylicostephanus goldi,184,2,181,IPR000333,"Ser/Thr protein kinase, TGFB receptor"
A0A3P7NE95,GS domain-containing protein,71465,Cylicostephanus goldi,184,123,153,IPR003605,GS domain
A0A3P7NE95,GS domain-containing protein,71465,Cylicostephanus goldi,184,142,181,IPR011009,Protein kinase-like domain superfamily
A0A3P7NE95,GS domain-containing protein,71465,Cylicostephanus goldi,184,159,180,IPR017441,"Protein kinase, ATP binding site"
A0A3P7NE95,GS domain-containing protein,71465,Cylicostephanus goldi,184,1,66,IPR045860,Snake toxin-like superfamily
A0A8C2GL96,MAC-inhibitory protein,7962,Cyprinus carpio,123,23,105,IPR016054,Ly-6 antigen/uPA receptor-like
A0A8C2GL96,MAC-inhibitory protein,7962,Cyprinus carpio,123,21,101,IPR045860,Snake toxin-like superfamily
A0A8C2GL96,MAC-inhibitory protein,7962,Cyprinus carpio,123,5,115,IPR056949,CD59 glycoprotein
T1JS24,Uncharacterized protein,32264,Tetranychus urticae,137,23,111,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
T1JS24,Uncharacterized protein,32264,Tetranychus urticae,137,21,113,IPR045860,Snake toxin-like superfamily
T1JS24,Uncharacterized protein,32264,Tetranychus urticae,137,4,131,IPR050975,Sleep homeostasis regulator
A0A6P7WSC1,UPAR/Ly6 domain-containing protein,1415580,Microcaecilia unicolor,123,21,102,IPR016054,Ly-6 antigen/uPA receptor-like
A0A6P7WSC1,UPAR/Ly6 domain-containing protein,1415580,Microcaecilia unicolor,123,21,91,IPR035076,Snake toxin/toxin-like
A0A6P7WSC1,UPAR/Ly6 domain-containing protein,1415580,Microcaecilia unicolor,123,12,91,IPR045860,Snake toxin-like superfamily
A0A6P7WSC1,UPAR/Ly6 domain-containing protein,1415580,Microcaecilia unicolor,123,1,112,IPR051110,Ly-6/neurotoxin-like and GPI-anchored
A0A182M2T4,Uncharacterized protein,139723,Anopheles culicifacies,143,26,120,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0A182M2T4,Uncharacterized protein,139723,Anopheles culicifacies,143,23,122,IPR045860,Snake toxin-like superfamily
A0A182M2T4,Uncharacterized protein,139723,Anopheles culicifacies,143,3,134,IPR050975,Sleep homeostasis regulator
A0AAJ7SKW6,LY6/PLAUR domain containing 1,7757,Petromyzon marinus,172,20,109,IPR045860,Snake toxin-like superfamily
A0A7R8CVB8,Protein quiver,72036,Lepeophtheirus salmonis,124,24,67,IPR018363,"CD59 antigen, conserved site"
A0A7R8CVB8,Protein quiver,72036,Lepeophtheirus salmonis,124,20,104,IPR045860,Snake toxin-like superfamily
A0A8B7AQ52,Lymphocyte antigen 6 complex locus protein G6d,1230840,Orycteropus afer afer,140,19,137,IPR026524,Lymphocyte antigen 6 complex locus protein G6d/G6f
A0A8B7AQ52,Lymphocyte antigen 6 complex locus protein G6d,1230840,Orycteropus afer afer,140,21,116,IPR045860,Snake toxin-like superfamily
A0A8K1G7I3,UPAR/Ly6 domain-containing protein,364589,Zosterops borbonicus,127,21,111,IPR016054,Ly-6 antigen/uPA receptor-like
A0A8K1G7I3,UPAR/Ly6 domain-containing protein,364589,Zosterops borbonicus,127,22,97,IPR035076,Snake toxin/toxin-like
A0A8K1G7I3,UPAR/Ly6 domain-containing protein,364589,Zosterops borbonicus,127,20,99,IPR045860,Snake toxin-like superfamily
A0A8K1G7I3,UPAR/Ly6 domain-containing protein,364589,Zosterops borbonicus,127,1,121,IPR051110,Ly-6/neurotoxin-like and GPI-anchored
A0A8S1F920,Activin_recp domain-containing protein,2654633,Caenorhabditis bovis,124,16,105,IPR045860,Snake toxin-like superfamily
A0A0K0ENL8,Protein sleepless,6248,Strongyloides stercoralis,136,22,111,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0A0K0ENL8,Protein sleepless,6248,Strongyloides stercoralis,136,7,122,IPR050975,Sleep homeostasis regulator
A0AAD9R4L4,Uncharacterized protein,6130,Acropora cervicornis,98,1,79,IPR045860,Snake toxin-like superfamily
A0A5K4F4W4,Toxin_TOLIP domain-containing protein,6183,Schistosoma mansoni,121,25,96,IPR045860,Snake toxin-like superfamily
P01443,Cytotoxin 4,8656,Naja atra,81,23,81,IPR003571,Snake three-finger toxin
P01443,Cytotoxin 4,8656,Naja atra,81,27,44,IPR003572,"Snake cytotoxin, cobra-type"
P01443,Cytotoxin 4,8656,Naja atra,81,45,60,IPR003572,"Snake cytotoxin, cobra-type"
P01443,Cytotoxin 4,8656,Naja atra,81,62,72,IPR003572,"Snake cytotoxin, cobra-type"
P01443,Cytotoxin 4,8656,Naja atra,81,73,80,IPR003572,"Snake cytotoxin, cobra-type"
P01443,Cytotoxin 4,8656,Naja atra,81,58,78,IPR018354,"Snake toxin, conserved site"
P01443,Cytotoxin 4,8656,Naja atra,81,22,81,IPR045860,Snake toxin-like superfamily
P01443,Cytotoxin 4,8656,Naja atra,81,32,81,IPR054131,Snake toxin cobra-type
A0AAD4PKU5,Protein sleepless,30044,Drosophila rubida,165,28,135,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0A8C5SDE3,Snake toxin/toxin-like domain-containing protein,8630,Laticauda laticaudata,66,22,56,IPR035076,Snake toxin/toxin-like
A0A8C5SDE3,Snake toxin/toxin-like domain-containing protein,8630,Laticauda laticaudata,66,22,66,IPR045860,Snake toxin-like superfamily
H8Y6J3,UPAR/Ly6 domain-containing protein,10116,Rattus norvegicus,125,45,123,IPR016054,Ly-6 antigen/uPA receptor-like
A0A1Y1KRV1,Protein sleepless,7054,Photinus pyralis,118,19,95,IPR045860,Snake toxin-like superfamily
A0A1Y1KRV1,Protein sleepless,7054,Photinus pyralis,118,6,107,IPR050975,Sleep homeostasis regulator
A0A8C3I305,UPAR/Ly6 domain-containing protein,8478,Chrysemys picta bellii,122,27,111,IPR016054,Ly-6 antigen/uPA receptor-like
A0A8C3I305,UPAR/Ly6 domain-containing protein,8478,Chrysemys picta bellii,122,27,98,IPR035076,Snake toxin/toxin-like
A0A8C3I305,UPAR/Ly6 domain-containing protein,8478,Chrysemys picta bellii,122,25,100,IPR045860,Snake toxin-like superfamily
A0A8C3I305,UPAR/Ly6 domain-containing protein,8478,Chrysemys picta bellii,122,7,104,IPR051110,Ly-6/neurotoxin-like and GPI-anchored
A0AAV1ZSH8,Uncharacterized protein,280406,Larinioides sclopetarius,146,25,121,IPR045860,Snake toxin-like superfamily
Q2VBN4,Beta-cardiotoxin CTX23,8665,Ophiophagus hannah,84,22,83,IPR003571,Snake three-finger toxin
Q2VBN4,Beta-cardiotoxin CTX23,8665,Ophiophagus hannah,84,28,45,IPR003572,"Snake cytotoxin, cobra-type"
Q2VBN4,Beta-cardiotoxin CTX23,8665,Ophiophagus hannah,84,47,62,IPR003572,"Snake cytotoxin, cobra-type"
Q2VBN4,Beta-cardiotoxin CTX23,8665,Ophiophagus hannah,84,64,74,IPR003572,"Snake cytotoxin, cobra-type"
Q2VBN4,Beta-cardiotoxin CTX23,8665,Ophiophagus hannah,84,75,82,IPR003572,"Snake cytotoxin, cobra-type"
Q2VBN4,Beta-cardiotoxin CTX23,8665,Ophiophagus hannah,84,60,80,IPR018354,"Snake toxin, conserved site"
Q2VBN4,Beta-cardiotoxin CTX23,8665,Ophiophagus hannah,84,14,84,IPR045860,Snake toxin-like superfamily
Q2VBN4,Beta-cardiotoxin CTX23,8665,Ophiophagus hannah,84,31,83,IPR054131,Snake toxin cobra-type
A0A3Q2EJT1,UPAR/Ly6 domain-containing protein,28743,Cyprinodon variegatus,127,20,102,IPR016054,Ly-6 antigen/uPA receptor-like
A0A3Q2EJT1,UPAR/Ly6 domain-containing protein,28743,Cyprinodon variegatus,127,17,106,IPR045860,Snake toxin-like superfamily
A0A8B7JP07,Ly6/PLAUR domain-containing protein 6,202946,Apteryx mantelli mantelli,142,4,139,IPR039457,Ly6/PLAUR domain-containing protein 6-like
A0A8B7JP07,Ly6/PLAUR domain-containing protein 6,202946,Apteryx mantelli mantelli,142,44,131,IPR045860,Snake toxin-like superfamily
A0AA35KKA7,Snake toxin/toxin-like domain-containing protein,74358,Podarcis lilfordi,92,2,63,IPR035076,Snake toxin/toxin-like
A0AA35KKA7,Snake toxin/toxin-like domain-containing protein,74358,Podarcis lilfordi,92,1,65,IPR045860,Snake toxin-like superfamily
A0AA35KKA7,Snake toxin/toxin-like domain-containing protein,74358,Podarcis lilfordi,92,1,82,IPR051110,Ly-6/neurotoxin-like and GPI-anchored
A0A814Z0C2,Snake toxin/toxin-like domain-containing protein,392033,Rotaria sordida,129,27,101,IPR035076,Snake toxin/toxin-like
A0A814Z0C2,Snake toxin/toxin-like domain-containing protein,392033,Rotaria sordida,129,26,103,IPR045860,Snake toxin-like superfamily
A0A4Y7MP67,EOG090X0I2F,35525,Daphnia magna,161,24,135,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0A4Y7MP67,EOG090X0I2F,35525,Daphnia magna,161,21,77,IPR045860,Snake toxin-like superfamily
A0A4Y7MP67,EOG090X0I2F,35525,Daphnia magna,161,6,154,IPR050975,Sleep homeostasis regulator
A0A5A9MZ25,UPAR/Ly6 domain-containing protein,1572043,Triplophysa tibetana,126,21,101,IPR016054,Ly-6 antigen/uPA receptor-like
A0A5A9MZ25,UPAR/Ly6 domain-containing protein,1572043,Triplophysa tibetana,126,19,106,IPR045860,Snake toxin-like superfamily
A0A5A9MZ25,UPAR/Ly6 domain-containing protein,1572043,Triplophysa tibetana,126,5,122,IPR046354,Sperm acrosome membrane-associated protein 4/Protein Bouncer
A0A6P7MES6,Phospholipase A2 inhibitor gamma subunit B-like isoform X3,158456,Betta splendens,186,77,167,IPR045860,Snake toxin-like superfamily
A0A6P7MES6,Phospholipase A2 inhibitor gamma subunit B-like isoform X3,158456,Betta splendens,186,56,149,IPR050918,CNF-like Phospholipase A2 Inhibitor
C4A131,UPAR/Ly6 domain-containing protein,7739,Branchiostoma floridae,143,19,122,IPR045860,Snake toxin-like superfamily
A0A158PED4,Snake toxin/toxin-like domain-containing protein,334426,Angiostrongylus costaricensis,139,41,100,IPR035076,Snake toxin/toxin-like
A0A158PED4,Snake toxin/toxin-like domain-containing protein,334426,Angiostrongylus costaricensis,139,40,101,IPR045860,Snake toxin-like superfamily
A0A819F3U3,Snake toxin/toxin-like domain-containing protein,2762511,Rotaria sp. Silwood1,106,14,79,IPR035076,Snake toxin/toxin-like
A0A819F3U3,Snake toxin/toxin-like domain-containing protein,2762511,Rotaria sp. Silwood1,106,14,81,IPR045860,Snake toxin-like superfamily
A0A813ZW21,Protein sleepless,392033,Rotaria sordida,134,21,111,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0A813ZW21,Protein sleepless,392033,Rotaria sordida,134,19,112,IPR045860,Snake toxin-like superfamily
A0A813ZW21,Protein sleepless,392033,Rotaria sordida,134,2,132,IPR050975,Sleep homeostasis regulator
A0A182MST6,Uncharacterized protein,139723,Anopheles culicifacies,157,4,100,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0A182MST6,Uncharacterized protein,139723,Anopheles culicifacies,157,4,113,IPR050975,Sleep homeostasis regulator
A0A060W1J6,Ly6/PLAUR domain-containing protein 6B,8022,Oncorhynchus mykiss,182,7,169,IPR039457,Ly6/PLAUR domain-containing protein 6-like
A0A060W1J6,Ly6/PLAUR domain-containing protein 6B,8022,Oncorhynchus mykiss,182,45,131,IPR045860,Snake toxin-like superfamily
A0A1I7XDN2,Protein quiver,37862,Heterorhabditis bacteriophora,178,46,157,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0A1I7XDN2,Protein quiver,37862,Heterorhabditis bacteriophora,178,85,162,IPR045860,Snake toxin-like superfamily
A0AAN9HFZ4,Uncharacterized protein,58324,Phoxinus phoxinus,128,21,105,IPR045860,Snake toxin-like superfamily
A0AAR5PU57,Protein sleepless,77166,Dendroctonus ponderosae,138,13,114,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0AAR5PU57,Protein sleepless,77166,Dendroctonus ponderosae,138,9,128,IPR050975,Sleep homeostasis regulator
A0A1Y1KWV0,Uncharacterized protein,7054,Photinus pyralis,145,30,122,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0A1Y1KWV0,Uncharacterized protein,7054,Photinus pyralis,145,10,139,IPR050975,Sleep homeostasis regulator
A0A1U7TWY9,Snake toxin/toxin-like domain-containing protein,1868482,Carlito syrichta,142,21,87,IPR035076,Snake toxin/toxin-like
A0A1U7TWY9,Snake toxin/toxin-like domain-containing protein,1868482,Carlito syrichta,142,12,89,IPR045860,Snake toxin-like superfamily
A0A1U7TWY9,Snake toxin/toxin-like domain-containing protein,1868482,Carlito syrichta,142,1,87,IPR051110,Ly-6/neurotoxin-like and GPI-anchored
A0A8T0E2U4,Protein sleepless,94029,Argiope bruennichi,142,25,118,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0A8T0E2U4,Protein sleepless,94029,Argiope bruennichi,142,10,135,IPR050975,Sleep homeostasis regulator
A0A9Q1JEW1,UPAR/Ly6 domain-containing protein,118154,Synaphobranchus kaupii,132,27,106,IPR016054,Ly-6 antigen/uPA receptor-like
A0A9Q1JEW1,UPAR/Ly6 domain-containing protein,118154,Synaphobranchus kaupii,132,25,110,IPR045860,Snake toxin-like superfamily
A0A9Q1JEW1,UPAR/Ly6 domain-containing protein,118154,Synaphobranchus kaupii,132,14,131,IPR046354,Sperm acrosome membrane-associated protein 4/Protein Bouncer
A0AA88KY42,BMP and activin membrane-bound inhibitor N-terminal domain-containing protein,6661,Artemia franciscana,111,7,85,IPR045807,"BMP and activin membrane-bound inhibitor, N-terminal domain"
A0AA88KY42,BMP and activin membrane-bound inhibitor N-terminal domain-containing protein,6661,Artemia franciscana,111,5,107,IPR045860,Snake toxin-like superfamily
A0A1Y1MMU4,Uncharacterized protein,7054,Photinus pyralis,118,24,96,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0A1Y1MMU4,Uncharacterized protein,7054,Photinus pyralis,118,21,97,IPR045860,Snake toxin-like superfamily
A0A1Y1MMU4,Uncharacterized protein,7054,Photinus pyralis,118,3,110,IPR050975,Sleep homeostasis regulator
A0A484BXK0,Uncharacterized protein,7232,Drosophila navojoa,155,23,126,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0A484BXK0,Uncharacterized protein,7232,Drosophila navojoa,155,4,150,IPR050975,Sleep homeostasis regulator
A0A914DLS4,Snake toxin/toxin-like domain-containing protein,290746,Acrobeloides nanus,111,15,72,IPR035076,Snake toxin/toxin-like
A0A914DLS4,Snake toxin/toxin-like domain-containing protein,290746,Acrobeloides nanus,111,14,72,IPR045860,Snake toxin-like superfamily
A0AAD6AQI2,CD59 glycoprotein,1090488,Pogonophryne albipinna,107,23,67,IPR018363,"CD59 antigen, conserved site"
A0AAD6AQI2,CD59 glycoprotein,1090488,Pogonophryne albipinna,107,21,98,IPR045860,Snake toxin-like superfamily
A0AAD6AQI2,CD59 glycoprotein,1090488,Pogonophryne albipinna,107,5,96,IPR056949,CD59 glycoprotein
A0A6P6K0P0,UPAR/Ly6 domain-containing protein,7957,Carassius auratus,121,20,110,IPR016054,Ly-6 antigen/uPA receptor-like
A0A6P6K0P0,UPAR/Ly6 domain-containing protein,7957,Carassius auratus,121,18,99,IPR045860,Snake toxin-like superfamily
A0A6P6K0P0,UPAR/Ly6 domain-containing protein,7957,Carassius auratus,121,6,110,IPR051110,Ly-6/neurotoxin-like and GPI-anchored
U4UFP7,Uncharacterized protein,77166,Dendroctonus ponderosae,127,28,105,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
U4UFP7,Uncharacterized protein,77166,Dendroctonus ponderosae,127,6,123,IPR050975,Sleep homeostasis regulator
A0A9P0TJF4,Protein sleepless,7116,Pieris brassicae,132,22,111,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0A9P0TJF4,Protein sleepless,7116,Pieris brassicae,132,19,113,IPR045860,Snake toxin-like superfamily
A0A9P0TJF4,Protein sleepless,7116,Pieris brassicae,132,7,124,IPR050975,Sleep homeostasis regulator
G1PED2,UPAR/Ly6 domain-containing protein,59463,Myotis lucifugus,153,23,116,IPR016054,Ly-6 antigen/uPA receptor-like
G1PED2,UPAR/Ly6 domain-containing protein,59463,Myotis lucifugus,153,23,104,IPR035076,Snake toxin/toxin-like
G1PED2,UPAR/Ly6 domain-containing protein,59463,Myotis lucifugus,153,22,109,IPR045860,Snake toxin-like superfamily
G1PED2,UPAR/Ly6 domain-containing protein,59463,Myotis lucifugus,153,1,153,IPR052874,Sperm-binding zona pellucida regulatory protein
A0A8C9VDN5,Ly6/PLAUR domain-containing protein 6-like,113540,Scleropages formosus,169,5,163,IPR039457,Ly6/PLAUR domain-containing protein 6-like
A0A8C9VDN5,Ly6/PLAUR domain-containing protein 6-like,113540,Scleropages formosus,169,44,131,IPR045860,Snake toxin-like superfamily
A0A6P6PQV0,MAC-inhibitory protein,7957,Carassius auratus,118,22,104,IPR016054,Ly-6 antigen/uPA receptor-like
A0A6P6PQV0,MAC-inhibitory protein,7957,Carassius auratus,118,21,98,IPR045860,Snake toxin-like superfamily
A0A6P6PQV0,MAC-inhibitory protein,7957,Carassius auratus,118,10,100,IPR056949,CD59 glycoprotein
G3V1A8,"Lymphocyte antigen 6 complex, locus G6C, isoform CRA_a",9606,Homo sapiens,69,1,69,IPR039237,Lymphocyte antigen 6 complex locus protein G6c
A0A8C0DL37,UPAR/Ly6 domain-containing protein,9771,Balaenoptera musculus,177,71,152,IPR016054,Ly-6 antigen/uPA receptor-like
A0A8C0DL37,UPAR/Ly6 domain-containing protein,9771,Balaenoptera musculus,177,64,177,IPR039237,Lymphocyte antigen 6 complex locus protein G6c
A0A8C0DL37,UPAR/Ly6 domain-containing protein,9771,Balaenoptera musculus,177,72,151,IPR045860,Snake toxin-like superfamily
A0A6I8PP56,UPAR/Ly6 domain-containing protein,8364,Xenopus tropicalis,145,40,127,IPR016054,Ly-6 antigen/uPA receptor-like
A0A6I8PP56,UPAR/Ly6 domain-containing protein,8364,Xenopus tropicalis,145,40,115,IPR035076,Snake toxin/toxin-like
A0A6I8PP56,UPAR/Ly6 domain-containing protein,8364,Xenopus tropicalis,145,38,117,IPR045860,Snake toxin-like superfamily
A0A6I8PP56,UPAR/Ly6 domain-containing protein,8364,Xenopus tropicalis,145,20,140,IPR051110,Ly-6/neurotoxin-like and GPI-anchored
A0A913WWG8,Uncharacterized protein,2652724,Exaiptasia diaphana,115,20,98,IPR045860,Snake toxin-like superfamily
A0A9W2VRP1,Lymphocyte antigen 6 complex locus protein G5c,9691,Panthera pardus,144,53,136,IPR016054,Ly-6 antigen/uPA receptor-like
A0A9W2VRP1,Lymphocyte antigen 6 complex locus protein G5c,9691,Panthera pardus,144,1,144,IPR026110,Lymphocyte antigen 6 complex locus protein G5c
A0A9W2VRP1,Lymphocyte antigen 6 complex locus protein G5c,9691,Panthera pardus,144,53,136,IPR045860,Snake toxin-like superfamily
P25670,Long neurotoxin 1,8607,Aspidelaps scutatus,68,1,63,IPR003571,Snake three-finger toxin
P25670,Long neurotoxin 1,8607,Aspidelaps scutatus,68,40,60,IPR018354,"Snake toxin, conserved site"
P25670,Long neurotoxin 1,8607,Aspidelaps scutatus,68,1,66,IPR045860,Snake toxin-like superfamily
P25670,Long neurotoxin 1,8607,Aspidelaps scutatus,68,8,63,IPR054131,Snake toxin cobra-type
A0AAV7BN27,Phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein-like,76066,Engystomops pustulosus,174,72,154,IPR045860,Snake toxin-like superfamily
A0AAV7BN27,Phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein-like,76066,Engystomops pustulosus,174,21,150,IPR050918,CNF-like Phospholipase A2 Inhibitor
A0A0A9W987,Ly-6/neurotoxin-like protein 1,30085,Lygus hesperus,166,19,116,IPR045860,Snake toxin-like superfamily
A0A194RS88,Uncharacterized protein,76193,Papilio machaon,159,20,133,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0A194RS88,Uncharacterized protein,76193,Papilio machaon,159,3,156,IPR050975,Sleep homeostasis regulator
A0A9P0JQD5,Protein sleepless,200917,Acanthoscelides obtectus,111,24,109,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0A9P0JQD5,Protein sleepless,200917,Acanthoscelides obtectus,111,6,111,IPR050975,Sleep homeostasis regulator
A0A8B7N6W4,Protein sleepless,294128,Hyalella azteca,154,30,127,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0A8X6GBN9,Uncharacterized protein,2740835,Trichonephila clavata,106,8,53,IPR045860,Snake toxin-like superfamily
A0AAW2I038,Protein sleepless,328185,Menopon gallinae,166,25,140,IPR031424,UPAR/Ly6 domain-containing protein Quiver-like
A0AAW2I038,Protein sleepless,328185,Menopon gallinae,166,8,161,IPR050975,Sleep homeostasis regulator
A0A3B4EDV2,CD59 glycoprotein-like,42514,Pygocentrus nattereri,89,17,89,IPR045860,Snake toxin-like superfamily
A0A3B4EDV2,CD59 glycoprotein-like,42514,Pygocentrus nattereri,89,6,89,IPR056949,CD59 glycoprotein
C0KTQ3,Cysteine-rich protein,46731,Pocillopora damicornis,195,22,114,IPR045860,Snake toxin-like superfamily
A0A2R8QI72,CD59B glycoprotein-like,7955,Danio rerio,95,18,94,IPR045860,Snake toxin-like superfamily
A0A2R8QI72,CD59B glycoprotein-like,7955,Danio rerio,95,4,92,IPR056949,CD59 glycoprotein
A0AAZ3QIV7,Snake toxin/toxin-like domain-containing protein,74940,Oncorhynchus tshawytscha,126,20,88,IPR035076,Snake toxin/toxin-like
A0AAZ3QIV7,Snake toxin/toxin-like domain-containing protein,74940,Oncorhynchus tshawytscha,126,16,90,IPR045860,Snake toxin-like superfamily
A0A6F9CPL4,UPAR/Ly6 domain-containing protein,861768,Coregonus sp. 'balchen',119,11,103,IPR016054,Ly-6 antigen/uPA receptor-like
A0A6F9CPL4,UPAR/Ly6 domain-containing protein,861768,Coregonus sp. 'balchen',119,11,89,IPR035076,Snake toxin/toxin-like
A0A6F9CPL4,UPAR/Ly6 domain-containing protein,861768,Coregonus sp. 'balchen',119,10,95,IPR045860,Snake toxin-like superfamily
A0A6F9CPL4,UPAR/Ly6 domain-containing protein,861768,Coregonus sp. 'balchen',119,3,106,IPR051110,Ly-6/neurotoxin-like and GPI-anchored
