protein_id,protein_name,organism,sequence_length,domain_start,domain_end,domain_score,signature_name
A0A2K5H857,Ig-like domain-containing protein,Colobus angolensis palliatus (Peters' Angolan colobus),287,1,269,,InterPro:IPR026524
A0A2K5H863,Ig-like domain-containing protein,Colobus angolensis palliatus (Peters' Angolan colobus),356,1,293,,InterPro:IPR026524
A0A2K5NNB8,Ig-like domain-containing protein,Cercocebus atys (Sooty mangabey),286,1,272,,InterPro:IPR026524
A0A2K5NNX2,Ig-like domain-containing protein,Cercocebus atys (Sooty mangabey),297,1,293,,InterPro:IPR026524
A0A2K5PXV9,Ig-like domain-containing protein,Cebus imitator (Panamanian white-faced capuchin),298,1,294,,InterPro:IPR026524
A0A2K5RY20,UPAR/Ly6 domain-containing protein,Cebus imitator (Panamanian white-faced capuchin),133,19,132,,InterPro:IPR026524
A0A2K5U6A9,Ig-like domain-containing protein,Macaca fascicularis (Crab-eating macaque),297,1,293,,InterPro:IPR026524
A0A2K5Y1C7,Ig-like domain-containing protein,Mandrillus leucophaeus (Drill),297,1,293,,InterPro:IPR026524
A0A2K5Y1D6,Ig-like domain-containing protein,Mandrillus leucophaeus (Drill),286,1,272,,InterPro:IPR026524
A0A2K5Y1E6,Uncharacterized protein,Mandrillus leucophaeus (Drill),207,1,76,,InterPro:IPR026524
A0A2K5Y1E8,Ig-like domain-containing protein,Mandrillus leucophaeus (Drill),382,1,381,,InterPro:IPR026524
A0A2K5Y1F5,Ig-like domain-containing protein,Mandrillus leucophaeus (Drill),373,1,293,,InterPro:IPR026524
A0A2K6DR10,Uncharacterized protein,Macaca nemestrina (Pig-tailed macaque),226,1,81,,InterPro:IPR026524
A0A2K6DR18,UPAR/Ly6 domain-containing protein,Macaca nemestrina (Pig-tailed macaque),133,19,132,,InterPro:IPR026524
A0A2K6DR42,Ig-like domain-containing protein,Macaca nemestrina (Pig-tailed macaque),297,1,292,,InterPro:IPR026524
A0A2K6DR44,Ig-like domain-containing protein,Macaca nemestrina (Pig-tailed macaque),373,1,293,,InterPro:IPR026524
A0A2K6DR49,Ig-like domain-containing protein,Macaca nemestrina (Pig-tailed macaque),382,1,381,,InterPro:IPR026524
A0A2K6DR58,Ig-like domain-containing protein,Macaca nemestrina (Pig-tailed macaque),286,1,272,,InterPro:IPR026524
A0A2K6FW82,Ig-like domain-containing protein,Propithecus coquereli (Coquerel's sifaka),296,1,292,,InterPro:IPR026524
A0A2K6GPS0,UPAR/Ly6 domain-containing protein,Propithecus coquereli (Coquerel's sifaka),133,19,132,,InterPro:IPR026524
A0A2K6KER4,UPAR/Ly6 domain-containing protein,Rhinopithecus bieti (Black snub-nosed monkey),133,19,130,,InterPro:IPR026524
A0A2K6KET3,Ig-like domain-containing protein,Rhinopithecus bieti (Black snub-nosed monkey),367,1,293,,InterPro:IPR026524
A0A2K6KET8,Ig-like domain-containing protein,Rhinopithecus bieti (Black snub-nosed monkey),382,1,379,,InterPro:IPR026524
A0A2K6KEU3,Ig-like domain-containing protein,Rhinopithecus bieti (Black snub-nosed monkey),297,1,293,,InterPro:IPR026524
A0A2K6KEU8,Ig-like domain-containing protein,Rhinopithecus bieti (Black snub-nosed monkey),286,1,272,,InterPro:IPR026524
A0A2K6PYP5,Ig-like domain-containing protein,Rhinopithecus roxellana (Golden snub-nosed monkey),382,1,379,,InterPro:IPR026524
A0A2K6PYQ7,Ig-like domain-containing protein,Rhinopithecus roxellana (Golden snub-nosed monkey),367,1,293,,InterPro:IPR026524
A0A2K6PYR0,Ig-like domain-containing protein,Rhinopithecus roxellana (Golden snub-nosed monkey),297,1,293,,InterPro:IPR026524
A0A2K6PYS1,Ig-like domain-containing protein,Rhinopithecus roxellana (Golden snub-nosed monkey),286,1,272,,InterPro:IPR026524
A0A2K6T2I2,Ig-like domain-containing protein,Saimiri boliviensis boliviensis (Bolivian squirrel monkey),298,1,294,,InterPro:IPR026524
A0A2R8MR31,Ig-like domain-containing protein,Callithrix jacchus (White-tufted-ear marmoset),304,1,300,,InterPro:IPR026524
A0A2R9B5K3,Ig-like domain-containing protein,Pan paniscus (Pygmy chimpanzee),297,1,294,,InterPro:IPR026524
A0A2R9B5M2,Ig-like domain-containing protein,Pan paniscus (Pygmy chimpanzee),286,1,272,,InterPro:IPR026524
A0A2R9B751,Ig-like domain-containing protein,Pan paniscus (Pygmy chimpanzee),373,1,293,,InterPro:IPR026524
A0A2R9B9C4,Ig-like domain-containing protein,Pan paniscus (Pygmy chimpanzee),382,1,381,,InterPro:IPR026524
A0A2U3WZZ0,UPAR/Ly6 domain-containing protein,Odobenus rosmarus divergens (Pacific walrus),141,19,140,,InterPro:IPR026524
A0A2Y9ECW0,Ig-like domain-containing protein,Trichechus manatus latirostris (Florida manatee),299,1,294,,InterPro:IPR026524
A0A2Y9EWN6,Lymphocyte antigen 6 complex locus protein G6d isoform X1,Physeter macrocephalus (Sperm whale),141,18,140,,InterPro:IPR026524
A0A2Y9HM17,Ig-like domain-containing protein,Neomonachus schauinslandi (Hawaiian monk seal),392,1,391,,InterPro:IPR026524
A0A2Y9JZZ6,Ig-like domain-containing protein,Enhydra lutris kenyoni (northern sea otter),299,1,294,,InterPro:IPR026524
A0A2Y9K4P3,UPAR/Ly6 domain-containing protein,Enhydra lutris kenyoni (northern sea otter),141,19,138,,InterPro:IPR026524
A0A2Y9MIV7,Lymphocyte antigen 6 complex locus protein G6d,Delphinapterus leucas (Beluga whale),138,19,135,,InterPro:IPR026524
A0A2Y9MLV2,Ig-like domain-containing protein,Delphinapterus leucas (Beluga whale),267,1,262,,InterPro:IPR026524
A0A2Y9QDQ1,UPAR/Ly6 domain-containing protein,Trichechus manatus latirostris (Florida manatee),141,19,140,,InterPro:IPR026524
A0A2Y9SPN2,Lymphocyte antigen 6 complex locus protein G6d,Physeter macrocephalus (Sperm whale),153,1,152,,InterPro:IPR026524
A0A340XK35,Ig-like domain-containing protein,Lipotes vexillifer (Yangtze river dolphin),299,1,295,,InterPro:IPR026524
A0A340XKR1,Lymphocyte antigen 6 complex locus protein G6d,Lipotes vexillifer (Yangtze river dolphin),141,19,140,,InterPro:IPR026524
A0A341AV05,Ig-like domain-containing protein,Neophocaena asiaeorientalis asiaeorientalis (Yangtze finless porpoise),378,1,377,,InterPro:IPR026524
A0A341AV30,Ig-like domain-containing protein,Neophocaena asiaeorientalis asiaeorientalis (Yangtze finless porpoise),392,1,391,,InterPro:IPR026524
A0A341AXV9,Ig-like domain-containing protein,Neophocaena asiaeorientalis asiaeorientalis (Yangtze finless porpoise),299,1,295,,InterPro:IPR026524
A0A384B387,Ig-like domain-containing protein,Balaenoptera acutorostrata scammoni (North Pacific minke whale),299,1,294,,InterPro:IPR026524
A0A384B3X9,Lymphocyte antigen 6 complex locus protein G6d isoform X3,Balaenoptera acutorostrata scammoni (North Pacific minke whale),141,19,140,,InterPro:IPR026524
A0A384DST6,UPAR/Ly6 domain-containing protein,Ursus maritimus (Polar bear),141,19,140,,InterPro:IPR026524
A0A384DTK1,Ig-like domain-containing protein,Ursus maritimus (Polar bear),320,16,315,,InterPro:IPR026524
A0A387L8S3,"Lymphocyte antigen 6 complex, locus G6D",Pseudorca crassidens (False killer whale),141,18,140,,InterPro:IPR026524
A0A387LB27,Ig-like domain-containing protein,Pseudorca crassidens (False killer whale),299,1,294,,InterPro:IPR026524
A0A3Q0CFB0,Ig-like domain-containing protein,Mesocricetus auratus (Golden hamster),301,6,297,,InterPro:IPR026524
A0A3Q0EAD9,UPAR/Ly6 domain-containing protein,Carlito syrichta (Philippine tarsier),138,19,138,,InterPro:IPR026524
A0A3Q0EAE9,Ig-like domain-containing protein,Carlito syrichta (Philippine tarsier),299,1,295,,InterPro:IPR026524
A0A3Q1MJF0,Ig-like domain-containing protein,Bos taurus (Bovine),336,54,332,,InterPro:IPR026524
A0A3Q7N9F7,Ig-like domain-containing protein,Callorhinus ursinus (Northern fur seal),392,1,391,,InterPro:IPR026524
A0A3Q7NID7,Ig-like domain-containing protein,Callorhinus ursinus (Northern fur seal),299,1,294,,InterPro:IPR026524
A0A3Q7RM25,Ig-like domain-containing protein,Vulpes vulpes (Red fox),392,1,391,,InterPro:IPR026524
A0A452C3R5,Ig-like domain-containing protein,Balaenoptera acutorostrata scammoni (North Pacific minke whale),392,1,391,,InterPro:IPR026524
A0A452E9V6,UPAR/Ly6 domain-containing protein,Capra hircus (Goat),141,19,140,,InterPro:IPR026524
A0A452E9X7,UPAR/Ly6 domain-containing protein,Capra hircus (Goat),124,19,123,,InterPro:IPR026524
A0A452FBY7,Ig-like domain-containing protein,Capra hircus (Goat),267,2,265,,InterPro:IPR026524
A0A452R9G9,Ig-like domain-containing protein,Ursus americanus (American black bear),292,1,291,,InterPro:IPR026524
A0A452R9H2,UPAR/Ly6 domain-containing protein,Ursus americanus (American black bear),135,13,134,,InterPro:IPR026524
A0A452UE70,UPAR/Ly6 domain-containing protein,Ursus maritimus (Polar bear),140,3,139,,InterPro:IPR026524
A0A480YMF8,Lymphocyte antigen 6 complex locus protein G6f,Sus scrofa (Pig),190,2,186,,InterPro:IPR026524
A0A485PN47,Ig-like domain-containing protein,Lynx pardinus (Iberian lynx),392,1,392,,InterPro:IPR026524
A0A4D9DMT8,Ig-like domain-containing protein,Platysternon megacephalum (big-headed turtle),237,6,213,,InterPro:IPR026524
A0A4V5P5R0,Ig-like domain-containing protein,Monodon monoceros (Narwhal),437,126,288,,InterPro:IPR026524
A0A4W2C3Z0,UPAR/Ly6 domain-containing protein,Bos indicus x Bos taurus (Hybrid cattle),141,19,140,,InterPro:IPR026524
A0A4W2DV97,Ig-like domain-containing protein,Bos indicus x Bos taurus (Hybrid cattle),299,1,295,,InterPro:IPR026524
A0A4W2G6X4,Ig-like domain-containing protein,Bos indicus x Bos taurus (Hybrid cattle),299,1,295,,InterPro:IPR026524
A0A4W2HY09,Ig-like domain-containing protein,Bos indicus x Bos taurus (Hybrid cattle),298,1,294,,InterPro:IPR026524
A0A4W2I1B5,UPAR/Ly6 domain-containing protein,Bos indicus x Bos taurus (Hybrid cattle),141,19,140,,InterPro:IPR026524
A0A4X1VA53,Uncharacterized protein,Sus scrofa (Pig),387,85,162,,InterPro:IPR026524
A0A4X1VA99,Ig-like domain-containing protein,Sus scrofa (Pig),299,1,295,,InterPro:IPR026524
A0A4X1VDZ9,UPAR/Ly6 domain-containing protein,Sus scrofa (Pig),262,85,261,,InterPro:IPR026524
A0A4X2JU45,UPAR/Ly6 domain-containing protein,Vombatus ursinus (Common wombat),163,44,160,,InterPro:IPR026524
A0A4X2JU50,UPAR/Ly6 domain-containing protein,Vombatus ursinus (Common wombat),138,16,135,,InterPro:IPR026524
A0A4X2K1H5,Ig-like domain-containing protein,Vombatus ursinus (Common wombat),303,1,296,,InterPro:IPR026524
A0A5E4C1J4,Ig-like domain-containing protein,Marmota monax (Woodchuck),260,1,259,,InterPro:IPR026524
A0A5F8GWA7,UPAR/Ly6 domain-containing protein,Monodelphis domestica (Gray short-tailed opossum),139,16,136,,InterPro:IPR026524
A0A5F9C3M3,UPAR/Ly6 domain-containing protein,Oryctolagus cuniculus (Rabbit),143,19,142,,InterPro:IPR026524
A0A5F9DTH2,Uncharacterized protein,Oryctolagus cuniculus (Rabbit),98,26,97,,InterPro:IPR026524
A0A5N3W059,Ig-like domain-containing protein,Muntiacus reevesi (Reeves' muntjac),392,1,391,,InterPro:IPR026524
A0A5N3WA91,Ig-like domain-containing protein,Muntiacus muntjak (Barking deer),392,1,391,,InterPro:IPR026524
A0A5N4CSY0,Ig-like domain-containing protein,Camelus dromedarius (Dromedary),195,16,126,,InterPro:IPR026524
A0A5N4CSZ4,Ig-like domain-containing protein,Camelus dromedarius (Dromedary),210,26,141,,InterPro:IPR026524
A0A643CAR3,Ig-like domain-containing protein,Balaenoptera physalus (Fin whale),398,126,293,,InterPro:IPR026524
A0A667GGB4,UPAR/Ly6 domain-containing protein,Lynx canadensis (Canada lynx),132,19,132,,InterPro:IPR026524
A0A667H159,Ig-like domain-containing protein,Lynx canadensis (Canada lynx),302,1,297,,InterPro:IPR026524
A0A670HUA8,Immunoglobulin domain-containing protein,Podarcis muralis (Wall lizard),284,7,102,,InterPro:IPR026524
A0A671DU34,Ig-like domain-containing protein,Rhinolophus ferrumequinum (Greater horseshoe bat),302,1,295,,InterPro:IPR026524
A0A671DU89,UPAR/Ly6 domain-containing protein,Rhinolophus ferrumequinum (Greater horseshoe bat),140,21,136,,InterPro:IPR026524
A0A673T9F5,Ig-like domain-containing protein,Suricata suricatta (Meerkat),299,1,295,,InterPro:IPR026524
A0A673T9H2,Ig-like domain-containing protein,Suricata suricatta (Meerkat),402,1,261,,InterPro:IPR026524
A0A673TBA4,UPAR/Ly6 domain-containing protein,Suricata suricatta (Meerkat),133,19,132,,InterPro:IPR026524
A0A674JYI0,Ig-like domain-containing protein,Terrapene triunguis (Three-toed box turtle),341,6,291,,InterPro:IPR026524
A0A6G1B2H4,Ig-like domain-containing protein,Crocuta crocuta (Spotted hyena),374,3,374,,InterPro:IPR026524
A0A6I8N691,Ig-like domain-containing protein,Ornithorhynchus anatinus (Duckbill platypus),381,1,380,,InterPro:IPR026524
A0A6I9IPD0,UPAR/Ly6 domain-containing protein,Vicugna pacos (Alpaca),141,19,140,,InterPro:IPR026524
A0A6I9M2V7,UPAR/Ly6 domain-containing protein,Peromyscus maniculatus bairdii (Prairie deer mouse),131,19,131,,InterPro:IPR026524
A0A6I9MEG5,Ig-like domain-containing protein,Peromyscus maniculatus bairdii (Prairie deer mouse),300,1,296,,InterPro:IPR026524
A0A6J0A5C5,Ig-like domain-containing protein,Acinonyx jubatus (Cheetah),302,1,297,,InterPro:IPR026524
A0A6J0A616,UPAR/Ly6 domain-containing protein,Acinonyx jubatus (Cheetah),138,19,138,,InterPro:IPR026524
A0A6J0VCF9,Ig-like domain-containing protein,Pogona vitticeps (central bearded dragon),307,16,305,,InterPro:IPR026524
A0A6J0XUH5,Ig-like domain-containing protein,Odocoileus virginianus texanus,299,1,294,,InterPro:IPR026524
A0A6J0XUH8,UPAR/Ly6 domain-containing protein,Odocoileus virginianus texanus,141,19,140,,InterPro:IPR026524
A0A6J0XUI2,UPAR/Ly6 domain-containing protein,Odocoileus virginianus texanus,120,1,119,,InterPro:IPR026524
A0A6J1VML2,Ig-like domain-containing protein,Notechis scutatus (mainland tiger snake),321,26,233,,InterPro:IPR026524
A0A6J1Z9J8,Ig-like domain-containing protein,Acinonyx jubatus (Cheetah),250,1,220,,InterPro:IPR026524
A0A6J2DT04,Ig-like domain-containing protein,Zalophus californianus (California sealion),299,1,294,,InterPro:IPR026524
A0A6J2DTM8,Ig-like domain-containing protein,Zalophus californianus (California sealion),392,1,391,,InterPro:IPR026524
A0A6J2LES0,Ig-like domain-containing protein,Phyllostomus discolor (pale spear-nosed bat),299,1,295,,InterPro:IPR026524
A0A6J3BCW7,Ig-like domain-containing protein,Vicugna pacos (Alpaca),299,1,294,,InterPro:IPR026524
A0A6J3H4W0,Ig-like domain-containing protein,Sapajus apella (Brown-capped capuchin),304,1,300,,InterPro:IPR026524
A0A6J3H502,UPAR/Ly6 domain-containing protein,Sapajus apella (Brown-capped capuchin),133,19,132,,InterPro:IPR026524
A0A6J3RZ65,Lymphocyte antigen 6 complex locus protein G6d,Tursiops truncatus (Atlantic bottle-nosed dolphin),141,18,140,,InterPro:IPR026524
A0A6J3RZI7,Ig-like domain-containing protein,Tursiops truncatus (Atlantic bottle-nosed dolphin),299,1,294,,InterPro:IPR026524
A0A6P3EVS4,Ig-like domain-containing protein,Octodon degus (Degu),299,1,294,,InterPro:IPR026524
A0A6P3GQ26,Ig-like domain-containing protein,Bison bison bison (North American plains bison),299,1,295,,InterPro:IPR026524
A0A6P3GXQ0,UPAR/Ly6 domain-containing protein,Bison bison bison (North American plains bison),141,19,140,,InterPro:IPR026524
A0A6P3RAM4,Ig-like domain-containing protein,Pteropus vampyrus (Large flying fox),299,1,295,,InterPro:IPR026524
A0A6P5DTI1,UPAR/Ly6 domain-containing protein,Bos indicus (Zebu),120,1,119,,InterPro:IPR026524
A0A6P5DTV8,Ig-like domain-containing protein,Bos indicus (Zebu),299,1,295,,InterPro:IPR026524
A0A6P5DXA9,Ig-like domain-containing protein,Bos indicus (Zebu),327,158,323,,InterPro:IPR026524
A0A6P5J6N9,Ig-like domain-containing protein,Phascolarctos cinereus (Koala),286,1,274,,InterPro:IPR026524
A0A6P5J6P5,UPAR/Ly6 domain-containing protein,Phascolarctos cinereus (Koala),138,16,135,,InterPro:IPR026524
A0A6P5J762,Ig-like domain-containing protein,Phascolarctos cinereus (Koala),303,1,294,,InterPro:IPR026524
A0A6P5JFY6,Ig-like domain-containing protein,Phascolarctos cinereus (Koala),302,1,297,,InterPro:IPR026524
A0A6P5NTW8,Lymphocyte antigen 6 complex locus protein G6d,Mus caroli (Ryukyu mouse),135,19,135,,InterPro:IPR026524
A0A6P5NVQ0,Ig-like domain-containing protein,Mus caroli (Ryukyu mouse),302,1,298,,InterPro:IPR026524
A0A6P5NWF9,Ig-like domain-containing protein,Mus caroli (Ryukyu mouse),301,1,297,,InterPro:IPR026524
A0A6P6EZ98,UPAR/Ly6 domain-containing protein,Octodon degus (Degu),139,21,136,,InterPro:IPR026524
A0A6P6EZA3,Ig-like domain-containing protein,Octodon degus (Degu),390,1,387,,InterPro:IPR026524
A0A6P6HBA4,Ig-like domain-containing protein,Puma concolor (Mountain lion),392,1,392,,InterPro:IPR026524
A0A6P6HBE7,UPAR/Ly6 domain-containing protein,Puma concolor (Mountain lion),138,19,138,,InterPro:IPR026524
A0A6P6HCP0,Ig-like domain-containing protein,Puma concolor (Mountain lion),302,1,298,,InterPro:IPR026524
A0A6P9C0C0,Ig-like domain-containing protein,Pantherophis guttatus (Corn snake),294,23,292,,InterPro:IPR026524
A0A6P9C2F1,Ig-like domain-containing protein,Pantherophis guttatus (Corn snake),316,23,302,,InterPro:IPR026524
A0A7F8R818,Ig-like domain-containing protein,Leptonychotes weddellii (Weddell seal),299,1,294,,InterPro:IPR026524
A0A7F8RA82,Ig-like domain-containing protein,Leptonychotes weddellii (Weddell seal),394,1,393,,InterPro:IPR026524
A0A7J7EIN1,UPAR/Ly6 domain-containing protein,Diceros bicornis minor (South-central black rhinoceros),137,18,136,,InterPro:IPR026524
A0A7J7EIU0,Ig-like domain-containing protein,Diceros bicornis minor (South-central black rhinoceros),409,50,341,,InterPro:IPR026524
A0A7J7RL53,Ig-like domain-containing protein,Myotis myotis (Greater mouse-eared bat),298,1,294,,InterPro:IPR026524
A0A7J7YMV5,Ig-like domain-containing protein,Pipistrellus kuhlii (Kuhl's pipistrelle),296,1,291,,InterPro:IPR026524
A0A7J7YRX4,UPAR/Ly6 domain-containing protein,Rhinolophus ferrumequinum (Greater horseshoe bat),148,21,144,,InterPro:IPR026524
A0A7J8GQL5,Ig-like domain-containing protein,Molossus molossus (Pallas' mastiff bat),298,2,294,,InterPro:IPR026524
A0A7J8GRY2,Lymphocyte antigen 6 family member G6F,Molossus molossus (Pallas' mastiff bat),222,19,218,,InterPro:IPR026524
A0A7J8KBZ7,Ig-like domain-containing protein,Rousettus aegyptiacus (Egyptian fruit bat),299,1,295,,InterPro:IPR026524
