protein_id,domain1,domain2,signature1,signature2,domain1_length,domain2_length
A0A1A6GES9,IPR035076:96-168,IPR045860:92-169,InterPro:IPR035076,InterPro:IPR045860,73,78
A0A1A6GES9,IPR016054:96-181,IPR045860:92-169,InterPro:IPR016054,InterPro:IPR045860,86,78
A0A1S3AI51,IPR042339:1-125,IPR035076:21-93,InterPro:IPR042339,InterPro:IPR035076,125,73
A0A1S3AI51,IPR042339:1-125,IPR016054:21-106,InterPro:IPR042339,InterPro:IPR016054,125,86
A0A1S3AI51,IPR042339:1-125,IPR045860:12-94,InterPro:IPR042339,InterPro:IPR045860,125,83
A0A1S3AI51,IPR035076:21-93,IPR016054:21-106,InterPro:IPR035076,InterPro:IPR016054,73,86
A0A1S3AI51,IPR035076:21-93,IPR045860:12-94,InterPro:IPR035076,InterPro:IPR045860,73,83
A0A1S3AI51,IPR016054:21-106,IPR045860:12-94,InterPro:IPR016054,InterPro:IPR045860,86,83
A0A1S3FVM6,IPR042339:1-120,IPR035076:21-93,InterPro:IPR042339,InterPro:IPR035076,120,73
A0A1S3FVM6,IPR042339:1-120,IPR016054:21-106,InterPro:IPR042339,InterPro:IPR016054,120,86
A0A1S3FVM6,IPR042339:1-120,IPR045860:12-94,InterPro:IPR042339,InterPro:IPR045860,120,83
A0A1S3FVM6,IPR035076:21-93,IPR016054:21-106,InterPro:IPR035076,InterPro:IPR016054,73,86
A0A1S3FVM6,IPR035076:21-93,IPR045860:12-94,InterPro:IPR035076,InterPro:IPR045860,73,83
A0A1S3FVM6,IPR016054:21-106,IPR045860:12-94,InterPro:IPR016054,InterPro:IPR045860,86,83
A0A1S3FXP1,IPR042339:23-126,IPR035076:27-99,InterPro:IPR042339,InterPro:IPR035076,104,73
A0A1S3FXP1,IPR042339:23-126,IPR016054:27-112,InterPro:IPR042339,InterPro:IPR016054,104,86
A0A1S3FXP1,IPR042339:23-126,IPR045860:24-100,InterPro:IPR042339,InterPro:IPR045860,104,77
A0A1S3FXP1,IPR035076:27-99,IPR016054:27-112,InterPro:IPR035076,InterPro:IPR016054,73,86
A0A1S3FXP1,IPR035076:27-99,IPR045860:24-100,InterPro:IPR035076,InterPro:IPR045860,73,77
A0A1S3FXP1,IPR016054:27-112,IPR045860:24-100,InterPro:IPR016054,InterPro:IPR045860,86,77
A0A1U7QU12,IPR042339:1-96,IPR035076:21-88,InterPro:IPR042339,InterPro:IPR035076,96,68
A0A1U7QU12,IPR042339:1-96,IPR016054:21-100,InterPro:IPR042339,InterPro:IPR016054,96,80
A0A1U7QU12,IPR042339:1-96,IPR045860:17-89,InterPro:IPR042339,InterPro:IPR045860,96,73
A0A1U7QU12,IPR035076:21-88,IPR016054:21-100,InterPro:IPR035076,InterPro:IPR016054,68,80
A0A1U7QU12,IPR035076:21-88,IPR045860:17-89,InterPro:IPR035076,InterPro:IPR045860,68,73
A0A1U7QU12,IPR016054:21-100,IPR045860:17-89,InterPro:IPR016054,InterPro:IPR045860,80,73
A0A1U7RBX1,IPR042339:4-127,IPR035076:24-96,InterPro:IPR042339,InterPro:IPR035076,124,73
A0A1U7RBX1,IPR042339:4-127,IPR016054:24-109,InterPro:IPR042339,InterPro:IPR016054,124,86
A0A1U7RBX1,IPR042339:4-127,IPR045860:16-97,InterPro:IPR042339,InterPro:IPR045860,124,82
A0A1U7RBX1,IPR035076:24-96,IPR016054:24-109,InterPro:IPR035076,InterPro:IPR016054,73,86
A0A1U7RBX1,IPR035076:24-96,IPR045860:16-97,InterPro:IPR035076,InterPro:IPR045860,73,82
A0A1U7RBX1,IPR016054:24-109,IPR045860:16-97,InterPro:IPR016054,InterPro:IPR045860,86,82
A0A1U7U703,IPR042339:1-128,IPR035076:21-93,InterPro:IPR042339,InterPro:IPR035076,128,73
A0A1U7U703,IPR042339:1-128,IPR016054:21-106,InterPro:IPR042339,InterPro:IPR016054,128,86
A0A1U7U703,IPR042339:1-128,IPR045860:13-94,InterPro:IPR042339,InterPro:IPR045860,128,82
A0A1U7U703,IPR035076:21-93,IPR016054:21-106,InterPro:IPR035076,InterPro:IPR016054,73,86
A0A1U7U703,IPR035076:21-93,IPR045860:13-94,InterPro:IPR035076,InterPro:IPR045860,73,82
A0A1U7U703,IPR016054:21-106,IPR045860:13-94,InterPro:IPR016054,InterPro:IPR045860,86,82
A0A287CXF4,IPR042339:16-92,IPR035076:17-84,InterPro:IPR042339,InterPro:IPR035076,77,68
A0A287CXF4,IPR042339:16-92,IPR016054:17-96,InterPro:IPR042339,InterPro:IPR016054,77,80
A0A287CXF4,IPR042339:16-92,IPR045860:16-85,InterPro:IPR042339,InterPro:IPR045860,77,70
A0A287CXF4,IPR035076:17-84,IPR016054:17-96,InterPro:IPR035076,InterPro:IPR016054,68,80
A0A287CXF4,IPR035076:17-84,IPR045860:16-85,InterPro:IPR035076,InterPro:IPR045860,68,70
A0A287CXF4,IPR016054:17-96,IPR045860:16-85,InterPro:IPR016054,InterPro:IPR045860,80,70
A0A2K5ER68,IPR042339:1-123,IPR035076:21-93,InterPro:IPR042339,InterPro:IPR035076,123,73
A0A2K5ER68,IPR042339:1-123,IPR016054:21-107,InterPro:IPR042339,InterPro:IPR016054,123,87
A0A2K5ER68,IPR042339:1-123,IPR045860:16-94,InterPro:IPR042339,InterPro:IPR045860,123,79
A0A2K5ER68,IPR035076:21-93,IPR016054:21-107,InterPro:IPR035076,InterPro:IPR016054,73,87
A0A2K5ER68,IPR035076:21-93,IPR045860:16-94,InterPro:IPR035076,InterPro:IPR045860,73,79
A0A2K5ER68,IPR016054:21-107,IPR045860:16-94,InterPro:IPR016054,InterPro:IPR045860,87,79
A0A2K5JUZ2,IPR042339:1-128,IPR035076:21-93,InterPro:IPR042339,InterPro:IPR035076,128,73
A0A2K5JUZ2,IPR042339:1-128,IPR016054:21-107,InterPro:IPR042339,InterPro:IPR016054,128,87
A0A2K5JUZ2,IPR042339:1-128,IPR045860:16-94,InterPro:IPR042339,InterPro:IPR045860,128,79
A0A2K5JUZ2,IPR035076:21-93,IPR016054:21-107,InterPro:IPR035076,InterPro:IPR016054,73,87
A0A2K5JUZ2,IPR035076:21-93,IPR045860:16-94,InterPro:IPR035076,InterPro:IPR045860,73,79
A0A2K5JUZ2,IPR016054:21-107,IPR045860:16-94,InterPro:IPR016054,InterPro:IPR045860,87,79
A0A2K5P630,IPR042339:1-125,IPR035076:21-93,InterPro:IPR042339,InterPro:IPR035076,125,73
A0A2K5P630,IPR042339:1-125,IPR016054:21-107,InterPro:IPR042339,InterPro:IPR016054,125,87
A0A2K5P630,IPR042339:1-125,IPR045860:12-94,InterPro:IPR042339,InterPro:IPR045860,125,83
A0A2K5P630,IPR035076:21-93,IPR016054:21-107,InterPro:IPR035076,InterPro:IPR016054,73,87
A0A2K5P630,IPR035076:21-93,IPR045860:12-94,InterPro:IPR035076,InterPro:IPR045860,73,83
A0A2K5P630,IPR016054:21-107,IPR045860:12-94,InterPro:IPR016054,InterPro:IPR045860,87,83
A0A2K5S878,IPR042339:1-123,IPR035076:21-93,InterPro:IPR042339,InterPro:IPR035076,123,73
A0A2K5S878,IPR042339:1-123,IPR016054:21-106,InterPro:IPR042339,InterPro:IPR016054,123,86
A0A2K5S878,IPR042339:1-123,IPR045860:12-94,InterPro:IPR042339,InterPro:IPR045860,123,83
A0A2K5S878,IPR035076:21-93,IPR016054:21-106,InterPro:IPR035076,InterPro:IPR016054,73,86
A0A2K5S878,IPR035076:21-93,IPR045860:12-94,InterPro:IPR035076,InterPro:IPR045860,73,83
A0A2K5S878,IPR016054:21-106,IPR045860:12-94,InterPro:IPR016054,InterPro:IPR045860,86,83
A0A2K5ZTZ3,IPR042339:1-125,IPR035076:21-93,InterPro:IPR042339,InterPro:IPR035076,125,73
A0A2K5ZTZ3,IPR042339:1-125,IPR016054:21-107,InterPro:IPR042339,InterPro:IPR016054,125,87
A0A2K5ZTZ3,IPR042339:1-125,IPR045860:12-94,InterPro:IPR042339,InterPro:IPR045860,125,83
A0A2K5ZTZ3,IPR035076:21-93,IPR016054:21-107,InterPro:IPR035076,InterPro:IPR016054,73,87
A0A2K5ZTZ3,IPR035076:21-93,IPR045860:12-94,InterPro:IPR035076,InterPro:IPR045860,73,83
A0A2K5ZTZ3,IPR016054:21-107,IPR045860:12-94,InterPro:IPR016054,InterPro:IPR045860,87,83
A0A2K6E5X9,IPR042339:1-125,IPR035076:21-93,InterPro:IPR042339,InterPro:IPR035076,125,73
A0A2K6E5X9,IPR042339:1-125,IPR016054:21-107,InterPro:IPR042339,InterPro:IPR016054,125,87
A0A2K6E5X9,IPR042339:1-125,IPR045860:16-94,InterPro:IPR042339,InterPro:IPR045860,125,79
A0A2K6E5X9,IPR035076:21-93,IPR016054:21-107,InterPro:IPR035076,InterPro:IPR016054,73,87
A0A2K6E5X9,IPR035076:21-93,IPR045860:16-94,InterPro:IPR035076,InterPro:IPR045860,73,79
A0A2K6E5X9,IPR016054:21-107,IPR045860:16-94,InterPro:IPR016054,InterPro:IPR045860,87,79
A0A2K6ENJ9,IPR042339:1-128,IPR035076:21-93,InterPro:IPR042339,InterPro:IPR035076,128,73
A0A2K6ENJ9,IPR042339:1-128,IPR016054:21-107,InterPro:IPR042339,InterPro:IPR016054,128,87
A0A2K6ENJ9,IPR042339:1-128,IPR045860:12-94,InterPro:IPR042339,InterPro:IPR045860,128,83
A0A2K6ENJ9,IPR035076:21-93,IPR016054:21-107,InterPro:IPR035076,InterPro:IPR016054,73,87
A0A2K6ENJ9,IPR035076:21-93,IPR045860:12-94,InterPro:IPR035076,InterPro:IPR045860,73,83
A0A2K6ENJ9,IPR016054:21-107,IPR045860:12-94,InterPro:IPR016054,InterPro:IPR045860,87,83
A0A2K6JVU9,IPR042339:1-128,IPR035076:21-93,InterPro:IPR042339,InterPro:IPR035076,128,73
A0A2K6JVU9,IPR042339:1-128,IPR016054:21-106,InterPro:IPR042339,InterPro:IPR016054,128,86
A0A2K6JVU9,IPR042339:1-128,IPR045860:16-94,InterPro:IPR042339,InterPro:IPR045860,128,79
A0A2K6JVU9,IPR035076:21-93,IPR016054:21-106,InterPro:IPR035076,InterPro:IPR016054,73,86
A0A2K6JVU9,IPR035076:21-93,IPR045860:16-94,InterPro:IPR035076,InterPro:IPR045860,73,79
A0A2K6JVU9,IPR016054:21-106,IPR045860:16-94,InterPro:IPR016054,InterPro:IPR045860,86,79
A0A2K6RKA5,IPR042339:5-132,IPR035076:25-97,InterPro:IPR042339,InterPro:IPR035076,128,73
A0A2K6RKA5,IPR042339:5-132,IPR016054:25-110,InterPro:IPR042339,InterPro:IPR016054,128,86
A0A2K6RKA5,IPR042339:5-132,IPR045860:20-98,InterPro:IPR042339,InterPro:IPR045860,128,79
A0A2K6RKA5,IPR035076:25-97,IPR016054:25-110,InterPro:IPR035076,InterPro:IPR016054,73,86
A0A2K6RKA5,IPR035076:25-97,IPR045860:20-98,InterPro:IPR035076,InterPro:IPR045860,73,79
A0A2K6RKA5,IPR016054:25-110,IPR045860:20-98,InterPro:IPR016054,InterPro:IPR045860,86,79
A0A2K6TG80,IPR042339:1-122,IPR035076:21-93,InterPro:IPR042339,InterPro:IPR035076,122,73
A0A2K6TG80,IPR042339:1-122,IPR016054:21-106,InterPro:IPR042339,InterPro:IPR016054,122,86
A0A2K6TG80,IPR042339:1-122,IPR045860:12-94,InterPro:IPR042339,InterPro:IPR045860,122,83
A0A2K6TG80,IPR035076:21-93,IPR016054:21-106,InterPro:IPR035076,InterPro:IPR016054,73,86
A0A2K6TG80,IPR035076:21-93,IPR045860:12-94,InterPro:IPR035076,InterPro:IPR045860,73,83
A0A2K6TG80,IPR016054:21-106,IPR045860:12-94,InterPro:IPR016054,InterPro:IPR045860,86,83
A0A2R9C091,IPR042339:20-147,IPR035076:40-112,InterPro:IPR042339,InterPro:IPR035076,128,73
A0A2R9C091,IPR042339:20-147,IPR016054:40-125,InterPro:IPR042339,InterPro:IPR016054,128,86
A0A2R9C091,IPR042339:20-147,IPR045860:35-113,InterPro:IPR042339,InterPro:IPR045860,128,79
A0A2R9C091,IPR035076:40-112,IPR016054:40-125,InterPro:IPR035076,InterPro:IPR016054,73,86
A0A2R9C091,IPR035076:40-112,IPR045860:35-113,InterPro:IPR035076,InterPro:IPR045860,73,79
A0A2R9C091,IPR016054:40-125,IPR045860:35-113,InterPro:IPR016054,InterPro:IPR045860,86,79
A0A2U3WB64,IPR042339:1-128,IPR035076:21-93,InterPro:IPR042339,InterPro:IPR035076,128,73
A0A2U3WB64,IPR042339:1-128,IPR016054:21-106,InterPro:IPR042339,InterPro:IPR016054,128,86
A0A2U3WB64,IPR042339:1-128,IPR045860:16-94,InterPro:IPR042339,InterPro:IPR045860,128,79
A0A2U3WB64,IPR035076:21-93,IPR016054:21-106,InterPro:IPR035076,InterPro:IPR016054,73,86
A0A2U3WB64,IPR035076:21-93,IPR045860:16-94,InterPro:IPR035076,InterPro:IPR045860,73,79
A0A2U3WB64,IPR016054:21-106,IPR045860:16-94,InterPro:IPR016054,InterPro:IPR045860,86,79
A0A2U3YR12,IPR042339:1-128,IPR035076:21-93,InterPro:IPR042339,InterPro:IPR035076,128,73
A0A2U3YR12,IPR042339:1-128,IPR016054:21-106,InterPro:IPR042339,InterPro:IPR016054,128,86
A0A2U3YR12,IPR042339:1-128,IPR045860:16-94,InterPro:IPR042339,InterPro:IPR045860,128,79
A0A2U3YR12,IPR035076:21-93,IPR016054:21-106,InterPro:IPR035076,InterPro:IPR016054,73,86
A0A2U3YR12,IPR035076:21-93,IPR045860:16-94,InterPro:IPR035076,InterPro:IPR045860,73,79
A0A2U3YR12,IPR016054:21-106,IPR045860:16-94,InterPro:IPR016054,InterPro:IPR045860,86,79
A0A2Y9E5C5,IPR042339:1-124,IPR035076:21-93,InterPro:IPR042339,InterPro:IPR035076,124,73
A0A2Y9E5C5,IPR042339:1-124,IPR016054:21-103,InterPro:IPR042339,InterPro:IPR016054,124,83
A0A2Y9E5C5,IPR042339:1-124,IPR045860:12-94,InterPro:IPR042339,InterPro:IPR045860,124,83
A0A2Y9E5C5,IPR035076:21-93,IPR016054:21-103,InterPro:IPR035076,InterPro:IPR016054,73,83
A0A2Y9E5C5,IPR035076:21-93,IPR045860:12-94,InterPro:IPR035076,InterPro:IPR045860,73,83
A0A2Y9E5C5,IPR016054:21-103,IPR045860:12-94,InterPro:IPR016054,InterPro:IPR045860,83,83
A0A2Y9FBS2,IPR042339:1-128,IPR035076:21-93,InterPro:IPR042339,InterPro:IPR035076,128,73
A0A2Y9FBS2,IPR042339:1-128,IPR016054:21-106,InterPro:IPR042339,InterPro:IPR016054,128,86
A0A2Y9FBS2,IPR042339:1-128,IPR045860:16-94,InterPro:IPR042339,InterPro:IPR045860,128,79
A0A2Y9FBS2,IPR035076:21-93,IPR016054:21-106,InterPro:IPR035076,InterPro:IPR016054,73,86
A0A2Y9FBS2,IPR035076:21-93,IPR045860:16-94,InterPro:IPR035076,InterPro:IPR045860,73,79
A0A2Y9FBS2,IPR016054:21-106,IPR045860:16-94,InterPro:IPR016054,InterPro:IPR045860,86,79
A0A2Y9GY70,IPR042339:1-128,IPR035076:21-93,InterPro:IPR042339,InterPro:IPR035076,128,73
A0A2Y9GY70,IPR042339:1-128,IPR016054:21-106,InterPro:IPR042339,InterPro:IPR016054,128,86
A0A2Y9GY70,IPR042339:1-128,IPR045860:16-94,InterPro:IPR042339,InterPro:IPR045860,128,79
A0A2Y9GY70,IPR035076:21-93,IPR016054:21-106,InterPro:IPR035076,InterPro:IPR016054,73,86
A0A2Y9GY70,IPR035076:21-93,IPR045860:16-94,InterPro:IPR035076,InterPro:IPR045860,73,79
A0A2Y9GY70,IPR016054:21-106,IPR045860:16-94,InterPro:IPR016054,InterPro:IPR045860,86,79
A0A2Y9JDG9,IPR042339:1-124,IPR035076:21-93,InterPro:IPR042339,InterPro:IPR035076,124,73
A0A2Y9JDG9,IPR042339:1-124,IPR016054:21-106,InterPro:IPR042339,InterPro:IPR016054,124,86
A0A2Y9JDG9,IPR042339:1-124,IPR045860:16-94,InterPro:IPR042339,InterPro:IPR045860,124,79
A0A2Y9JDG9,IPR035076:21-93,IPR016054:21-106,InterPro:IPR035076,InterPro:IPR016054,73,86
A0A2Y9JDG9,IPR035076:21-93,IPR045860:16-94,InterPro:IPR035076,InterPro:IPR045860,73,79
A0A2Y9JDG9,IPR016054:21-106,IPR045860:16-94,InterPro:IPR016054,InterPro:IPR045860,86,79
A0A2Y9LR86,IPR042339:1-128,IPR035076:21-93,InterPro:IPR042339,InterPro:IPR035076,128,73
A0A2Y9LR86,IPR042339:1-128,IPR016054:21-106,InterPro:IPR042339,InterPro:IPR016054,128,86
A0A2Y9LR86,IPR042339:1-128,IPR045860:16-94,InterPro:IPR042339,InterPro:IPR045860,128,79
A0A2Y9LR86,IPR035076:21-93,IPR016054:21-106,InterPro:IPR035076,InterPro:IPR016054,73,86
A0A2Y9LR86,IPR035076:21-93,IPR045860:16-94,InterPro:IPR035076,InterPro:IPR045860,73,79
A0A2Y9LR86,IPR016054:21-106,IPR045860:16-94,InterPro:IPR016054,InterPro:IPR045860,86,79
A0A337SJ42,IPR042339:1-130,IPR035076:21-93,InterPro:IPR042339,InterPro:IPR035076,130,73
A0A337SJ42,IPR042339:1-130,IPR016054:21-107,InterPro:IPR042339,InterPro:IPR016054,130,87
A0A337SJ42,IPR042339:1-130,IPR045860:16-94,InterPro:IPR042339,InterPro:IPR045860,130,79
A0A337SJ42,IPR035076:21-93,IPR016054:21-107,InterPro:IPR035076,InterPro:IPR016054,73,87
A0A337SJ42,IPR035076:21-93,IPR045860:16-94,InterPro:IPR035076,InterPro:IPR045860,73,79
A0A337SJ42,IPR016054:21-107,IPR045860:16-94,InterPro:IPR016054,InterPro:IPR045860,87,79
A0A340XTN5,IPR042339:1-128,IPR035076:21-93,InterPro:IPR042339,InterPro:IPR035076,128,73
A0A340XTN5,IPR042339:1-128,IPR016054:21-106,InterPro:IPR042339,InterPro:IPR016054,128,86
A0A340XTN5,IPR042339:1-128,IPR045860:16-94,InterPro:IPR042339,InterPro:IPR045860,128,79
A0A340XTN5,IPR035076:21-93,IPR016054:21-106,InterPro:IPR035076,InterPro:IPR016054,73,86
A0A340XTN5,IPR035076:21-93,IPR045860:16-94,InterPro:IPR035076,InterPro:IPR045860,73,79
A0A340XTN5,IPR016054:21-106,IPR045860:16-94,InterPro:IPR016054,InterPro:IPR045860,86,79
A0A341B4E4,IPR042339:1-128,IPR035076:21-93,InterPro:IPR042339,InterPro:IPR035076,128,73
A0A341B4E4,IPR042339:1-128,IPR016054:21-106,InterPro:IPR042339,InterPro:IPR016054,128,86
A0A341B4E4,IPR042339:1-128,IPR045860:16-94,InterPro:IPR042339,InterPro:IPR045860,128,79
A0A341B4E4,IPR035076:21-93,IPR016054:21-106,InterPro:IPR035076,InterPro:IPR016054,73,86
A0A341B4E4,IPR035076:21-93,IPR045860:16-94,InterPro:IPR035076,InterPro:IPR045860,73,79
A0A341B4E4,IPR016054:21-106,IPR045860:16-94,InterPro:IPR016054,InterPro:IPR045860,86,79
A0A384CS38,IPR042339:1-128,IPR035076:21-93,InterPro:IPR042339,InterPro:IPR035076,128,73
A0A384CS38,IPR042339:1-128,IPR016054:21-107,InterPro:IPR042339,InterPro:IPR016054,128,87
A0A384CS38,IPR042339:1-128,IPR045860:16-94,InterPro:IPR042339,InterPro:IPR045860,128,79
A0A384CS38,IPR035076:21-93,IPR016054:21-107,InterPro:IPR035076,InterPro:IPR016054,73,87
A0A384CS38,IPR035076:21-93,IPR045860:16-94,InterPro:IPR035076,InterPro:IPR045860,73,79
A0A384CS38,IPR016054:21-107,IPR045860:16-94,InterPro:IPR016054,InterPro:IPR045860,87,79
A0A3Q7P0G2,IPR042339:1-128,IPR035076:21-93,InterPro:IPR042339,InterPro:IPR035076,128,73
A0A3Q7P0G2,IPR042339:1-128,IPR016054:21-107,InterPro:IPR042339,InterPro:IPR016054,128,87
A0A3Q7P0G2,IPR042339:1-128,IPR045860:16-94,InterPro:IPR042339,InterPro:IPR045860,128,79
A0A3Q7P0G2,IPR035076:21-93,IPR016054:21-107,InterPro:IPR035076,InterPro:IPR016054,73,87
A0A3Q7P0G2,IPR035076:21-93,IPR045860:16-94,InterPro:IPR035076,InterPro:IPR045860,73,79
A0A3Q7P0G2,IPR016054:21-107,IPR045860:16-94,InterPro:IPR016054,InterPro:IPR045860,87,79
A0A3Q7P9V9,IPR042339:37-164,IPR035076:57-129,InterPro:IPR042339,InterPro:IPR035076,128,73
A0A3Q7P9V9,IPR042339:37-164,IPR016054:57-143,InterPro:IPR042339,InterPro:IPR016054,128,87
A0A3Q7P9V9,IPR042339:37-164,IPR045860:52-130,InterPro:IPR042339,InterPro:IPR045860,128,79
A0A3Q7P9V9,IPR035076:57-129,IPR016054:57-143,InterPro:IPR035076,InterPro:IPR016054,73,87
A0A3Q7P9V9,IPR035076:57-129,IPR045860:52-130,InterPro:IPR035076,InterPro:IPR045860,73,79
A0A3Q7P9V9,IPR016054:57-143,IPR045860:52-130,InterPro:IPR016054,InterPro:IPR045860,87,79
A0A3Q7R5M7,IPR042339:1-128,IPR035076:21-93,InterPro:IPR042339,InterPro:IPR035076,128,73
A0A3Q7R5M7,IPR042339:1-128,IPR016054:21-106,InterPro:IPR042339,InterPro:IPR016054,128,86
A0A3Q7R5M7,IPR042339:1-128,IPR045860:16-94,InterPro:IPR042339,InterPro:IPR045860,128,79
A0A3Q7R5M7,IPR035076:21-93,IPR016054:21-106,InterPro:IPR035076,InterPro:IPR016054,73,86
A0A3Q7R5M7,IPR035076:21-93,IPR045860:16-94,InterPro:IPR035076,InterPro:IPR045860,73,79
A0A3Q7R5M7,IPR016054:21-106,IPR045860:16-94,InterPro:IPR016054,InterPro:IPR045860,86,79
A0A452CQ16,IPR042339:81-194,IPR035076:87-159,InterPro:IPR042339,InterPro:IPR035076,114,73
A0A452CQ16,IPR042339:81-194,IPR016054:87-172,InterPro:IPR042339,InterPro:IPR016054,114,86
A0A452CQ16,IPR042339:81-194,IPR045860:83-160,InterPro:IPR042339,InterPro:IPR045860,114,78
A0A452CQ16,IPR035076:87-159,IPR016054:87-172,InterPro:IPR035076,InterPro:IPR016054,73,86
A0A452CQ16,IPR035076:87-159,IPR045860:83-160,InterPro:IPR035076,InterPro:IPR045860,73,78
A0A452CQ16,IPR016054:87-172,IPR045860:83-160,InterPro:IPR016054,InterPro:IPR045860,86,78
A0A452QDK4,IPR042339:1-128,IPR035076:21-93,InterPro:IPR042339,InterPro:IPR035076,128,73
A0A452QDK4,IPR042339:1-128,IPR016054:21-107,InterPro:IPR042339,InterPro:IPR016054,128,87
A0A452QDK4,IPR042339:1-128,IPR045860:16-94,InterPro:IPR042339,InterPro:IPR045860,128,79
A0A452QDK4,IPR035076:21-93,IPR016054:21-107,InterPro:IPR035076,InterPro:IPR016054,73,87
A0A452QDK4,IPR035076:21-93,IPR045860:16-94,InterPro:IPR035076,InterPro:IPR045860,73,79
A0A452QDK4,IPR016054:21-107,IPR045860:16-94,InterPro:IPR016054,InterPro:IPR045860,87,79
A0A452V3S0,IPR042339:1-128,IPR035076:21-93,InterPro:IPR042339,InterPro:IPR035076,128,73
A0A452V3S0,IPR042339:1-128,IPR016054:21-107,InterPro:IPR042339,InterPro:IPR016054,128,87
A0A452V3S0,IPR042339:1-128,IPR045860:16-94,InterPro:IPR042339,InterPro:IPR045860,128,79
A0A452V3S0,IPR035076:21-93,IPR016054:21-107,InterPro:IPR035076,InterPro:IPR016054,73,87
A0A452V3S0,IPR035076:21-93,IPR045860:16-94,InterPro:IPR035076,InterPro:IPR045860,73,79
A0A452V3S0,IPR016054:21-107,IPR045860:16-94,InterPro:IPR016054,InterPro:IPR045860,87,79
A0A485MZW4,IPR042339:1-130,IPR035076:21-93,InterPro:IPR042339,InterPro:IPR035076,130,73
A0A485MZW4,IPR042339:1-130,IPR016054:21-107,InterPro:IPR042339,InterPro:IPR016054,130,87
A0A485MZW4,IPR042339:1-130,IPR045860:16-94,InterPro:IPR042339,InterPro:IPR045860,130,79
A0A485MZW4,IPR035076:21-93,IPR016054:21-107,InterPro:IPR035076,InterPro:IPR016054,73,87
A0A485MZW4,IPR035076:21-93,IPR045860:16-94,InterPro:IPR035076,InterPro:IPR045860,73,79
A0A485MZW4,IPR016054:21-107,IPR045860:16-94,InterPro:IPR016054,InterPro:IPR045860,87,79
A0A4U1F4W8,IPR042339:45-158,IPR035076:51-123,InterPro:IPR042339,InterPro:IPR035076,114,73
