protein_id,protein_name,organism,sequence_length,domain_start,domain_end,domain_score,signature_name
A0A061IGR0,UPAR/Ly6 domain-containing protein,Cricetulus griseus (Chinese hamster),139,26,124,,InterPro:IPR016054
A0A061IIT9,UPAR/Ly6 domain-containing protein,Cricetulus griseus (Chinese hamster),196,72,178,,InterPro:IPR016054
A0A061IN68,"TGF-beta receptor/activin receptor, type I/II containing protein",Cricetulus griseus (Chinese hamster),331,20,101,,InterPro:IPR016054
A0A074Z3A9,UPAR/Ly6 domain-containing protein,Opisthorchis viverrini,143,21,128,,InterPro:IPR016054
A0A076V5Y0,UPAR/Ly6 domain-containing protein,Sus scrofa (Pig),130,21,111,,InterPro:IPR016054
A0A087QHT8,UPAR/Ly6 domain-containing protein,Aptenodytes forsteri (Emperor penguin),209,3,90,,InterPro:IPR016054
A0A087QHT8,UPAR/Ly6 domain-containing protein,Aptenodytes forsteri (Emperor penguin),209,98,186,,InterPro:IPR016054
A0A087QIP5,UPAR/Ly6 domain-containing protein,Aptenodytes forsteri (Emperor penguin),125,6,92,,InterPro:IPR016054
A0A087QJY8,CD59 glycoprotein,Aptenodytes forsteri (Emperor penguin),117,25,107,,InterPro:IPR016054
A0A087R7J0,UPAR/Ly6 domain-containing protein,Aptenodytes forsteri (Emperor penguin),103,21,100,,InterPro:IPR016054
A0A087R7J1,UPAR/Ly6 domain-containing protein,Aptenodytes forsteri (Emperor penguin),112,7,96,,InterPro:IPR016054
A0A087R7J2,UPAR/Ly6 domain-containing protein,Aptenodytes forsteri (Emperor penguin),109,5,94,,InterPro:IPR016054
A0A087R7J3,UPAR/Ly6 domain-containing protein,Aptenodytes forsteri (Emperor penguin),109,4,93,,InterPro:IPR016054
A0A087R7J4,UPAR/Ly6 domain-containing protein,Aptenodytes forsteri (Emperor penguin),110,4,91,,InterPro:IPR016054
A0A087V3M0,UPAR/Ly6 domain-containing protein,Balearica regulorum gibbericeps (East African grey crowned-crane),109,4,93,,InterPro:IPR016054
A0A087V5W2,UPAR/Ly6 domain-containing protein,Balearica regulorum gibbericeps (East African grey crowned-crane),104,4,89,,InterPro:IPR016054
A0A087VG83,UPAR/Ly6 domain-containing protein,Balearica regulorum gibbericeps (East African grey crowned-crane),106,4,91,,InterPro:IPR016054
A0A087VKX6,UPAR/Ly6 domain-containing protein,Balearica regulorum gibbericeps (East African grey crowned-crane),109,5,94,,InterPro:IPR016054
A0A087VKX7,UPAR/Ly6 domain-containing protein,Balearica regulorum gibbericeps (East African grey crowned-crane),112,7,96,,InterPro:IPR016054
A0A087VKX8,UPAR/Ly6 domain-containing protein,Balearica regulorum gibbericeps (East African grey crowned-crane),86,4,85,,InterPro:IPR016054
A0A087VQF6,Phospholipase A2 inhibitor 25 kDa subunit,Balearica regulorum gibbericeps (East African grey crowned-crane),209,98,163,,InterPro:IPR016054
A0A087WNZ5,UPAR/Ly6 domain-containing protein,Mus musculus (Mouse),147,25,115,,InterPro:IPR016054
A0A087WPW7,UPAR/Ly6 domain-containing protein,Mus musculus (Mouse),78,25,67,,InterPro:IPR016054
A0A087WPY4,UPAR/Ly6 domain-containing protein,Mus musculus (Mouse),130,21,112,,InterPro:IPR016054
A0A087WQ65,UPAR/Ly6 domain-containing protein,Mus musculus (Mouse),113,43,111,,InterPro:IPR016054
A0A087WQT1,UPAR/Ly6 domain-containing protein,Mus musculus (Mouse),134,25,118,,InterPro:IPR016054
A0A087WQU7,UPAR/Ly6 domain-containing protein,Mus musculus (Mouse),115,17,97,,InterPro:IPR016054
A0A087WRG9,UPAR/Ly6 domain-containing protein,Mus musculus (Mouse),81,25,67,,InterPro:IPR016054
A0A087WRP7,UPAR/Ly6 domain-containing protein,Mus musculus (Mouse),111,25,111,,InterPro:IPR016054
A0A087WRZ2,UPAR/Ly6 domain-containing protein,Mus musculus (Mouse),117,42,117,,InterPro:IPR016054
A0A087WVM2,UPAR/Ly6 domain-containing protein,Homo sapiens (Human),437,48,112,,InterPro:IPR016054
A0A087WVM2,UPAR/Ly6 domain-containing protein,Homo sapiens (Human),437,234,302,,InterPro:IPR016054
A0A087WVM2,UPAR/Ly6 domain-containing protein,Homo sapiens (Human),437,322,395,,InterPro:IPR016054
A0A087WVM2,UPAR/Ly6 domain-containing protein,Homo sapiens (Human),437,130,208,,InterPro:IPR016054
A0A087X399,UPAR/Ly6 domain-containing protein,Poecilia formosa (Amazon molly),215,19,107,,InterPro:IPR016054
A0A087X399,UPAR/Ly6 domain-containing protein,Poecilia formosa (Amazon molly),215,114,204,,InterPro:IPR016054
A0A087X3A4,UPAR/Ly6 domain-containing protein,Poecilia formosa (Amazon molly),202,14,92,,InterPro:IPR016054
A0A087X3A4,UPAR/Ly6 domain-containing protein,Poecilia formosa (Amazon molly),202,108,191,,InterPro:IPR016054
A0A087X887,UPAR/Ly6 domain-containing protein,Poecilia formosa (Amazon molly),126,21,102,,InterPro:IPR016054
A0A087X898,UPAR/Ly6 domain-containing protein,Poecilia formosa (Amazon molly),133,20,103,,InterPro:IPR016054
A0A087XB26,UPAR/Ly6 domain-containing protein,Poecilia formosa (Amazon molly),124,20,102,,InterPro:IPR016054
A0A087XJP7,MAC-inhibitory protein,Poecilia formosa (Amazon molly),117,22,106,,InterPro:IPR016054
A0A087XNA0,UPAR/Ly6 domain-containing protein,Poecilia formosa (Amazon molly),207,23,116,,InterPro:IPR016054
A0A087XNA0,UPAR/Ly6 domain-containing protein,Poecilia formosa (Amazon molly),207,118,195,,InterPro:IPR016054
A0A087XWA7,MAC-inhibitory protein,Poecilia formosa (Amazon molly),123,18,110,,InterPro:IPR016054
A0A087Y2N1,MAC-inhibitory protein,Poecilia formosa (Amazon molly),118,22,100,,InterPro:IPR016054
A0A087YG53,UPAR/Ly6 domain-containing protein,Poecilia formosa (Amazon molly),107,9,89,,InterPro:IPR016054
A0A091CPQ0,UPAR/Ly6 domain-containing protein,Fukomys damarensis (Damaraland mole rat),193,26,106,,InterPro:IPR016054
A0A091CPQ3,UPAR/Ly6 domain-containing protein,Fukomys damarensis (Damaraland mole rat),138,21,110,,InterPro:IPR016054
A0A091CQH1,MAC-inhibitory protein,Fukomys damarensis (Damaraland mole rat),199,98,180,,InterPro:IPR016054
A0A091CRE2,MAC-inhibitory protein,Fukomys damarensis (Damaraland mole rat),129,26,109,,InterPro:IPR016054
A0A091CTJ2,UPAR/Ly6 domain-containing protein,Fukomys damarensis (Damaraland mole rat),141,22,108,,InterPro:IPR016054
A0A091CTZ3,UPAR/Ly6 domain-containing protein,Fukomys damarensis (Damaraland mole rat),125,19,100,,InterPro:IPR016054
A0A091D2E0,UPAR/Ly6 domain-containing protein,Fukomys damarensis (Damaraland mole rat),130,27,103,,InterPro:IPR016054
A0A091D3Y0,Secreted Ly-6/uPAR domain-containing protein 2,Fukomys damarensis (Damaraland mole rat),97,21,96,,InterPro:IPR016054
A0A091D3Y7,Lymphocyte antigen 6H,Fukomys damarensis (Damaraland mole rat),141,24,125,,InterPro:IPR016054
A0A091D6W9,UPAR/Ly6 domain-containing protein,Fukomys damarensis (Damaraland mole rat),119,21,100,,InterPro:IPR016054
A0A091D8L2,UPAR/Ly6 domain-containing protein,Fukomys damarensis (Damaraland mole rat),126,20,111,,InterPro:IPR016054
A0A091D8L4,UPAR/Ly6 domain-containing protein,Fukomys damarensis (Damaraland mole rat),226,100,189,,InterPro:IPR016054
A0A091D8L9,UPAR/Ly6 domain-containing protein,Fukomys damarensis (Damaraland mole rat),130,21,112,,InterPro:IPR016054
A0A091D983,UPAR/Ly6 domain-containing protein,Fukomys damarensis (Damaraland mole rat),123,21,107,,InterPro:IPR016054
A0A091D988,Ly-6/neurotoxin-like protein 1,Fukomys damarensis (Damaraland mole rat),116,21,104,,InterPro:IPR016054
A0A091DM71,UPAR/Ly6 domain-containing protein,Fukomys damarensis (Damaraland mole rat),251,174,250,,InterPro:IPR016054
A0A091DN99,Urokinase plasminogen activator surface receptor,Fukomys damarensis (Damaraland mole rat),329,20,109,,InterPro:IPR016054
A0A091DN99,Urokinase plasminogen activator surface receptor,Fukomys damarensis (Damaraland mole rat),329,206,295,,InterPro:IPR016054
A0A091DN99,Urokinase plasminogen activator surface receptor,Fukomys damarensis (Damaraland mole rat),329,111,201,,InterPro:IPR016054
A0A091DRB1,WH1 domain-containing protein,Fukomys damarensis (Damaraland mole rat),1444,130,204,,InterPro:IPR016054
A0A091DRB1,WH1 domain-containing protein,Fukomys damarensis (Damaraland mole rat),1444,243,302,,InterPro:IPR016054
A0A091DRB1,WH1 domain-containing protein,Fukomys damarensis (Damaraland mole rat),1444,697,780,,InterPro:IPR016054
A0A091DRB1,WH1 domain-containing protein,Fukomys damarensis (Damaraland mole rat),1444,323,398,,InterPro:IPR016054
A0A091DRB1,WH1 domain-containing protein,Fukomys damarensis (Damaraland mole rat),1444,589,625,,InterPro:IPR016054
A0A091DRB1,WH1 domain-containing protein,Fukomys damarensis (Damaraland mole rat),1444,46,112,,InterPro:IPR016054
A0A091DRB1,WH1 domain-containing protein,Fukomys damarensis (Damaraland mole rat),1444,892,930,,InterPro:IPR016054
A0A091DRB1,WH1 domain-containing protein,Fukomys damarensis (Damaraland mole rat),1444,429,493,,InterPro:IPR016054
A0A091DRB1,WH1 domain-containing protein,Fukomys damarensis (Damaraland mole rat),1444,952,1025,,InterPro:IPR016054
A0A091DRB1,WH1 domain-containing protein,Fukomys damarensis (Damaraland mole rat),1444,511,585,,InterPro:IPR016054
A0A091DT11,Phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein,Fukomys damarensis (Damaraland mole rat),211,121,185,,InterPro:IPR016054
A0A091DTL5,Ly6/PLAUR domain-containing protein 5,Fukomys damarensis (Damaraland mole rat),196,72,155,,InterPro:IPR016054
A0A091DTN5,UPAR/Ly6 domain-containing protein,Fukomys damarensis (Damaraland mole rat),199,87,163,,InterPro:IPR016054
A0A091DVJ4,UPAR/Ly6 domain-containing protein,Fukomys damarensis (Damaraland mole rat),172,63,150,,InterPro:IPR016054
A0A091E0G0,UPAR/Ly6 domain-containing protein,Fukomys damarensis (Damaraland mole rat),256,64,144,,InterPro:IPR016054
A0A091E0G0,UPAR/Ly6 domain-containing protein,Fukomys damarensis (Damaraland mole rat),256,158,232,,InterPro:IPR016054
A0A091E5K2,UPAR/Ly6 domain-containing protein,Fukomys damarensis (Damaraland mole rat),285,185,257,,InterPro:IPR016054
A0A091E5K2,UPAR/Ly6 domain-containing protein,Fukomys damarensis (Damaraland mole rat),285,91,171,,InterPro:IPR016054
A0A091EE41,Ly6/PLAUR domain-containing protein 3,Fukomys damarensis (Damaraland mole rat),351,139,225,,InterPro:IPR016054
A0A091EE41,Ly6/PLAUR domain-containing protein 3,Fukomys damarensis (Damaraland mole rat),351,31,128,,InterPro:IPR016054
A0A091EJZ7,UPAR/Ly6 domain-containing protein,Corvus brachyrhynchos (American crow),107,19,99,,InterPro:IPR016054
A0A091EMP0,CD59 glycoprotein,Corvus brachyrhynchos (American crow),117,25,107,,InterPro:IPR016054
A0A091FMU0,UPAR/Ly6 domain-containing protein,Corvus brachyrhynchos (American crow),125,6,92,,InterPro:IPR016054
A0A091FXY0,Phospholipase A2 inhibitor subunit gamma B,Corvus brachyrhynchos (American crow),210,98,163,,InterPro:IPR016054
A0A091G7K2,CD59 glycoprotein,Cuculus canorus (common cuckoo),117,25,105,,InterPro:IPR016054
A0A091GCJ1,UPAR/Ly6 domain-containing protein,Cuculus canorus (common cuckoo),109,5,94,,InterPro:IPR016054
A0A091GDP7,UPAR/Ly6 domain-containing protein,Cuculus canorus (common cuckoo),109,3,90,,InterPro:IPR016054
A0A091GEL6,Phospholipase A2 inhibitor 25 kDa subunit,Cuculus canorus (common cuckoo),209,98,163,,InterPro:IPR016054
A0A091GFG4,UPAR/Ly6 domain-containing protein,Cuculus canorus (common cuckoo),104,4,89,,InterPro:IPR016054
A0A091GFH0,UPAR/Ly6 domain-containing protein,Cuculus canorus (common cuckoo),112,7,92,,InterPro:IPR016054
A0A091GFZ0,UPAR/Ly6 domain-containing protein,Cuculus canorus (common cuckoo),109,4,93,,InterPro:IPR016054
A0A091GIJ2,UPAR/Ly6 domain-containing protein,Cuculus canorus (common cuckoo),125,6,92,,InterPro:IPR016054
A0A091GPN7,Phospholipase A2 inhibitor subunit gamma B,Buceros rhinoceros silvestris,199,98,134,,InterPro:IPR016054
A0A091GWY9,UPAR/Ly6 domain-containing protein,Buceros rhinoceros silvestris,112,7,96,,InterPro:IPR016054
A0A091GZ52,UPAR/Ly6 domain-containing protein,Buceros rhinoceros silvestris,109,5,94,,InterPro:IPR016054
A0A091H195,UPAR/Ly6 domain-containing protein,Cuculus canorus (common cuckoo),85,3,84,,InterPro:IPR016054
A0A091H5F2,CD59 glycoprotein,Buceros rhinoceros silvestris,117,25,107,,InterPro:IPR016054
A0A091HTE4,UPAR/Ly6 domain-containing protein,Buceros rhinoceros silvestris,109,4,93,,InterPro:IPR016054
A0A091I1C0,UPAR/Ly6 domain-containing protein,Calypte anna (Anna's hummingbird),125,6,92,,InterPro:IPR016054
A0A091I558,UPAR/Ly6 domain-containing protein,Calypte anna (Anna's hummingbird),87,4,86,,InterPro:IPR016054
A0A091I657,UPAR/Ly6 domain-containing protein,Calypte anna (Anna's hummingbird),109,5,94,,InterPro:IPR016054
A0A091I899,UPAR/Ly6 domain-containing protein,Calypte anna (Anna's hummingbird),104,4,85,,InterPro:IPR016054
A0A091I8A5,UPAR/Ly6 domain-containing protein,Calypte anna (Anna's hummingbird),110,5,90,,InterPro:IPR016054
A0A091IA56,CD59 glycoprotein,Calypte anna (Anna's hummingbird),117,25,107,,InterPro:IPR016054
A0A091IVP8,UPAR/Ly6 domain-containing protein,Calypte anna (Anna's hummingbird),109,4,93,,InterPro:IPR016054
A0A091J7U1,UPAR/Ly6 domain-containing protein,Egretta garzetta (Little egret),109,4,93,,InterPro:IPR016054
A0A091J8U2,UPAR/Ly6 domain-containing protein,Egretta garzetta (Little egret),112,7,96,,InterPro:IPR016054
A0A091J8U7,UPAR/Ly6 domain-containing protein,Egretta garzetta (Little egret),104,4,89,,InterPro:IPR016054
A0A091JAF7,UPAR/Ly6 domain-containing protein,Egretta garzetta (Little egret),125,6,92,,InterPro:IPR016054
A0A091JB11,UPAR/Ly6 domain-containing protein,Egretta garzetta (Little egret),109,5,94,,InterPro:IPR016054
A0A091JBF2,UPAR/Ly6 domain-containing protein,Egretta garzetta (Little egret),109,3,90,,InterPro:IPR016054
A0A091JS95,CD59 glycoprotein,Egretta garzetta (Little egret),117,25,107,,InterPro:IPR016054
A0A091K6U6,CD59 glycoprotein,Colius striatus (Speckled mousebird),117,25,107,,InterPro:IPR016054
A0A091K7R3,UPAR/Ly6 domain-containing protein,Colius striatus (Speckled mousebird),112,7,96,,InterPro:IPR016054
A0A091KDX8,UPAR/Ly6 domain-containing protein,Chlamydotis macqueenii (Macqueen's bustard),112,7,96,,InterPro:IPR016054
A0A091KFV6,UPAR/Ly6 domain-containing protein,Chlamydotis macqueenii (Macqueen's bustard),109,5,94,,InterPro:IPR016054
A0A091KH01,CD59 glycoprotein,Chlamydotis macqueenii (Macqueen's bustard),115,23,105,,InterPro:IPR016054
A0A091KIP3,Phospholipase A2 inhibitor subunit gamma B,Chlamydotis macqueenii (Macqueen's bustard),207,96,161,,InterPro:IPR016054
A0A091KJR8,UPAR/Ly6 domain-containing protein,Chlamydotis macqueenii (Macqueen's bustard),109,4,93,,InterPro:IPR016054
A0A091KQR0,UPAR/Ly6 domain-containing protein,Chlamydotis macqueenii (Macqueen's bustard),104,4,89,,InterPro:IPR016054
A0A091L1A7,UPAR/Ly6 domain-containing protein,Colius striatus (Speckled mousebird),109,4,93,,InterPro:IPR016054
A0A091LA95,UPAR/Ly6 domain-containing protein,Cathartes aura (Turkey vulture),128,9,95,,InterPro:IPR016054
A0A091LDK1,UPAR/Ly6 domain-containing protein,Cathartes aura (Turkey vulture),104,4,89,,InterPro:IPR016054
A0A091LFW0,UPAR/Ly6 domain-containing protein,Cathartes aura (Turkey vulture),108,3,90,,InterPro:IPR016054
A0A091LID6,UPAR/Ly6 domain-containing protein,Cathartes aura (Turkey vulture),103,21,102,,InterPro:IPR016054
A0A091LT58,UPAR/Ly6 domain-containing protein,Cariama cristata (Red-legged seriema),109,4,93,,InterPro:IPR016054
A0A091M250,UPAR/Ly6 domain-containing protein,Cariama cristata (Red-legged seriema),109,5,94,,InterPro:IPR016054
A0A091M4D5,UPAR/Ly6 domain-containing protein,Cariama cristata (Red-legged seriema),112,7,96,,InterPro:IPR016054
A0A091M8N6,UPAR/Ly6 domain-containing protein,Cathartes aura (Turkey vulture),109,4,93,,InterPro:IPR016054
A0A091MB46,Phospholipase A2 inhibitor subunit gamma B,Cariama cristata (Red-legged seriema),209,98,163,,InterPro:IPR016054
A0A091MC31,Phospholipase A2 inhibitor subunit gamma B,Acanthisitta chloris (rifleman),209,98,163,,InterPro:IPR016054
A0A091MJS2,UPAR/Ly6 domain-containing protein,Acanthisitta chloris (rifleman),109,4,93,,InterPro:IPR016054
A0A091MMC4,UPAR/Ly6 domain-containing protein,Cariama cristata (Red-legged seriema),104,4,89,,InterPro:IPR016054
A0A091N0Y7,CD59 glycoprotein,Acanthisitta chloris (rifleman),117,25,107,,InterPro:IPR016054
A0A091NEG9,UPAR/Ly6 domain-containing protein,Acanthisitta chloris (rifleman),112,7,96,,InterPro:IPR016054
A0A091NFX1,UPAR/Ly6 domain-containing protein,Acanthisitta chloris (rifleman),105,4,90,,InterPro:IPR016054
A0A091NJN0,UPAR/Ly6 domain-containing protein,Apaloderma vittatum (Bar-tailed trogon),104,4,89,,InterPro:IPR016054
A0A091NPC6,UPAR/Ly6 domain-containing protein,Apaloderma vittatum (Bar-tailed trogon),119,14,103,,InterPro:IPR016054
A0A091NXF3,UPAR/Ly6 domain-containing protein,Haliaeetus albicilla (White-tailed sea-eagle),112,7,96,,InterPro:IPR016054
A0A091NZX3,UPAR/Ly6 domain-containing protein,Haliaeetus albicilla (White-tailed sea-eagle),109,5,94,,InterPro:IPR016054
A0A091P1V7,UPAR/Ly6 domain-containing protein,Haliaeetus albicilla (White-tailed sea-eagle),104,4,89,,InterPro:IPR016054
A0A091P2W5,UPAR/Ly6 domain-containing protein,Haliaeetus albicilla (White-tailed sea-eagle),111,4,92,,InterPro:IPR016054
A0A091PG78,UPAR/Ly6 domain-containing protein,Leptosomus discolor (Madagascar cuckoo roller),112,7,96,,InterPro:IPR016054
A0A091PH16,UPAR/Ly6 domain-containing protein,Leptosomus discolor (Madagascar cuckoo roller),109,5,94,,InterPro:IPR016054
A0A091PJG2,Phospholipase A2 inhibitor subunit gamma B,Haliaeetus albicilla (White-tailed sea-eagle),207,96,157,,InterPro:IPR016054
A0A091PWQ3,UPAR/Ly6 domain-containing protein,Leptosomus discolor (Madagascar cuckoo roller),209,3,90,,InterPro:IPR016054
A0A091PWQ3,UPAR/Ly6 domain-containing protein,Leptosomus discolor (Madagascar cuckoo roller),209,98,187,,InterPro:IPR016054
A0A091Q0L0,UPAR/Ly6 domain-containing protein,Leptosomus discolor (Madagascar cuckoo roller),103,4,84,,InterPro:IPR016054
A0A091Q9B5,UPAR/Ly6 domain-containing protein,Merops nubicus (Northern carmine bee-eater),104,4,89,,InterPro:IPR016054
A0A091QAN4,UPAR/Ly6 domain-containing protein,Leptosomus discolor (Madagascar cuckoo roller),103,21,103,,InterPro:IPR016054
A0A091QBH1,UPAR/Ly6 domain-containing protein,Merops nubicus (Northern carmine bee-eater),110,4,94,,InterPro:IPR016054
A0A091QHK5,UPAR/Ly6 domain-containing protein,Merops nubicus (Northern carmine bee-eater),208,3,90,,InterPro:IPR016054
A0A091QHK5,UPAR/Ly6 domain-containing protein,Merops nubicus (Northern carmine bee-eater),208,98,187,,InterPro:IPR016054
A0A091QHM5,UPAR/Ly6 domain-containing protein,Leptosomus discolor (Madagascar cuckoo roller),125,6,92,,InterPro:IPR016054
A0A091R6P2,UPAR/Ly6 domain-containing protein,Merops nubicus (Northern carmine bee-eater),125,6,105,,InterPro:IPR016054
A0A091R6S1,UPAR/Ly6 domain-containing protein,Mesitornis unicolor (brown roatelo),104,4,89,,InterPro:IPR016054
A0A091RF36,UPAR/Ly6 domain-containing protein,Mesitornis unicolor (brown roatelo),109,5,94,,InterPro:IPR016054
A0A091RF41,UPAR/Ly6 domain-containing protein,Mesitornis unicolor (brown roatelo),128,9,95,,InterPro:IPR016054
A0A091RG39,UPAR/Ly6 domain-containing protein,Mesitornis unicolor (brown roatelo),109,3,92,,InterPro:IPR016054
A0A091RGR9,UPAR/Ly6 domain-containing protein,Mesitornis unicolor (brown roatelo),109,4,93,,InterPro:IPR016054
A0A091RGT8,UPAR/Ly6 domain-containing protein,Mesitornis unicolor (brown roatelo),112,7,96,,InterPro:IPR016054
A0A091RML8,UPAR/Ly6 domain-containing protein,Nestor notabilis (Kea),118,13,102,,InterPro:IPR016054
A0A091RMU6,CD59 glycoprotein,Mesitornis unicolor (brown roatelo),117,25,107,,InterPro:IPR016054
A0A091RNS0,UPAR/Ly6 domain-containing protein,Nestor notabilis (Kea),115,11,100,,InterPro:IPR016054
A0A091RQD5,UPAR/Ly6 domain-containing protein,Nestor notabilis (Kea),112,7,96,,InterPro:IPR016054
A0A091RVQ6,UPAR/Ly6 domain-containing protein,Mesitornis unicolor (brown roatelo),209,98,184,,InterPro:IPR016054
