protein_id,protein_name,organism,sequence_length,domain_start,domain_end,domain_score,signature_name
A0A023EFE3,Uncharacterized protein,Aedes albopictus (Asian tiger mosquito),123,13,92,,InterPro:IPR031424
A0A023EFJ7,Putative secreted protein,Aedes albopictus (Asian tiger mosquito),151,20,123,,InterPro:IPR031424
A0A023EFU8,Putative secreted protein,Aedes albopictus (Asian tiger mosquito),159,25,135,,InterPro:IPR031424
A0A023EGA3,Putative retrotransposon-like 1,Aedes albopictus (Asian tiger mosquito),142,25,119,,InterPro:IPR031424
A0A023EGD3,Putative secreted protein,Aedes albopictus (Asian tiger mosquito),165,23,136,,InterPro:IPR031424
A0A023EGD7,Putative secreted protein,Aedes albopictus (Asian tiger mosquito),142,25,119,,InterPro:IPR031424
A0A023EGK6,Putative secreted protein,Aedes albopictus (Asian tiger mosquito),145,21,114,,InterPro:IPR031424
A0A023EGM3,Putative salivary protein mys,Aedes albopictus (Asian tiger mosquito),169,24,139,,InterPro:IPR031424
A0A023EGZ6,Putative secreted protein,Aedes albopictus (Asian tiger mosquito),151,26,125,,InterPro:IPR031424
A0A023EH01,Putative secreted protein,Aedes albopictus (Asian tiger mosquito),151,20,123,,InterPro:IPR031424
A0A023EHP3,Putative secreted protein,Aedes albopictus (Asian tiger mosquito),165,23,136,,InterPro:IPR031424
A0A023FD89,Putative salivary protein mys,Triatoma infestans (Assassin bug),162,8,137,,InterPro:IPR031424
A0A023FSX4,Putative tpa exp: secreted protein,Amblyomma cajennense (Cayenne tick),144,29,121,,InterPro:IPR031424
A0A023FT47,Putative tpa exp: secreted protein,Amblyomma cajennense (Cayenne tick),145,30,122,,InterPro:IPR031424
A0A023FT50,Putative secreted protein,Amblyomma parvum (South American tick),153,13,122,,InterPro:IPR031424
A0A023G0Q8,Putative secreted protein,Amblyomma parvum (South American tick),144,29,121,,InterPro:IPR031424
A0A023G146,Putative secreted protein,Amblyomma parvum (South American tick),156,26,129,,InterPro:IPR031424
A0A023G553,Putative secreted protein,Amblyomma triste (Neotropical tick),160,22,131,,InterPro:IPR031424
A0A023G7S0,Putative kunitz-like protein,Amblyomma triste (Neotropical tick),158,22,132,,InterPro:IPR031424
A0A023GC97,Putative tpa exp: secreted protein,Amblyomma triste (Neotropical tick),144,29,121,,InterPro:IPR031424
A0A026VTG0,Uncharacterized protein,Ooceraea biroi (Clonal raider ant),150,24,118,,InterPro:IPR031424
A0A026W1W7,Uncharacterized protein,Ooceraea biroi (Clonal raider ant),136,7,110,,InterPro:IPR031424
A0A026W6D0,Uncharacterized protein,Ooceraea biroi (Clonal raider ant),117,2,86,,InterPro:IPR031424
A0A026W6Q2,Protein sleepless,Ooceraea biroi (Clonal raider ant),136,26,112,,InterPro:IPR031424
A0A026WLW1,Uncharacterized protein,Ooceraea biroi (Clonal raider ant),153,26,125,,InterPro:IPR031424
A0A026WMK1,UPAR/Ly6 domain-containing protein,Ooceraea biroi (Clonal raider ant),130,24,104,,InterPro:IPR031424
A0A026X1Y6,Ig-like domain-containing protein,Ooceraea biroi (Clonal raider ant),507,389,483,,InterPro:IPR031424
A0A026X3L7,Uncharacterized protein,Ooceraea biroi (Clonal raider ant),138,4,115,,InterPro:IPR031424
A0A034VCA2,Uncharacterized protein,Bactrocera dorsalis (Oriental fruit fly),109,21,105,,InterPro:IPR031424
A0A034VF06,Uncharacterized protein,Bactrocera dorsalis (Oriental fruit fly),150,21,122,,InterPro:IPR031424
A0A034VLL4,LOW QUALITY PROTEIN: uncharacterized protein LOC105233276,Bactrocera dorsalis (Oriental fruit fly),153,25,128,,InterPro:IPR031424
A0A034VR30,Uncharacterized protein LOC105224753 isoform X1,Bactrocera dorsalis (Oriental fruit fly),162,23,135,,InterPro:IPR031424
A0A034VZQ8,Uncharacterized protein LOC105232838,Bactrocera dorsalis (Oriental fruit fly),168,24,121,,InterPro:IPR031424
A0A034W2Y1,UPAR/Ly6 domain-containing protein qvr,Bactrocera dorsalis (Oriental fruit fly),278,43,131,,InterPro:IPR031424
A0A034W385,Protein sleepless,Bactrocera dorsalis (Oriental fruit fly),129,27,105,,InterPro:IPR031424
A0A034W4W8,Protein sleepless,Bactrocera dorsalis (Oriental fruit fly),141,24,117,,InterPro:IPR031424
A0A034WDG5,Uncharacterized protein LOC105223094,Bactrocera dorsalis (Oriental fruit fly),157,31,125,,InterPro:IPR031424
A0A034WEC6,Protein sleepless,Bactrocera dorsalis (Oriental fruit fly),159,28,135,,InterPro:IPR031424
A0A034WG99,Uncharacterized protein,Bactrocera dorsalis (Oriental fruit fly),159,20,123,,InterPro:IPR031424
A0A034WGA7,Uncharacterized protein,Bactrocera dorsalis (Oriental fruit fly),147,24,124,,InterPro:IPR031424
A0A034WGT7,Uncharacterized protein LOC105223518,Bactrocera dorsalis (Oriental fruit fly),141,21,117,,InterPro:IPR031424
A0A034WKB7,Uncharacterized protein LOC105223513,Bactrocera dorsalis (Oriental fruit fly),154,22,125,,InterPro:IPR031424
A0A034WML7,Uncharacterized protein LOC105223517,Bactrocera dorsalis (Oriental fruit fly),151,24,123,,InterPro:IPR031424
A0A034WQS1,Uncharacterized protein LOC105223093,Bactrocera dorsalis (Oriental fruit fly),151,22,119,,InterPro:IPR031424
A0A034WTM3,Uncharacterized protein LOC105226888 isoform X2,Bactrocera dorsalis (Oriental fruit fly),154,11,128,,InterPro:IPR031424
A0A067QST0,Uncharacterized protein,Zootermopsis nevadensis (Dampwood termite),123,13,109,,InterPro:IPR031424
A0A067R4K6,Uncharacterized protein,Zootermopsis nevadensis (Dampwood termite),140,22,114,,InterPro:IPR031424
A0A067R4V8,Uncharacterized protein,Zootermopsis nevadensis (Dampwood termite),161,23,136,,InterPro:IPR031424
A0A067R6Z0,Uncharacterized protein,Zootermopsis nevadensis (Dampwood termite),177,25,149,,InterPro:IPR031424
A0A067RB70,UPAR/Ly6 domain-containing protein qvr,Zootermopsis nevadensis (Dampwood termite),137,8,96,,InterPro:IPR031424
A0A067RDS9,Uncharacterized protein,Zootermopsis nevadensis (Dampwood termite),155,26,125,,InterPro:IPR031424
A0A067RDT4,Uncharacterized protein,Zootermopsis nevadensis (Dampwood termite),125,4,98,,InterPro:IPR031424
A0A067RGD8,Uncharacterized protein,Zootermopsis nevadensis (Dampwood termite),157,27,130,,InterPro:IPR031424
A0A067RGE3,Uncharacterized protein,Zootermopsis nevadensis (Dampwood termite),150,29,121,,InterPro:IPR031424
A0A067RGF1,Uncharacterized protein,Zootermopsis nevadensis (Dampwood termite),133,5,99,,InterPro:IPR031424
A0A067RGR4,Uncharacterized protein,Zootermopsis nevadensis (Dampwood termite),155,22,133,,InterPro:IPR031424
A0A068W7A7,UPAR/Ly6 domain-containing protein qvr,Echinococcus granulosus (Hydatid tapeworm),165,50,138,,InterPro:IPR031424
A0A068W9Y0,Protein quiver; Steroid dehydrogenase,Echinococcus granulosus (Hydatid tapeworm),181,33,155,,InterPro:IPR031424
A0A068WK15,UPAR/Ly6 domain-containing protein qvr,Echinococcus granulosus (Hydatid tapeworm),184,67,160,,InterPro:IPR031424
A0A068WL64,UPAR/Ly6 domain-containing protein qvr,Echinococcus granulosus (Hydatid tapeworm),166,48,144,,InterPro:IPR031424
A0A068WLV4,Expressed conserved protein,Echinococcus granulosus (Hydatid tapeworm),200,34,142,,InterPro:IPR031424
A0A068WMH4,Expressed protein,Echinococcus granulosus (Hydatid tapeworm),168,39,138,,InterPro:IPR031424
A0A068WRH1,Expressed conserved protein,Echinococcus granulosus (Hydatid tapeworm),144,26,120,,InterPro:IPR031424
A0A068WRQ9,G-patch domain-containing protein,Echinococcus granulosus (Hydatid tapeworm),528,14,110,,InterPro:IPR031424
A0A068WWP5,Expressed protein,Echinococcus granulosus (Hydatid tapeworm),128,23,105,,InterPro:IPR031424
A0A068Y1N5,G-patch domain-containing protein,Echinococcus multilocularis (Fox tapeworm),547,14,113,,InterPro:IPR031424
A0A068Y266,Expressed conserved protein,Echinococcus multilocularis (Fox tapeworm),144,26,120,,InterPro:IPR031424
A0A068Y7F1,Expressed protein,Echinococcus multilocularis (Fox tapeworm),160,39,130,,InterPro:IPR031424
A0A068YAL8,Steroid dehydrogenase,Echinococcus multilocularis (Fox tapeworm),181,33,155,,InterPro:IPR031424
A0A068YDC1,UPAR/Ly6 domain-containing protein qvr,Echinococcus multilocularis (Fox tapeworm),160,45,133,,InterPro:IPR031424
A0A068YEB9,Protein quiver,Echinococcus multilocularis (Fox tapeworm),174,32,127,,InterPro:IPR031424
A0A068YES5,UPAR/Ly6 domain-containing protein qvr,Echinococcus multilocularis (Fox tapeworm),184,67,160,,InterPro:IPR031424
A0A068YMQ3,UPAR/Ly6 domain-containing protein qvr,Echinococcus multilocularis (Fox tapeworm),166,48,144,,InterPro:IPR031424
A0A069DPK0,Putative ly-6/neurotoxin superfamily member 1,Panstrongylus megistus,151,27,124,,InterPro:IPR031424
A0A074Z196,Protein quiver,Opisthorchis viverrini,168,37,136,,InterPro:IPR031424
A0A074Z1Q2,UPAR/Ly6 domain-containing protein qvr,Opisthorchis viverrini,145,32,118,,InterPro:IPR031424
A0A074Z3A9,UPAR/Ly6 domain-containing protein,Opisthorchis viverrini,143,21,115,,InterPro:IPR031424
A0A074ZFJ2,Protein quiver,Opisthorchis viverrini,172,21,143,,InterPro:IPR031424
A0A074ZN05,Protein quiver,Opisthorchis viverrini,888,708,795,,InterPro:IPR031424
A0A074ZR32,Protein quiver,Opisthorchis viverrini,159,27,122,,InterPro:IPR031424
A0A075A830,Protein quiver,Opisthorchis viverrini,146,29,117,,InterPro:IPR031424
A0A075AHH9,UPAR/Ly6 domain-containing protein qvr,Opisthorchis viverrini,147,20,116,,InterPro:IPR031424
A0A076KUZ9,Protein quiver,Nephila pilipes (Giant wood spider),157,18,130,,InterPro:IPR031424
A0A077YZ22,Protein quiver,Trichuris trichiura (Whipworm),148,28,123,,InterPro:IPR031424
A0A077ZFN5,Protein quiver,Trichuris trichiura (Whipworm),160,18,127,,InterPro:IPR031424
A0A077ZG91,Protein sleepless,Trichuris trichiura (Whipworm),127,17,104,,InterPro:IPR031424
A0A084VDE1,AGAP011412-PA-like protein,Anopheles sinensis (Mosquito),141,16,112,,InterPro:IPR031424
A0A084W7P2,AGAP008640-PA-like protein,Anopheles sinensis (Mosquito),150,17,126,,InterPro:IPR031424
A0A084W7P3,AGAP008641-PA-like protein,Anopheles sinensis (Mosquito),154,26,125,,InterPro:IPR031424
A0A084W7P4,AGAP008642-PA-like protein,Anopheles sinensis (Mosquito),151,20,123,,InterPro:IPR031424
A0A084W8A5,AGAP008115-PA-like protein,Anopheles sinensis (Mosquito),188,41,156,,InterPro:IPR031424
A0A084W8A9,Uncharacterized protein,Anopheles sinensis (Mosquito),131,10,113,,InterPro:IPR031424
A0A084W8B0,AGAP008113-PA-like protein,Anopheles sinensis (Mosquito),143,26,120,,InterPro:IPR031424
A0A084W8B1,AGAP008113-PA-like protein,Anopheles sinensis (Mosquito),143,26,120,,InterPro:IPR031424
A0A084WNF5,Uncharacterized protein,Anopheles sinensis (Mosquito),177,57,146,,InterPro:IPR031424
A0A085LRL9,Protein quiver,Trichuris suis (pig whipworm),173,30,141,,InterPro:IPR031424
A0A085LY60,Uncharacterized protein,Trichuris suis (pig whipworm),498,80,174,,InterPro:IPR031424
A0A085NLC9,Uncharacterized protein,Trichuris suis (pig whipworm),150,31,125,,InterPro:IPR031424
A0A087SZE2,Uncharacterized protein,Stegodyphus mimosarum (African social velvet spider),152,30,124,,InterPro:IPR031424
A0A087SZE3,Protein quiver,Stegodyphus mimosarum (African social velvet spider),86,1,58,,InterPro:IPR031424
A0A087T0L6,Uncharacterized protein,Stegodyphus mimosarum (African social velvet spider),148,32,124,,InterPro:IPR031424
A0A087T9I2,Protein sleepless,Stegodyphus mimosarum (African social velvet spider),141,24,117,,InterPro:IPR031424
A0A087TBX2,Uncharacterized protein,Stegodyphus mimosarum (African social velvet spider),146,27,119,,InterPro:IPR031424
A0A087TLJ7,Uncharacterized protein,Stegodyphus mimosarum (African social velvet spider),156,18,130,,InterPro:IPR031424
A0A087TWH3,Uncharacterized protein,Stegodyphus mimosarum (African social velvet spider),141,25,118,,InterPro:IPR031424
A0A087TWU8,Protein sleepless,Stegodyphus mimosarum (African social velvet spider),150,25,118,,InterPro:IPR031424
A0A087U2R7,Uncharacterized protein,Stegodyphus mimosarum (African social velvet spider),144,22,119,,InterPro:IPR031424
A0A087UCE6,Uncharacterized protein,Stegodyphus mimosarum (African social velvet spider),132,24,113,,InterPro:IPR031424
A0A087UI23,Uncharacterized protein,Stegodyphus mimosarum (African social velvet spider),123,19,122,,InterPro:IPR031424
A0A087UNJ1,Uncharacterized protein,Stegodyphus mimosarum (African social velvet spider),123,24,113,,InterPro:IPR031424
A0A087UTH0,Uncharacterized protein,Stegodyphus mimosarum (African social velvet spider),131,17,106,,InterPro:IPR031424
A0A087VWY1,Expressed protein,Echinococcus multilocularis (Fox tapeworm),128,23,105,,InterPro:IPR031424
A0A087VYC7,Expressed conserved protein,Echinococcus multilocularis (Fox tapeworm),202,34,142,,InterPro:IPR031424
A0A090L8B7,Protein sleepless,Strongyloides ratti (Parasitic roundworm),456,344,431,,InterPro:IPR031424
A0A090L915,Protein quiver,Strongyloides ratti (Parasitic roundworm),104,4,77,,InterPro:IPR031424
A0A090LTF9,UPAR/Ly6 domain-containing protein qvr,Strongyloides ratti (Parasitic roundworm),176,41,154,,InterPro:IPR031424
A0A090XBK2,Putative conserved plasma membrane protein,Ixodes ricinus (Common tick),107,4,76,,InterPro:IPR031424
A0A094ZF92,Uncharacterized protein,Schistosoma haematobium (Blood fluke),92,12,85,,InterPro:IPR031424
A0A094ZH04,Protein quiver,Schistosoma haematobium (Blood fluke),152,28,123,,InterPro:IPR031424
A0A094ZIJ8,Protein quiver,Schistosoma haematobium (Blood fluke),142,15,103,,InterPro:IPR031424
A0A094ZSD5,Protein quiver,Schistosoma haematobium (Blood fluke),147,29,117,,InterPro:IPR031424
A0A094ZV75,Uncharacterized protein,Schistosoma haematobium (Blood fluke),194,24,165,,InterPro:IPR031424
A0A094ZWX6,UPAR/Ly6 domain-containing protein qvr,Schistosoma haematobium (Blood fluke),156,30,126,,InterPro:IPR031424
A0A095AE77,Protein quiver,Schistosoma haematobium (Blood fluke),117,3,92,,InterPro:IPR031424
A0A095C2Q4,Protein quiver,Schistosoma haematobium (Blood fluke),176,38,146,,InterPro:IPR031424
A0A0A1WEA1,Elongation factor 2,Zeugodacus cucurbitae (Melon fruit fly),213,34,180,,InterPro:IPR031424
A0A0A1WHL0,UPAR/Ly6 domain-containing protein qvr,Zeugodacus cucurbitae (Melon fruit fly),234,46,134,,InterPro:IPR031424
A0A0A1WN45,Putative histone-lysine N-methyltransferase PFF1440w,Zeugodacus cucurbitae (Melon fruit fly),150,21,122,,InterPro:IPR031424
A0A0A1WNK1,Protein quiver,Zeugodacus cucurbitae (Melon fruit fly),168,24,121,,InterPro:IPR031424
A0A0A1WP31,Ribosomal protein S12 methylthiotransferase RimO,Zeugodacus cucurbitae (Melon fruit fly),157,31,125,,InterPro:IPR031424
A0A0A1WPV7,"Phospholipase A1-Ialpha2, chloroplastic",Zeugodacus cucurbitae (Melon fruit fly),153,25,128,,InterPro:IPR031424
A0A0A1WU61,Protein TIF31 homolog,Zeugodacus cucurbitae (Melon fruit fly),141,24,117,,InterPro:IPR031424
A0A0A1WV64,Proto-oncogene tyrosine-protein kinase ROS,Zeugodacus cucurbitae (Melon fruit fly),151,22,119,,InterPro:IPR031424
A0A0A1WWD6,Probable alpha-galactosidase B,Zeugodacus cucurbitae (Melon fruit fly),154,22,125,,InterPro:IPR031424
A0A0A1WZQ0,"3-hydroxyanthranilate 3,4-dioxygenase",Zeugodacus cucurbitae (Melon fruit fly),147,24,124,,InterPro:IPR031424
A0A0A1X0N0,UPAR/Ly6 domain-containing protein qvr,Zeugodacus cucurbitae (Melon fruit fly),231,43,131,,InterPro:IPR031424
A0A0A1XBQ5,Secreted Ly-6/uPAR-related protein 1,Zeugodacus cucurbitae (Melon fruit fly),142,21,117,,InterPro:IPR031424
A0A0A1XC14,UPAR/Ly6 domain-containing protein qvr,Zeugodacus cucurbitae (Melon fruit fly),233,37,125,,InterPro:IPR031424
A0A0A1XED3,Lymphocyte antigen 6I,Zeugodacus cucurbitae (Melon fruit fly),161,20,123,,InterPro:IPR031424
A0A0A1XG12,Cytosolic 5'-nucleotidase 3,Zeugodacus cucurbitae (Melon fruit fly),151,24,123,,InterPro:IPR031424
A0A0A1XHA5,Probable alpha-galactosidase B,Zeugodacus cucurbitae (Melon fruit fly),154,22,125,,InterPro:IPR031424
A0A0A1XLH2,Methionine synthase,Zeugodacus cucurbitae (Melon fruit fly),159,28,135,,InterPro:IPR031424
A0A0A9W9P3,Putative cellulose synthase A catalytic subunit 3 [UDP-forming],Lygus hesperus (Western plant bug),144,20,117,,InterPro:IPR031424
A0A0A9WF08,Tyrosine--tRNA ligase,Lygus hesperus (Western plant bug),167,27,138,,InterPro:IPR031424
A0A0A9WPE3,Protein quiver,Lygus hesperus (Western plant bug),152,35,131,,InterPro:IPR031424
A0A0A9WSC6,Uncharacterized protein,Lygus hesperus (Western plant bug),154,23,124,,InterPro:IPR031424
A0A0A9WYG5,Uncharacterized protein,Lygus hesperus (Western plant bug),145,30,123,,InterPro:IPR031424
A0A0A9WZJ0,Protein quiver,Lygus hesperus (Western plant bug),145,26,121,,InterPro:IPR031424
A0A0A9X2S6,Protein quiver,Lygus hesperus (Western plant bug),148,27,123,,InterPro:IPR031424
A0A0A9XAT5,tRNA-specific 2-thiouridylase mnmA,Lygus hesperus (Western plant bug),163,42,140,,InterPro:IPR031424
A0A0A9XS61,Protein sleepless,Lygus hesperus (Western plant bug),171,34,146,,InterPro:IPR031424
A0A0A9XVK8,Protein quiver,Lygus hesperus (Western plant bug),124,21,120,,InterPro:IPR031424
A0A0A9XZ32,Protein quiver,Lygus hesperus (Western plant bug),152,24,127,,InterPro:IPR031424
A0A0A9XZB9,Putative E3 ubiquitin-protein ligase ARI4,Lygus hesperus (Western plant bug),152,29,125,,InterPro:IPR031424
A0A0A9Z8P9,Angiopoietin-related protein 3,Lygus hesperus (Western plant bug),136,21,112,,InterPro:IPR031424
A0A0A9ZFY9,Uncharacterized protein,Lygus hesperus (Western plant bug),187,66,160,,InterPro:IPR031424
A0A0B1TBK8,Protein quiver,Oesophagostomum dentatum (Nodular worm),174,17,131,,InterPro:IPR031424
A0A0B1TRX9,Protein quiver,Oesophagostomum dentatum (Nodular worm),128,15,103,,InterPro:IPR031424
A0A0B2USX1,Uncharacterized protein,Toxocara canis (Canine roundworm),308,20,142,,InterPro:IPR031424
A0A0B2UT22,Protein quiver,Toxocara canis (Canine roundworm),219,48,187,,InterPro:IPR031424
A0A0B2VCU5,Protein sleepless,Toxocara canis (Canine roundworm),138,21,110,,InterPro:IPR031424
A0A0B2VMR3,Protein sleepless,Toxocara canis (Canine roundworm),132,18,107,,InterPro:IPR031424
A0A0B2VT48,Protein sleepless,Toxocara canis (Canine roundworm),174,50,140,,InterPro:IPR031424
A0A0B2VWJ1,Protein quiver,Toxocara canis (Canine roundworm),158,17,127,,InterPro:IPR031424
A0A0B2W4B8,Protein sleepless,Toxocara canis (Canine roundworm),186,44,160,,InterPro:IPR031424
A0A0B2W5A9,UPAR/Ly6 domain-containing protein qvr,Toxocara canis (Canine roundworm),158,23,136,,InterPro:IPR031424
A0A0B4LEU0,UPAR/Ly6 domain-containing protein qvr,Drosophila melanogaster (Fruit fly),155,36,124,,InterPro:IPR031424
A0A0B6Y199,Protein sleepless,Arion vulgaris,144,24,116,,InterPro:IPR031424
A0A0B6Y2L5,UPAR/Ly6 domain-containing protein qvr,Arion vulgaris,147,24,120,,InterPro:IPR031424
A0A0B6YKN5,Protein quiver,Arion vulgaris,96,25,90,,InterPro:IPR031424
A0A0B6YTG1,Protein sleepless,Arion vulgaris,170,54,144,,InterPro:IPR031424
A0A0B7B093,Protein sleepless,Arion vulgaris,157,27,130,,InterPro:IPR031424
A0A0B7B4R0,Protein sleepless,Arion vulgaris,134,24,109,,InterPro:IPR031424
A0A0B7B609,Protein sleepless,Arion vulgaris,144,35,118,,InterPro:IPR031424
A0A0B7BWE6,UPAR/Ly6 domain-containing protein qvr,Arion vulgaris,146,23,119,,InterPro:IPR031424
A0A0C2DS65,Protein sleepless,Ancylostoma duodenale,136,21,110,,InterPro:IPR031424
A0A0C2FAC2,Uncharacterized protein,Ancylostoma duodenale,144,44,142,,InterPro:IPR031424
A0A0C2FRZ3,Protein quiver,Ancylostoma duodenale,113,12,100,,InterPro:IPR031424
A0A0C2G9W1,Protein quiver,Ancylostoma duodenale,178,15,136,,InterPro:IPR031424
A0A0C2GT18,Protein quiver,Ancylostoma duodenale,172,15,130,,InterPro:IPR031424
A0A0C2HGX9,Protein quiver,Ancylostoma duodenale,158,11,131,,InterPro:IPR031424
A0A0C5AYN4,CG31676-like protein protein,Megaselia abdita (Humpbacked fly),106,1,104,,InterPro:IPR031424
A0A0C5B1T1,CG9336-like protein 3 protein,Megaselia abdita (Humpbacked fly),109,1,109,,InterPro:IPR031424
A0A0C5B2S9,Atilla-like protein 2 protein,Megaselia abdita (Humpbacked fly),112,14,112,,InterPro:IPR031424
A0A0C5B4Z5,CG9336-like protein 2 protein,Megaselia abdita (Humpbacked fly),121,20,121,,InterPro:IPR031424
A0A0C5BFE9,Twit-like protein protein,Megaselia abdita (Humpbacked fly),109,1,108,,InterPro:IPR031424
A0A0C5BFF6,CG9336-like protein 4 protein,Megaselia abdita (Humpbacked fly),109,1,109,,InterPro:IPR031424
A0A0C9PRI2,Protein sleepless,Fopius arisanus,105,5,79,,InterPro:IPR031424
A0A0C9Q2S4,Aat protein,Fopius arisanus,149,24,119,,InterPro:IPR031424
A0A0C9QAZ2,Qvr_0 protein,Fopius arisanus,135,3,106,,InterPro:IPR031424
A0A0C9QCG5,ORF c13406_g1_i1|g.4742 c13406_g1_i1|m.4742 type:3prime_partial len:136 (+) protein,Fopius arisanus,135,35,122,,InterPro:IPR031424
A0A0C9QIU4,Protein sleepless,Fopius arisanus,186,26,156,,InterPro:IPR031424
A0A0C9QQ49,Qvr_1 protein,Fopius arisanus,141,26,120,,InterPro:IPR031424
A0A0C9QZK7,Uncharacterized protein,Amblyomma americanum (Lone star tick),133,3,106,,InterPro:IPR031424
A0A0C9R4W4,Kif15-a protein,Fopius arisanus,129,54,105,,InterPro:IPR031424
A0A0C9R6C6,PheS_0 protein,Fopius arisanus,105,5,79,,InterPro:IPR031424
A0A0C9RAR3,Protein sleepless,Fopius arisanus,139,24,113,,InterPro:IPR031424
A0A0C9RX20,Putative conserved plasma membrane protein,Amblyomma americanum (Lone star tick),141,26,114,,InterPro:IPR031424
A0A0D6M1V7,Protein sleepless,Ancylostoma ceylanicum,209,47,136,,InterPro:IPR031424
A0A0D6M2K5,Protein quiver,Ancylostoma ceylanicum,158,48,137,,InterPro:IPR031424
A0A0D8XAM2,Protein quiver,Dictyocaulus viviparus (Bovine lungworm),128,32,118,,InterPro:IPR031424
A0A0D8XV41,Protein quiver,Dictyocaulus viviparus (Bovine lungworm),129,18,107,,InterPro:IPR031424
A0A0D8Y3R0,Protein quiver,Dictyocaulus viviparus (Bovine lungworm),198,21,144,,InterPro:IPR031424
A0A0D8Y5C3,Protein sleepless,Dictyocaulus viviparus (Bovine lungworm),135,2,113,,InterPro:IPR031424
A0A0G3I6K7,Ly-6/neurotoxin 2,Locusta migratoria (Migratory locust),148,32,126,,InterPro:IPR031424
A0A0G3I8D5,Ly-6/neurotoxin 1,Locusta migratoria (Migratory locust),143,26,119,,InterPro:IPR031424
A0A0G3IC74,Ly-6/neurotoxin 3,Locusta migratoria (Migratory locust),145,25,116,,InterPro:IPR031424
A0A0H4T4D8,UPAR/Ly6 domain-containing protein qvr,Schistosoma mansoni (Blood fluke),152,22,118,,InterPro:IPR031424
A0A0H5S539,Protein sleepless,Brugia malayi (Filarial nematode worm),137,23,112,,InterPro:IPR031424
A0A0J7KLT6,Uncharacterized protein,Lasius niger (Black garden ant),110,4,84,,InterPro:IPR031424
A0A0J9R182,Uncharacterized protein,Drosophila simulans (Fruit fly),143,22,118,,InterPro:IPR031424
A0A0J9R4N1,Uncharacterized protein,Drosophila simulans (Fruit fly),147,24,124,,InterPro:IPR031424
A0A0J9RAC6,UPAR/Ly6 domain-containing protein qvr,Drosophila simulans (Fruit fly),155,36,124,,InterPro:IPR031424
A0A0J9RAG9,UPAR/Ly6 domain-containing protein qvr,Drosophila simulans (Fruit fly),158,39,127,,InterPro:IPR031424
A0A0J9Y278,Protein quiver,Brugia malayi (Filarial nematode worm),141,24,113,,InterPro:IPR031424
A0A0K0D746,Protein sleepless,Angiostrongylus cantonensis (Rat lungworm),105,13,100,,InterPro:IPR031424
A0A0K0DC38,Protein sleepless,Angiostrongylus cantonensis (Rat lungworm),104,15,87,,InterPro:IPR031424
A0A0K0DYZ6,UPAR/Ly6 domain-containing protein qvr,Strongyloides stercoralis (Threadworm),180,41,154,,InterPro:IPR031424
A0A0K0E8P7,Protein quiver,Strongyloides stercoralis (Threadworm),149,39,119,,InterPro:IPR031424
A0A0K0EEY9,Protein sleepless,Strongyloides stercoralis (Threadworm),140,28,115,,InterPro:IPR031424
A0A0K0ENL8,Protein sleepless,Strongyloides stercoralis (Threadworm),136,22,111,,InterPro:IPR031424
A0A0K0EXQ3,UPAR/Ly6 domain-containing protein qvr,Strongyloides venezuelensis (Threadworm),154,14,127,,InterPro:IPR031424
