protein_id,protein_name,organism,sequence_length,domain_start,domain_end,domain_score,signature_name
A0A091H195,UPAR/Ly6 domain-containing protein,Cuculus canorus (common cuckoo),85,3,79,,InterPro:IPR035076
A0A091H366,Snake toxin/toxin-like domain-containing protein,Buceros rhinoceros silvestris,108,21,102,,InterPro:IPR035076
A0A091HAM2,Snake toxin/toxin-like domain-containing protein,Buceros rhinoceros silvestris,78,4,78,,InterPro:IPR035076
A0A091HTE4,UPAR/Ly6 domain-containing protein,Buceros rhinoceros silvestris,109,4,79,,InterPro:IPR035076
A0A091I552,Snake toxin/toxin-like domain-containing protein,Calypte anna (Anna's hummingbird),78,4,78,,InterPro:IPR035076
A0A091I558,UPAR/Ly6 domain-containing protein,Calypte anna (Anna's hummingbird),87,4,81,,InterPro:IPR035076
A0A091I657,UPAR/Ly6 domain-containing protein,Calypte anna (Anna's hummingbird),109,5,80,,InterPro:IPR035076
A0A091I899,UPAR/Ly6 domain-containing protein,Calypte anna (Anna's hummingbird),104,4,75,,InterPro:IPR035076
A0A091I8A5,UPAR/Ly6 domain-containing protein,Calypte anna (Anna's hummingbird),110,5,80,,InterPro:IPR035076
A0A091I8J6,Snake toxin/toxin-like domain-containing protein,Calypte anna (Anna's hummingbird),73,10,44,,InterPro:IPR035076
A0A091IVP8,UPAR/Ly6 domain-containing protein,Calypte anna (Anna's hummingbird),109,4,79,,InterPro:IPR035076
A0A091J7U1,UPAR/Ly6 domain-containing protein,Egretta garzetta (Little egret),109,4,79,,InterPro:IPR035076
A0A091J8U2,UPAR/Ly6 domain-containing protein,Egretta garzetta (Little egret),112,7,82,,InterPro:IPR035076
A0A091J8U7,UPAR/Ly6 domain-containing protein,Egretta garzetta (Little egret),104,4,75,,InterPro:IPR035076
A0A091JB11,UPAR/Ly6 domain-containing protein,Egretta garzetta (Little egret),109,5,80,,InterPro:IPR035076
A0A091JBF2,UPAR/Ly6 domain-containing protein,Egretta garzetta (Little egret),109,3,80,,InterPro:IPR035076
A0A091JYH7,Snake toxin/toxin-like domain-containing protein,Colius striatus (Speckled mousebird),103,4,74,,InterPro:IPR035076
A0A091JZU8,Snake toxin/toxin-like domain-containing protein,Egretta garzetta (Little egret),108,21,102,,InterPro:IPR035076
A0A091JZV2,Snake toxin/toxin-like domain-containing protein,Egretta garzetta (Little egret),78,4,78,,InterPro:IPR035076
A0A091K7R3,UPAR/Ly6 domain-containing protein,Colius striatus (Speckled mousebird),112,7,82,,InterPro:IPR035076
A0A091KDX8,UPAR/Ly6 domain-containing protein,Chlamydotis macqueenii (Macqueen's bustard),112,7,82,,InterPro:IPR035076
A0A091KFV6,UPAR/Ly6 domain-containing protein,Chlamydotis macqueenii (Macqueen's bustard),109,5,80,,InterPro:IPR035076
A0A091KJR8,UPAR/Ly6 domain-containing protein,Chlamydotis macqueenii (Macqueen's bustard),109,4,79,,InterPro:IPR035076
A0A091KQR0,UPAR/Ly6 domain-containing protein,Chlamydotis macqueenii (Macqueen's bustard),104,4,75,,InterPro:IPR035076
A0A091L1A7,UPAR/Ly6 domain-containing protein,Colius striatus (Speckled mousebird),109,4,79,,InterPro:IPR035076
A0A091L5T8,Snake toxin/toxin-like domain-containing protein,Chlamydotis macqueenii (Macqueen's bustard),108,21,102,,InterPro:IPR035076
A0A091LDK1,UPAR/Ly6 domain-containing protein,Cathartes aura (Turkey vulture),104,4,75,,InterPro:IPR035076
A0A091LFW0,UPAR/Ly6 domain-containing protein,Cathartes aura (Turkey vulture),108,3,80,,InterPro:IPR035076
A0A091LID6,UPAR/Ly6 domain-containing protein,Cathartes aura (Turkey vulture),103,21,97,,InterPro:IPR035076
A0A091LT58,UPAR/Ly6 domain-containing protein,Cariama cristata (Red-legged seriema),109,4,79,,InterPro:IPR035076
A0A091LWJ0,Snake toxin/toxin-like domain-containing protein,Cariama cristata (Red-legged seriema),78,4,78,,InterPro:IPR035076
A0A091M250,UPAR/Ly6 domain-containing protein,Cariama cristata (Red-legged seriema),109,5,80,,InterPro:IPR035076
A0A091M3C8,Snake toxin/toxin-like domain-containing protein,Cathartes aura (Turkey vulture),78,4,78,,InterPro:IPR035076
A0A091M4D5,UPAR/Ly6 domain-containing protein,Cariama cristata (Red-legged seriema),112,7,82,,InterPro:IPR035076
A0A091M8N6,UPAR/Ly6 domain-containing protein,Cathartes aura (Turkey vulture),109,4,79,,InterPro:IPR035076
A0A091MJS2,UPAR/Ly6 domain-containing protein,Acanthisitta chloris (rifleman),109,4,79,,InterPro:IPR035076
A0A091MMC4,UPAR/Ly6 domain-containing protein,Cariama cristata (Red-legged seriema),104,4,75,,InterPro:IPR035076
A0A091MPA6,Snake toxin/toxin-like domain-containing protein,Acanthisitta chloris (rifleman),107,20,98,,InterPro:IPR035076
A0A091NDM6,Snake toxin/toxin-like domain-containing protein,Acanthisitta chloris (rifleman),78,4,78,,InterPro:IPR035076
A0A091NEG9,UPAR/Ly6 domain-containing protein,Acanthisitta chloris (rifleman),112,7,82,,InterPro:IPR035076
A0A091NFX1,UPAR/Ly6 domain-containing protein,Acanthisitta chloris (rifleman),105,4,76,,InterPro:IPR035076
A0A091NIH4,Snake toxin/toxin-like domain-containing protein,Apaloderma vittatum (Bar-tailed trogon),78,4,78,,InterPro:IPR035076
A0A091NJN0,UPAR/Ly6 domain-containing protein,Apaloderma vittatum (Bar-tailed trogon),104,4,75,,InterPro:IPR035076
A0A091NPC6,UPAR/Ly6 domain-containing protein,Apaloderma vittatum (Bar-tailed trogon),119,14,89,,InterPro:IPR035076
A0A091NXF3,UPAR/Ly6 domain-containing protein,Haliaeetus albicilla (White-tailed sea-eagle),112,7,82,,InterPro:IPR035076
A0A091NZX3,UPAR/Ly6 domain-containing protein,Haliaeetus albicilla (White-tailed sea-eagle),109,5,80,,InterPro:IPR035076
A0A091P1V7,UPAR/Ly6 domain-containing protein,Haliaeetus albicilla (White-tailed sea-eagle),104,4,75,,InterPro:IPR035076
A0A091P2W5,UPAR/Ly6 domain-containing protein,Haliaeetus albicilla (White-tailed sea-eagle),111,4,81,,InterPro:IPR035076
A0A091P3P5,Snake toxin/toxin-like domain-containing protein,Haliaeetus albicilla (White-tailed sea-eagle),78,4,78,,InterPro:IPR035076
A0A091PDK3,Snake toxin/toxin-like domain-containing protein,Haliaeetus albicilla (White-tailed sea-eagle),108,21,102,,InterPro:IPR035076
A0A091PG78,UPAR/Ly6 domain-containing protein,Leptosomus discolor (Madagascar cuckoo roller),112,7,82,,InterPro:IPR035076
A0A091PH16,UPAR/Ly6 domain-containing protein,Leptosomus discolor (Madagascar cuckoo roller),109,5,80,,InterPro:IPR035076
A0A091PUQ7,Snake toxin/toxin-like domain-containing protein,Haliaeetus albicilla (White-tailed sea-eagle),51,14,46,,InterPro:IPR035076
A0A091PYP2,Snake toxin/toxin-like domain-containing protein,Leptosomus discolor (Madagascar cuckoo roller),78,4,78,,InterPro:IPR035076
A0A091Q0L0,UPAR/Ly6 domain-containing protein,Leptosomus discolor (Madagascar cuckoo roller),103,4,74,,InterPro:IPR035076
A0A091Q9B5,UPAR/Ly6 domain-containing protein,Merops nubicus (Northern carmine bee-eater),104,4,75,,InterPro:IPR035076
A0A091QAN4,UPAR/Ly6 domain-containing protein,Leptosomus discolor (Madagascar cuckoo roller),103,21,97,,InterPro:IPR035076
A0A091QBH1,UPAR/Ly6 domain-containing protein,Merops nubicus (Northern carmine bee-eater),110,4,81,,InterPro:IPR035076
A0A091R6S1,UPAR/Ly6 domain-containing protein,Mesitornis unicolor (brown roatelo),104,4,75,,InterPro:IPR035076
A0A091R741,Snake toxin/toxin-like domain-containing protein,Merops nubicus (Northern carmine bee-eater),78,4,78,,InterPro:IPR035076
A0A091RF36,UPAR/Ly6 domain-containing protein,Mesitornis unicolor (brown roatelo),109,5,80,,InterPro:IPR035076
A0A091RG39,UPAR/Ly6 domain-containing protein,Mesitornis unicolor (brown roatelo),109,3,80,,InterPro:IPR035076
A0A091RG59,Snake toxin/toxin-like domain-containing protein,Mesitornis unicolor (brown roatelo),93,10,87,,InterPro:IPR035076
A0A091RGR9,UPAR/Ly6 domain-containing protein,Mesitornis unicolor (brown roatelo),109,4,79,,InterPro:IPR035076
A0A091RGT8,UPAR/Ly6 domain-containing protein,Mesitornis unicolor (brown roatelo),112,7,82,,InterPro:IPR035076
A0A091RIM8,Snake toxin/toxin-like domain-containing protein,Mesitornis unicolor (brown roatelo),78,4,78,,InterPro:IPR035076
A0A091RML8,UPAR/Ly6 domain-containing protein,Nestor notabilis (Kea),118,13,88,,InterPro:IPR035076
A0A091RNS0,UPAR/Ly6 domain-containing protein,Nestor notabilis (Kea),115,11,86,,InterPro:IPR035076
A0A091RQD5,UPAR/Ly6 domain-containing protein,Nestor notabilis (Kea),112,7,82,,InterPro:IPR035076
A0A091S7E1,Snake toxin/toxin-like domain-containing protein,Nestor notabilis (Kea),78,4,78,,InterPro:IPR035076
A0A091SC19,UPAR/Ly6 domain-containing protein,Nestor notabilis (Kea),104,4,75,,InterPro:IPR035076
A0A091SN42,UPAR/Ly6 domain-containing protein,Pelecanus crispus (Dalmatian pelican),103,21,97,,InterPro:IPR035076
A0A091SQE0,Snake toxin/toxin-like domain-containing protein,Pelecanus crispus (Dalmatian pelican),78,4,78,,InterPro:IPR035076
A0A091SSL4,UPAR/Ly6 domain-containing protein,Pelecanus crispus (Dalmatian pelican),104,4,75,,InterPro:IPR035076
A0A091STI9,UPAR/Ly6 domain-containing protein,Pelecanus crispus (Dalmatian pelican),109,4,79,,InterPro:IPR035076
A0A091SUW0,UPAR/Ly6 domain-containing protein,Nestor notabilis (Kea),95,13,89,,InterPro:IPR035076
A0A091T2R0,UPAR/Ly6 domain-containing protein,Pelecanus crispus (Dalmatian pelican),109,4,81,,InterPro:IPR035076
A0A091TJI4,UPAR/Ly6 domain-containing protein,Phaethon lepturus (White-tailed tropicbird),109,3,80,,InterPro:IPR035076
A0A091TQW1,UPAR/Ly6 domain-containing protein,Phaethon lepturus (White-tailed tropicbird),114,10,85,,InterPro:IPR035076
A0A091TS36,UPAR/Ly6 domain-containing protein,Phaethon lepturus (White-tailed tropicbird),112,7,82,,InterPro:IPR035076
A0A091TWT8,UPAR/Ly6 domain-containing protein,Phaethon lepturus (White-tailed tropicbird),104,4,75,,InterPro:IPR035076
A0A091U1V9,UPAR/Ly6 domain-containing protein,Phoenicopterus ruber ruber,109,4,79,,InterPro:IPR035076
A0A091UHU1,UPAR/Ly6 domain-containing protein,Phoenicopterus ruber ruber,112,7,82,,InterPro:IPR035076
A0A091USG9,Snake toxin/toxin-like domain-containing protein,Phaethon lepturus (White-tailed tropicbird),108,21,102,,InterPro:IPR035076
A0A091UXC7,Snake toxin/toxin-like domain-containing protein,Phaethon lepturus (White-tailed tropicbird),78,4,78,,InterPro:IPR035076
A0A091UXZ2,UPAR/Ly6 domain-containing protein,Phaethon lepturus (White-tailed tropicbird),109,4,79,,InterPro:IPR035076
A0A091VE64,Snake toxin/toxin-like domain-containing protein,Phoenicopterus ruber ruber,108,21,102,,InterPro:IPR035076
A0A091VLC9,UPAR/Ly6 domain-containing protein,Phoenicopterus ruber ruber,108,5,80,,InterPro:IPR035076
A0A091VW31,UPAR/Ly6 domain-containing protein,Nipponia nippon (Crested ibis),110,4,81,,InterPro:IPR035076
A0A091VWN3,UPAR/Ly6 domain-containing protein,Nipponia nippon (Crested ibis),104,4,75,,InterPro:IPR035076
A0A091VWN8,UPAR/Ly6 domain-containing protein,Nipponia nippon (Crested ibis),109,5,80,,InterPro:IPR035076
A0A091VXN5,UPAR/Ly6 domain-containing protein,Nipponia nippon (Crested ibis),112,7,82,,InterPro:IPR035076
A0A091VYK2,UPAR/Ly6 domain-containing protein,Nipponia nippon (Crested ibis),109,4,79,,InterPro:IPR035076
A0A091W933,UPAR/Ly6 domain-containing protein,Opisthocomus hoazin (Hoatzin),109,4,79,,InterPro:IPR035076
A0A091W9H9,Snake toxin/toxin-like domain-containing protein,Opisthocomus hoazin (Hoatzin),78,4,78,,InterPro:IPR035076
A0A091W9I3,UPAR/Ly6 domain-containing protein,Opisthocomus hoazin (Hoatzin),112,7,82,,InterPro:IPR035076
A0A091WAQ0,Snake toxin/toxin-like domain-containing protein,Opisthocomus hoazin (Hoatzin),108,21,102,,InterPro:IPR035076
A0A091WBI6,UPAR/Ly6 domain-containing protein,Opisthocomus hoazin (Hoatzin),104,4,75,,InterPro:IPR035076
A0A091WBJ1,UPAR/Ly6 domain-containing protein,Opisthocomus hoazin (Hoatzin),122,18,93,,InterPro:IPR035076
A0A091X1Y4,Snake toxin/toxin-like domain-containing protein,Nipponia nippon (Crested ibis),78,4,78,,InterPro:IPR035076
A0A091X1Y7,Snake toxin/toxin-like domain-containing protein,Nipponia nippon (Crested ibis),108,21,102,,InterPro:IPR035076
A0A091XFX5,UPAR/Ly6 domain-containing protein,Opisthocomus hoazin (Hoatzin),110,4,81,,InterPro:IPR035076
A0A093BAY1,UPAR/Ly6 domain-containing protein,Chaetura pelagica (Chimney swift),109,5,80,,InterPro:IPR035076
A0A093BFN2,Snake toxin/toxin-like domain-containing protein,Chaetura pelagica (Chimney swift),86,2,79,,InterPro:IPR035076
A0A093BIR7,UPAR/Ly6 domain-containing protein,Chaetura pelagica (Chimney swift),109,4,79,,InterPro:IPR035076
A0A093BLY3,Snake toxin/toxin-like domain-containing protein,Chaetura pelagica (Chimney swift),78,4,78,,InterPro:IPR035076
A0A093BLY9,UPAR/Ly6 domain-containing protein,Chaetura pelagica (Chimney swift),103,21,97,,InterPro:IPR035076
A0A093BPT2,UPAR/Ly6 domain-containing protein,Pterocles gutturalis (yellow-throated sandgrouse),109,4,79,,InterPro:IPR035076
A0A093BQB8,Snake toxin/toxin-like domain-containing protein,Pterocles gutturalis (yellow-throated sandgrouse),78,4,78,,InterPro:IPR035076
A0A093BR63,UPAR/Ly6 domain-containing protein,Tauraco erythrolophus (Red-crested turaco),109,5,80,,InterPro:IPR035076
A0A093BXG6,UPAR/Ly6 domain-containing protein,Tauraco erythrolophus (Red-crested turaco),112,7,82,,InterPro:IPR035076
A0A093C1B2,UPAR/Ly6 domain-containing protein,Tauraco erythrolophus (Red-crested turaco),109,4,79,,InterPro:IPR035076
A0A093C7F3,UPAR/Ly6 domain-containing protein,Tauraco erythrolophus (Red-crested turaco),103,4,75,,InterPro:IPR035076
A0A093C9F6,UPAR/Ly6 domain-containing protein,Tauraco erythrolophus (Red-crested turaco),86,2,79,,InterPro:IPR035076
A0A093C9V8,UPAR/Ly6 domain-containing protein,Pterocles gutturalis (yellow-throated sandgrouse),112,7,82,,InterPro:IPR035076
A0A093CRA5,Snake toxin/toxin-like domain-containing protein,Tauraco erythrolophus (Red-crested turaco),78,4,78,,InterPro:IPR035076
A0A093DFT6,UPAR/Ly6 domain-containing protein,Chaetura pelagica (Chimney swift),103,4,74,,InterPro:IPR035076
A0A093DFU4,UPAR/Ly6 domain-containing protein,Chaetura pelagica (Chimney swift),112,7,82,,InterPro:IPR035076
A0A093DQQ2,UPAR/Ly6 domain-containing protein,Pterocles gutturalis (yellow-throated sandgrouse),105,4,76,,InterPro:IPR035076
A0A093EE16,UPAR/Ly6 domain-containing protein,Pterocles gutturalis (yellow-throated sandgrouse),109,5,80,,InterPro:IPR035076
A0A093ELP2,UPAR/Ly6 domain-containing protein,Tyto alba (Barn owl),109,5,80,,InterPro:IPR035076
A0A093ESL4,UPAR/Ly6 domain-containing protein,Tyto alba (Barn owl),112,7,82,,InterPro:IPR035076
A0A093ET33,UPAR/Ly6 domain-containing protein,Gavia stellata (Red-throated diver),109,5,80,,InterPro:IPR035076
A0A093F2K4,UPAR/Ly6 domain-containing protein,Gavia stellata (Red-throated diver),112,7,82,,InterPro:IPR035076
A0A093F2Z5,UPAR/Ly6 domain-containing protein,Gavia stellata (Red-throated diver),109,3,80,,InterPro:IPR035076
A0A093F884,Snake toxin/toxin-like domain-containing protein,Gavia stellata (Red-throated diver),108,21,102,,InterPro:IPR035076
A0A093F9F8,Snake toxin/toxin-like domain-containing protein,Gavia stellata (Red-throated diver),78,4,78,,InterPro:IPR035076
A0A093F9H4,UPAR/Ly6 domain-containing protein,Gavia stellata (Red-throated diver),109,4,79,,InterPro:IPR035076
A0A093FA61,Snake toxin/toxin-like domain-containing protein,Tyto alba (Barn owl),78,4,78,,InterPro:IPR035076
A0A093FJW4,UPAR/Ly6 domain-containing protein,Tyto alba (Barn owl),104,4,75,,InterPro:IPR035076
A0A093FLH2,UPAR/Ly6 domain-containing protein,Tyto alba (Barn owl),109,3,80,,InterPro:IPR035076
A0A093FT26,UPAR/Ly6 domain-containing protein,Tyto alba (Barn owl),109,4,79,,InterPro:IPR035076
A0A093G9R6,UPAR/Ly6 domain-containing protein,Dryobates pubescens (Downy woodpecker),116,11,86,,InterPro:IPR035076
A0A093GCP2,UPAR/Ly6 domain-containing protein,Dryobates pubescens (Downy woodpecker),110,5,80,,InterPro:IPR035076
A0A093GCP6,UPAR/Ly6 domain-containing protein,Dryobates pubescens (Downy woodpecker),104,4,75,,InterPro:IPR035076
A0A093GJ04,Snake toxin/toxin-like domain-containing protein,Dryobates pubescens (Downy woodpecker),90,3,84,,InterPro:IPR035076
A0A093GJ08,Snake toxin/toxin-like domain-containing protein,Dryobates pubescens (Downy woodpecker),78,4,78,,InterPro:IPR035076
A0A093GJI7,UPAR/Ly6 domain-containing protein,Dryobates pubescens (Downy woodpecker),109,5,80,,InterPro:IPR035076
A0A093I0H3,UPAR/Ly6 domain-containing protein,Struthio camelus australis,104,4,75,,InterPro:IPR035076
A0A093I0H6,UPAR/Ly6 domain-containing protein,Struthio camelus australis,109,5,80,,InterPro:IPR035076
A0A093I686,UPAR/Ly6 domain-containing protein,Eurypyga helias (Sunbittern),109,5,80,,InterPro:IPR035076
A0A093I9F4,UPAR/Ly6 domain-containing protein,Struthio camelus australis,112,4,81,,InterPro:IPR035076
A0A093I9F7,UPAR/Ly6 domain-containing protein,Struthio camelus australis,103,21,97,,InterPro:IPR035076
A0A093IBJ3,Snake toxin/toxin-like domain-containing protein,Eurypyga helias (Sunbittern),93,4,61,,InterPro:IPR035076
A0A093IBK0,UPAR/Ly6 domain-containing protein,Struthio camelus australis,119,14,89,,InterPro:IPR035076
A0A093IHE7,UPAR/Ly6 domain-containing protein,Eurypyga helias (Sunbittern),103,21,97,,InterPro:IPR035076
A0A093IJQ5,Snake toxin/toxin-like domain-containing protein,Dryobates pubescens (Downy woodpecker),110,2,79,,InterPro:IPR035076
A0A093IKF2,UPAR/Ly6 domain-containing protein,Eurypyga helias (Sunbittern),109,3,80,,InterPro:IPR035076
A0A093IPF0,Snake toxin/toxin-like domain-containing protein,Fulmarus glacialis (Northern fulmar),108,21,102,,InterPro:IPR035076
A0A093ITP2,UPAR/Ly6 domain-containing protein,Eurypyga helias (Sunbittern),112,7,82,,InterPro:IPR035076
A0A093J324,UPAR/Ly6 domain-containing protein,Fulmarus glacialis (Northern fulmar),110,4,81,,InterPro:IPR035076
A0A093JDW7,UPAR/Ly6 domain-containing protein,Fulmarus glacialis (Northern fulmar),104,4,75,,InterPro:IPR035076
A0A093JEI0,UPAR/Ly6 domain-containing protein,Fulmarus glacialis (Northern fulmar),109,4,79,,InterPro:IPR035076
A0A093KE79,Snake toxin/toxin-like domain-containing protein,Struthio camelus australis,78,4,78,,InterPro:IPR035076
A0A093KE84,UPAR/Ly6 domain-containing protein,Struthio camelus australis,112,7,82,,InterPro:IPR035076
A0A093KRC9,Snake toxin/toxin-like domain-containing protein,Eurypyga helias (Sunbittern),78,4,78,,InterPro:IPR035076
A0A093P116,UPAR/Ly6 domain-containing protein,Pygoscelis adeliae (Adelie penguin),109,4,79,,InterPro:IPR035076
A0A093P2S5,UPAR/Ly6 domain-containing protein,Pygoscelis adeliae (Adelie penguin),103,21,97,,InterPro:IPR035076
A0A093P8Z5,UPAR/Ly6 domain-containing protein,Pygoscelis adeliae (Adelie penguin),112,7,82,,InterPro:IPR035076
A0A093PEP6,Snake toxin/toxin-like domain-containing protein,Pygoscelis adeliae (Adelie penguin),52,4,38,,InterPro:IPR035076
A0A093QJ82,Snake toxin/toxin-like domain-containing protein,Manacus vitellinus (golden-collared manakin),78,4,78,,InterPro:IPR035076
A0A093QJ87,Snake toxin/toxin-like domain-containing protein,Manacus vitellinus (golden-collared manakin),91,4,85,,InterPro:IPR035076
